UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A1984_2014_TOTAL
0200;Universidade do Algarve;0289;Engenharia Hortofrutícola;L;Licenciatura;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0200;Universidade do Algarve;0441;Gestão de Empresas;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;2;;;;;;;;;;;7;;;;;;;;;;;482;;;;;;;;;;13;0;0;0;0;0;0;0;0;0;0;13
0200;Universidade do Algarve;0487;Informática - Gestão;L;Licenciatura;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;0;3
0200;Universidade do Algarve;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;56;;;;;;;;;;3;0;0;0;0;0;0;0;0;0;0;3
0200;Universidade do Algarve;0537;Línguas e Lit. Modernas, var de Estudos Portugueses e Franceses (ensino de);L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0200;Universidade do Algarve;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;130;;;;;;;;;;8;0;0;0;0;0;0;0;0;0;0;8
0200;Universidade do Algarve;0539;Línguas e Lit. Modernas, var. de Estudos Portugueses e Ingleses (ensino de);L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;32;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0200;Universidade do Algarve;0559;Matemática;L;Licenciatura;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0200;Universidade do Algarve;0867;Estudos Portugueses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;83;;;;;;;;;;5;0;0;0;0;0;0;0;0;0;0;5
0200;Universidade do Algarve;4015;Aquacultura;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;624;Pescas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;17;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0200;Universidade do Algarve;9351;Ciências Biomédicas;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;21;40;32;0;0;0;0;0;0;0;0;2;1;2;5
0200;Universidade do Algarve;9512;Ciências Biomédicas;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;1;;3;;;;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;1;;;;;;;4;7;16;18;6;0;0;0;0;0;0;1;1;2;1;6;11
0200;Universidade do Algarve;9817;Artes Visuais;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;10;23;24;;1;;0;0;0;0;2;3;2;0;0;0;0;7
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0522;Línguas e Literaturas Modernas, variante de Estudos Franceses e Espanhóis;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;;;;;;0;0;0;0;1;0;0;0;0;0;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;;;;;;;;;;;;1;;;;;;;;;4;;1;1;2;;;;;;;91;16;19;16;6;4;;;;;11;1;2;1;2;0;0;0;0;0;0;17
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0534;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;6;1;1;;;;;0;0;0;1;0;1;0;0;0;0;0;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;5;;;;;;;;;;;62;5;1;4;;2;;;;;7;0;0;0;0;1;0;0;0;0;0;8
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;;;;;;;;;1;;;1;;;;;;;;8;;;;;;;;;;;134;21;11;9;4;1;;;;;12;0;1;1;0;0;0;0;0;0;0;14
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0695;Psicologia;L;Licenciatura;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;2;1;2;2;2;5;;;;;;1;;;;;1;;;;;;2;2;1;3;2;1;;;;;;71;39;52;36;35;69;;;;;5;3;4;5;4;8;0;0;0;0;0;29
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0756;Património Cultural;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;27;14;20;19;22;;;;;;0;1;1;1;2;0;0;0;0;0;0;5
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0867;Estudos Portugueses;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;91;;;;;;;;;;4;0;0;0;0;0;0;0;0;0;0;4
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;1529;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Espanhóis;L;Licenciatura;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;3;4;3;;;;;0;0;0;0;0;2;0;0;0;0;0;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4018;Arqueologia;M;Mestrado;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;1;;;;0;0;0;0;1;0;0;0;0;0;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4078;Ciências da Educação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;22;22;9;5;;;;0;0;0;0;1;0;0;0;0;0;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4296;Educação Artística;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;5;5;2;4;;;;;0;0;1;0;0;1;0;0;0;0;0;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4591;Literatura;M;Mestrado;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;8;4;3;13;2;3;;;;0;0;0;0;2;0;1;0;0;0;0;3
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4763;Observação e Análise da Relação Educativa;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;7;17;5;1;1;8;;;;0;0;1;1;0;0;0;0;0;0;0;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;5104;Arqueologia;D;Doutoramento;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;0;0;0;0;0;0;0;0;0;1;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;5140;Ciências da Educação;D;Doutoramento;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;;1;2;3;1;0;0;0;0;0;0;1;0;0;0;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6011;Arqueologia;M;Mestrado;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;2;3;0;0;0;0;0;0;0;0;0;1;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6281;Comunicação, Cultura e Artes;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;11;1;10;0;0;0;0;0;0;0;0;0;1;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6326;Psicologia da Educação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;10;27;0;0;0;0;0;0;0;0;0;3;0;3
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6386;Psicologia Clínica e da Saúde;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;;2;;;;;;;;;;1;;1;;;;;;;;;20;14;24;0;0;0;0;0;0;0;2;2;4;2;10
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6811;Ciências da Educação e da Formação;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;2;16;11;17;0;0;0;0;0;0;0;2;1;0;0;3
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6895;Neurociências Cognitivas e Neuropsicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;1;9;9;0;0;0;0;0;0;0;1;0;4;3;8
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;8369;Património Cultural (Artístico, Histórico e Arqueológico);L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;10;5;11;12;0;0;0;0;0;0;3;0;2;0;0;5
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;8418;Arqueologia (regime pós-laboral);L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;6;13;;0;0;0;0;0;0;0;1;1;0;0;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;8509;Património Cultural e Arqueologia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9132;Estudos Artísticos;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;4;8;10;12;7;8;0;0;0;0;0;1;3;1;3;0;0;8
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9204;Línguas, Literaturas e Culturas;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;15;10;0;0;0;0;0;0;0;0;1;0;1;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;1;;1;1;;;;;;1;46;55;49;59;47;0;0;0;0;0;0;3;0;7;2;1;13
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9303;História da Arte;M;Mestrado;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;7;3;0;0;0;0;0;0;0;0;1;0;0;1
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9325;Psicologia Social e das Organizações;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;8;14;0;0;0;0;0;0;0;1;0;4;0;5
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9787;Património Cultural;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;225;História e Arqueologia;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;4;14;;;;;0;0;0;0;0;7;0;0;0;0;0;7
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9817;Artes Visuais;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;211;Belas-Artes;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;2;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;26;27;0;0;0;0;0;0;0;0;3;6;2;11
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9821;Ciências da Educação e da Formação;L1;Licenciatura 1.º Ciclo;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;3;;;;;;1;2;1;2;4;4;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;42;23;16;23;25;23;0;0;0;0;1;2;1;3;4;8;4;23
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9825;Ciências Documentais e Editoriais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;322;Biblioteconomia, Arquivo e Documentação (BAD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;8;5;8;5;;1;0;0;0;0;0;2;1;0;0;0;0;3
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9834;Línguas e Comunicação;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;;;;;;1;;;1;;;;;;2;7;10;4;17;13;0;0;0;0;0;0;3;0;2;1;2;8
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0054;Biologia e Geologia (Ensino de);L;Licenciatura;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;;;;118;28;;;;;;;;;6;2;0;0;0;0;0;0;0;0;0;8
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0057;Biologia Marinha e Pescas;L;Licenciatura;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;;122;64;11;10;;;;;;;5;0;3;1;0;0;0;0;0;0;0;9
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0213;Engenharia do Ambiente;L;Licenciatura;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;2;;;1;3;;;;;;;150;21;30;49;14;;;;;;4;1;0;2;3;0;0;0;0;0;0;10
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0744;Oceanografia;L;Licenciatura;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;3;6;5;7;;;;;;;0;2;0;3;0;0;0;0;0;0;0;5
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;1127;Biologia e Geologia;L;Licenciatura;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;3;3;2;1;;;;;;;2;27;9;7;2;;;;;0;0;3;7;2;2;0;0;0;0;0;14
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;4369;Aquacultura e Pescas;M;Mestrado;600;Agricultura;620;Agricultura, Silvicultura e Pescas;624;Pescas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;;;;;;;0;0;1;0;0;0;0;0;0;0;0;1
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;4452;Gestão e Conservação da Natureza;M;Mestrado;800;Serviços;850;Protecção do Ambiente;852;Ambientes Naturais e Vida Selvagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;12;;5;3;6;3;;;;;0;0;1;1;0;0;0;0;0;0;0;2
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;5175;Ciências do Mar;D;Doutoramento;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;6;4;2;1;;;;;1;0;0;2;0;0;0;0;0;0;0;3
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;5185;Ciências e Tecnologias do Ambiente;D;Doutoramento;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;2;1;2;;4;;;;;1;0;0;0;0;0;0;0;0;0;0;1
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9011;Biologia;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;0;0;0;0;0;1;0;0;0;0;0;1
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9013;Biologia Marinha;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;73;88;23;;;;;0;0;0;1;3;0;0;0;0;0;0;4
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9099;Engenharia do Ambiente;L1;Licenciatura 1.º Ciclo;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;25;;;;;;0;0;0;1;1;0;0;0;0;0;0;2
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9391;Biologia Marinha;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;17;28;32;;;;;0;0;0;1;0;5;0;0;0;0;0;6
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9417;Engenharia do Ambiente;M;Mestrado;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;4;;;;;0;0;0;1;0;0;0;0;0;0;0;1
