CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
4074;Escola Superior de Educação de Almeida Garrett;0182;Educadores de Infância;BACHARELATO;143;;;;;1;;1;0
4074;Escola Superior de Educação de Almeida Garrett;0625;Educação de Infância;LICENCIATURA;143;;;;17;4;3;24;210
4074;Escola Superior de Educação de Almeida Garrett;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;;14;2;3;19;182
4074;Escola Superior de Educação de Almeida Garrett;1638;Professores do 2.º Ciclo do Ensino Básico, variante de Educação Física;LICENCIATURA;144;;;;3;;2;5;413
4074;Escola Superior de Educação de Almeida Garrett;1641;Professores do 2.º Ciclo Ens. Básico, var Matemática e Ciências da Natureza;LICENCIATURA;144;;;;14;;2;16;180
4074;Escola Superior de Educação de Almeida Garrett;1644;Professores do 2.º C. do Ensino Básico, v. Português, História e C. Sociais;LICENCIATURA;144;;1;;9;1;;11;327
4074;Escola Superior de Educação de Almeida Garrett;1645;Professores do 2.º Ciclo do Ensino Básico, variante de Educação Musical;LICENCIATURA;144;;;;;;1;1;6
4074;Escola Superior de Educação de Almeida Garrett;2855;Educadores de Infância;LICENCIATURA;143;;;;;;3;3;437
4074;Escola Superior de Educação de Almeida Garrett;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;2;2;3;7;513
4074;Escola Superior de Educação de Almeida Garrett;6031;Ciências da Educação;MESTRADO;142;;;;2;;;2;86
4074;Escola Superior de Educação de Almeida Garrett;6914;Educação Pré-Escolar;MESTRADO;143;2;;1;5;;1;9;21
4074;Escola Superior de Educação de Almeida Garrett;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;;;;2;;;2;18
4074;Escola Superior de Educação de Almeida Garrett;9084;Educação Social;LICENCIATURA;762;;;1;1;2;;4;11
4074;Escola Superior de Educação de Almeida Garrett;9853;Educação Básica;LICENCIATURA;144;;;;3;1;;4;102
4076;Escola Superior de Educação de Fafe;0182;Educadores de Infância;BACHARELATO;143;;;;;1;2;3;387
4076;Escola Superior de Educação de Fafe;0625;Educação de Infância;LICENCIATURA;143;;;3;39;7;25;74;500
4076;Escola Superior de Educação de Fafe;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;1;18;16;22;57;214
4076;Escola Superior de Educação de Fafe;1633;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Física;LICENCIATURA;144;;;;15;3;9;27;148
4076;Escola Superior de Educação de Fafe;1639;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;39;5;18;62;295
4076;Escola Superior de Educação de Fafe;1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;49;6;10;65;182
4076;Escola Superior de Educação de Fafe;2855;Educadores de Infância;LICENCIATURA;143;;;;3;1;3;7;549
4076;Escola Superior de Educação de Fafe;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;1;2;1;4;464
4076;Escola Superior de Educação de Fafe;6914;Educação Pré-Escolar;MESTRADO;143;;;1;;;;1;13
4076;Escola Superior de Educação de Fafe;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;1;8;1;;1;;11;1
4076;Escola Superior de Educação de Fafe;9625;Educação Sénior;LICENCIATURA;142;5;;3;3;2;8;21;22
4076;Escola Superior de Educação de Fafe;9736;Educação Física e Desporto;LICENCIATURA;813;9;2;;6;;1;18;61
4076;Escola Superior de Educação de Fafe;9853;Educação Básica;LICENCIATURA;144;4;;3;8;3;2;20;66
4077;Escola Superior de Educação Jean Piaget de Almada;0014;Animadores Socioculturais;BACHARELATO;762;;;;;;1;1;167
4077;Escola Superior de Educação Jean Piaget de Almada;0182;Educadores de Infância;BACHARELATO;143;;;;9;2;7;18;924
4077;Escola Superior de Educação Jean Piaget de Almada;0599;Nutrição Humana, Social e Escolar;BACHARELATO;726;;;;2;1;2;5;133
4077;Escola Superior de Educação Jean Piaget de Almada;0625;Educação de Infância;LICENCIATURA;143;2;1;;58;12;16;89;843
4077;Escola Superior de Educação Jean Piaget de Almada;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;1;;5;6;711
4077;Escola Superior de Educação Jean Piaget de Almada;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;1;;69;13;35;118;796
4077;Escola Superior de Educação Jean Piaget de Almada;1045;Animação Sociocultural;LICENCIATURA;762;;;1;4;1;2;8;78
4077;Escola Superior de Educação Jean Piaget de Almada;1174;Educação Sócio-Profissional;LICENCIATURA;762;;;;4;1;2;7;74
4077;Escola Superior de Educação Jean Piaget de Almada;1633;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Física;LICENCIATURA;144;;1;;24;4;11;40;315
4077;Escola Superior de Educação Jean Piaget de Almada;1634;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Musical;LICENCIATURA;144;;;;8;;2;10;83
4077;Escola Superior de Educação Jean Piaget de Almada;1635;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Francês;LICENCIATURA;144;;;;10;2;1;13;68
4077;Escola Superior de Educação Jean Piaget de Almada;1637;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Inglês;LICENCIATURA;144;;;;13;3;1;17;144
4077;Escola Superior de Educação Jean Piaget de Almada;1642;Professores do Ensino Básico - 2.º Ciclo, v. Educação Visual e Tecnológica;LICENCIATURA;144;;;;19;;7;26;172
4077;Escola Superior de Educação Jean Piaget de Almada;1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;27;;3;30;247
4077;Escola Superior de Educação Jean Piaget de Almada;1667;Nutrição Humana, Social e Escolar;LICENCIATURA;726;;;;4;2;;6;77
4077;Escola Superior de Educação Jean Piaget de Almada;2168;Direcção Pedagógica e Administração Escolar;LICENCIATURA;142;;;;1;;;1;280
4077;Escola Superior de Educação Jean Piaget de Almada;2389;Gestão das Artes na Cultura e na Educação;LICENCIATURA;345;;;;1;;;1;26
4077;Escola Superior de Educação Jean Piaget de Almada;2855;Educadores de Infância;LICENCIATURA;143;1;;;7;4;6;18;558
4077;Escola Superior de Educação Jean Piaget de Almada;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;8;1;1;10;428
4077;Escola Superior de Educação Jean Piaget de Almada;2865;Professores do 2.º c. do Ens Básico, var. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;1;;;1;30
4077;Escola Superior de Educação Jean Piaget de Almada;2871;Educação Especial;LICENCIATURA;142;;;;;1;1;2;32
4077;Escola Superior de Educação Jean Piaget de Almada;2880;Animação Sócio-Cultural;LICENCIATURA;142;;;;4;;1;5;328
4077;Escola Superior de Educação Jean Piaget de Almada;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;2;;;5;;;7;2
4077;Escola Superior de Educação Jean Piaget de Almada;9005;Animação Sociocultural;LICENCIATURA;762;;;;2;;5;7;68
4077;Escola Superior de Educação Jean Piaget de Almada;9665;Educação Especial;MESTRADO;142;;;;;1;;1;10
4077;Escola Superior de Educação Jean Piaget de Almada;9786;Nutrição Humana, Social e Escolar;LICENCIATURA;726;1;;3;4;1;2;11;53
4077;Escola Superior de Educação Jean Piaget de Almada;9853;Educação Básica;LICENCIATURA;144;2;1;;;;;3;62
4078;Escola Superior de Educação Jean Piaget de Arcozelo;0014;Animadores Socioculturais;BACHARELATO;762;;;;;;3;3;125
4078;Escola Superior de Educação Jean Piaget de Arcozelo;0182;Educadores de Infância;BACHARELATO;143;;;;5;5;4;14;653
4078;Escola Superior de Educação Jean Piaget de Arcozelo;0625;Educação de Infância;LICENCIATURA;143;;;2;53;17;53;125;711
4078;Escola Superior de Educação Jean Piaget de Arcozelo;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;;1;2;3;652
4078;Escola Superior de Educação Jean Piaget de Arcozelo;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;5;104;33;63;205;975
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1045;Animação Sociocultural;LICENCIATURA;762;;;;3;1;1;5;77
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1174;Educação Sócio-Profissional;LICENCIATURA;762;;;;;;1;1;3
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1633;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Física;LICENCIATURA;144;;1;;56;19;20;96;556
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1634;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Musical;LICENCIATURA;144;;;;18;4;8;30;230
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1635;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Francês;LICENCIATURA;144;;;;30;5;18;53;190
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1637;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Inglês;LICENCIATURA;144;;;;56;6;5;67;290
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1642;Professores do Ensino Básico - 2.º Ciclo, v. Educação Visual e Tecnológica;LICENCIATURA;144;;;;34;7;11;52;198
4078;Escola Superior de Educação Jean Piaget de Arcozelo;1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;55;;;55;279
4078;Escola Superior de Educação Jean Piaget de Arcozelo;2855;Educadores de Infância;LICENCIATURA;143;;;1;6;3;7;17;814
4078;Escola Superior de Educação Jean Piaget de Arcozelo;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;8;1;6;15;893
4078;Escola Superior de Educação Jean Piaget de Arcozelo;2863;Professores do 2.º c. do Ens. Básico, var. de Educação Visual e Tecnológica;LICENCIATURA;144;;;;2;;2;4;105
4078;Escola Superior de Educação Jean Piaget de Arcozelo;2865;Professores do 2.º c. do Ens Básico, var. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;3;;;3;64
4078;Escola Superior de Educação Jean Piaget de Arcozelo;2880;Animação Sócio-Cultural;LICENCIATURA;142;;;;1;;1;2;691
4078;Escola Superior de Educação Jean Piaget de Arcozelo;6406;Ensino de Educação Musical no Ensino Básico;MESTRADO;146;;;;3;;;3;9
4078;Escola Superior de Educação Jean Piaget de Arcozelo;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;4;;;1;;;5;0
4078;Escola Superior de Educação Jean Piaget de Arcozelo;6925;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;MESTRADO;144;;;;;;1;1;0
4078;Escola Superior de Educação Jean Piaget de Arcozelo;8072;Inglês e Espanhol;LICENCIATURA;222;;;;1;;;1;1
4078;Escola Superior de Educação Jean Piaget de Arcozelo;9005;Animação Sociocultural;LICENCIATURA;762;1;;;5;1;5;12;47
4078;Escola Superior de Educação Jean Piaget de Arcozelo;9736;Educação Física e Desporto;LICENCIATURA;813;1;;;1;;3;5;40
4078;Escola Superior de Educação Jean Piaget de Arcozelo;9739;Educação Socioprofissional;LICENCIATURA;762;;;1;1;1;4;7;28
4078;Escola Superior de Educação Jean Piaget de Arcozelo;9853;Educação Básica;LICENCIATURA;144;;;;3;1;2;6;60
4078;Escola Superior de Educação Jean Piaget de Arcozelo;9878;Educação Musical;LICENCIATURA;146;;;;1;1;;2;32
4079;Escola Superior de Educação Jean Piaget - Nordeste;0625;Educação de Infância;LICENCIATURA;143;;;1;18;3;15;37;192
4079;Escola Superior de Educação Jean Piaget - Nordeste;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;1;1;1;3;282
4079;Escola Superior de Educação Jean Piaget - Nordeste;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;2;26;8;26;62;415
4079;Escola Superior de Educação Jean Piaget - Nordeste;1633;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Física;LICENCIATURA;144;;;;17;7;7;31;272
4079;Escola Superior de Educação Jean Piaget - Nordeste;1634;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Musical;LICENCIATURA;144;;;;6;1;3;10;92
4079;Escola Superior de Educação Jean Piaget - Nordeste;1635;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Francês;LICENCIATURA;144;;;;10;1;6;17;81
4079;Escola Superior de Educação Jean Piaget - Nordeste;1637;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Inglês;LICENCIATURA;144;;;;15;1;2;18;100
4079;Escola Superior de Educação Jean Piaget - Nordeste;1642;Professores do Ensino Básico - 2.º Ciclo, v. Educação Visual e Tecnológica;LICENCIATURA;144;;;;20;2;5;27;159
4079;Escola Superior de Educação Jean Piaget - Nordeste;1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;22;2;8;32;193
4079;Escola Superior de Educação Jean Piaget - Nordeste;2855;Educadores de Infância;LICENCIATURA;143;;;;2;;2;4;211
4079;Escola Superior de Educação Jean Piaget - Nordeste;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;2;1;;3;458
4079;Escola Superior de Educação Jean Piaget - Nordeste;9084;Educação Social;LICENCIATURA;762;;;;1;1;;2;7
4079;Escola Superior de Educação Jean Piaget - Nordeste;9665;Educação Especial;MESTRADO;142;;;;1;;;1;9
4080;Escola Superior de Educação de João de Deus;0182;Educadores de Infância;BACHARELATO;143;;;;1;1;6;8;607
4080;Escola Superior de Educação de João de Deus;0625;Educação de Infância;LICENCIATURA;143;1;;1;34;11;15;62;782
4080;Escola Superior de Educação de João de Deus;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;;;1;1;488
4080;Escola Superior de Educação de João de Deus;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;;24;6;9;39;636
4080;Escola Superior de Educação de João de Deus;2855;Educadores de Infância;LICENCIATURA;143;1;;1;4;1;2;9;1062
4080;Escola Superior de Educação de João de Deus;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;9;1;3;13;1038
4080;Escola Superior de Educação de João de Deus;2878;Administração Escolar e Administração Educacional;LICENCIATURA;142;;;;1;;;1;149
4080;Escola Superior de Educação de João de Deus;6293;Educação Especial - Domínios Cognitivo e Motor;MESTRADO;142;;;;1;;1;2;4
4080;Escola Superior de Educação de João de Deus;6914;Educação Pré-Escolar;MESTRADO;143;2;;;1;;;3;24
4080;Escola Superior de Educação de João de Deus;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;2;;;;;;2;0
4080;Escola Superior de Educação de João de Deus;9668;Gerontologia Social;LICENCIATURA;723;;;;2;1;;3;21
4080;Escola Superior de Educação de João de Deus;9853;Educação Básica;LICENCIATURA;144;1;;;1;;;2;145
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);0599;Nutrição Humana, Social e Escolar;BACHARELATO;726;;;;2;1;1;4;107
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);0625;Educação de Infância;LICENCIATURA;143;;;1;5;7;3;16;115
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;2;10;4;8;24;86
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1633;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Física;LICENCIATURA;144;;;;14;4;5;23;242
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1634;Professores do Ensino Básico - 2.º Ciclo, variante de Educação Musical;LICENCIATURA;144;;;;5;2;4;11;100
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1635;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Francês;LICENCIATURA;144;;;;12;2;7;21;72
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1637;Professores do Ensino Básico - 2.º Ciclo, variante de Português-Inglês;LICENCIATURA;144;;;;8;2;2;12;71
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1642;Professores do Ensino Básico - 2.º Ciclo, v. Educação Visual e Tecnológica;LICENCIATURA;144;;;;12;3;8;23;115
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);1643;Professores do Ensino Básico - 2.º C., v. Matemática e Ciências da Natureza;LICENCIATURA;144;;;;51;2;9;62;263
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;3;;1;4;210
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);2880;Animação Sócio-Cultural;LICENCIATURA;142;;;;2;;1;3;414
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);8072;Inglês e Espanhol;LICENCIATURA;222;;;;1;;;1;19
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);9665;Educação Especial;MESTRADO;142;;;;;;1;1;19
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);9786;Nutrição Humana, Social e Escolar;LICENCIATURA;726;1;;;6;1;1;9;84
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);9853;Educação Básica;LICENCIATURA;144;;;1;;;;1;4
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);9878;Educação Musical;LICENCIATURA;146;;;;1;;;1;24
4081;Escola Superior de Educação Jean Piaget de Arcozelo (Viseu);9880;Educação Visual e Tecnológica;LICENCIATURA;146;;;;;1;;1;16
4085;Escola Superior de Educação de Paula Frassinetti;0182;Educadores de Infância;BACHARELATO;143;;;;3;3;6;12;640
4085;Escola Superior de Educação de Paula Frassinetti;0625;Educação de Infância;LICENCIATURA;143;1;1;4;57;10;39;112;907
4085;Escola Superior de Educação de Paula Frassinetti;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;1;;31;8;14;54;336
4085;Escola Superior de Educação de Paula Frassinetti;1189;Educação Social;LICENCIATURA;762;;1;1;16;6;17;41;388
4085;Escola Superior de Educação de Paula Frassinetti;2855;Educadores de Infância;LICENCIATURA;143;;;;2;1;4;7;269
4085;Escola Superior de Educação de Paula Frassinetti;2874;Educação Especial - Problemáticas de Risco;LICENCIATURA;142;;;;;1;;1;136
4085;Escola Superior de Educação de Paula Frassinetti;6031;Ciências da Educação;MESTRADO;142;;;;1;;1;2;53
4085;Escola Superior de Educação de Paula Frassinetti;6914;Educação Pré-Escolar;MESTRADO;143;5;2;1;3;;1;12;37
4085;Escola Superior de Educação de Paula Frassinetti;6915;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;MESTRADO;144;8;13;;2;1;;24;0
4085;Escola Superior de Educação de Paula Frassinetti;6925;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;MESTRADO;144;3;;;;;;3;0
4085;Escola Superior de Educação de Paula Frassinetti;9047;Ciências Psicológicas;LICENCIATURA;311;;;;;;1;1;5
4085;Escola Superior de Educação de Paula Frassinetti;9084;Educação Social;LICENCIATURA;762;8;;6;15;3;9;41;131
4085;Escola Superior de Educação de Paula Frassinetti;9853;Educação Básica;LICENCIATURA;144;2;;1;4;;1;8;188
4089;Escola Superior de Enfermagem da Cruz Vermelha Portuguesa de Oliveira de Azeméis;1169;Enfermagem;LICENCIATURA;723;;;;2;2;1;5;197
4089;Escola Superior de Enfermagem da Cruz Vermelha Portuguesa de Oliveira de Azeméis;9500;Enfermagem;LICENCIATURA;723;20;2;3;4;1;;30;107
4090;Escola Superior de Educação de Santa Maria;0182;Educadores de Infância;BACHARELATO;143;;;;2;;2;4;305
4090;Escola Superior de Educação de Santa Maria;0625;Educação de Infância;LICENCIATURA;143;3;;;32;9;14;58;462
4090;Escola Superior de Educação de Santa Maria;2855;Educadores de Infância;LICENCIATURA;143;;;;;1;;1;97
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;1041;Cardiopneumologia;LICENCIATURA;725;;;;1;1;;2;48
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;1364;Fisioterapia;LICENCIATURA;726;;;;4;;1;5;75
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;1699;Radiologia;LICENCIATURA;725;;;1;1;1;;3;88
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;8137;Cardiopneumologia;LICENCIATURA;725;6;;1;5;1;;13;80
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;9500;Enfermagem;LICENCIATURA;723;6;2;;2;;;10;115
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;9504;Fisioterapia;LICENCIATURA;726;8;4;;4;1;;17;110
4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;9505;Radiologia;LICENCIATURA;725;4;2;3;4;2;2;17;81
4092;Escola Superior de Enfermagem da Imaculada Conceição;1169;Enfermagem;LICENCIATURA;723;;;;;;1;1;300
4093;Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado;0197;Enfermagem;BACHARELATO;723;;;;1;;;1;245
4093;Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado;1169;Enfermagem;LICENCIATURA;723;;;;1;;2;3;254
4093;Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado;9500;Enfermagem;LICENCIATURA;723;13;9;9;4;2;5;42;110
4095;Escola Superior de Educação de Torres Novas;0625;Educação de Infância;LICENCIATURA;143;;;;12;1;6;19;104
4095;Escola Superior de Educação de Torres Novas;0655;Professores do Ensino Básico (1.º ciclo);BACHARELATO;144;;;;;1;;1;401
4095;Escola Superior de Educação de Torres Novas;0707;Ensino Básico - 1.º Ciclo;LICENCIATURA;144;;;;45;9;32;86;542
4095;Escola Superior de Educação de Torres Novas;2857;Professores do 1.º ciclo do Ensino Básico;LICENCIATURA;144;;;;;;4;4;122
4095;Escola Superior de Educação de Torres Novas;9738;Educação Social e Desenvolvimento Comunitário;LICENCIATURA;762;1;1;;5;;;7;22
4095;Escola Superior de Educação de Torres Novas;9853;Educação Básica;LICENCIATURA;144;1;;;1;1;;3;18
4096;Escola Superior de Enfermagem S. Francisco das Misericórdias;1169;Enfermagem;LICENCIATURA;723;;;;1;1;1;3;207
4096;Escola Superior de Enfermagem S. Francisco das Misericórdias;9500;Enfermagem;LICENCIATURA;723;3;1;;3;;1;8;79
4097;Escola Superior de Enfermagem de Santa Maria;0197;Enfermagem;BACHARELATO;723;;;;;;1;1;687
4097;Escola Superior de Enfermagem de Santa Maria;1169;Enfermagem;LICENCIATURA;723;;;;2;2;3;7;477
4097;Escola Superior de Enfermagem de Santa Maria;9500;Enfermagem;LICENCIATURA;723;29;3;8;7;3;2;52;140
4099;Escola Superior de Saúde Jean Piaget/Nordeste;0197;Enfermagem;BACHARELATO;723;;;;1;;;1;477
4099;Escola Superior de Saúde Jean Piaget/Nordeste;0273;Fisioterapia;BACHARELATO;726;;;;;1;1;2;291
4099;Escola Superior de Saúde Jean Piaget/Nordeste;1023;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;;;4;5;4;13;102
4099;Escola Superior de Saúde Jean Piaget/Nordeste;1169;Enfermagem;LICENCIATURA;723;3;1;3;5;6;4;22;1055
4099;Escola Superior de Saúde Jean Piaget/Nordeste;1364;Fisioterapia;BACHARELATO;726;;;;1;;1;2;109
4099;Escola Superior de Saúde Jean Piaget/Nordeste;1364;Fisioterapia;LICENCIATURA;726;;;1;9;;4;14;161
4099;Escola Superior de Saúde Jean Piaget/Nordeste;1728;Saúde Ambiental;LICENCIATURA;853;;;;4;;2;6;53
4099;Escola Superior de Saúde Jean Piaget/Nordeste;9497;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;3;1;2;;2;8;25
4099;Escola Superior de Saúde Jean Piaget/Nordeste;9500;Enfermagem;LICENCIATURA;723;10;5;12;8;5;3;43;217
4099;Escola Superior de Saúde Jean Piaget/Nordeste;9504;Fisioterapia;LICENCIATURA;726;17;1;3;5;;4;30;79
4099;Escola Superior de Saúde Jean Piaget/Nordeste;9861;Saúde Ambiental;LICENCIATURA;853;;;;;1;1;2;7
4100;Escola Superior de Jornalismo;0111;Comunicação Social;BACHARELATO;321;;;;6;1;5;12;206
4100;Escola Superior de Jornalismo;1113;Comunicação Social;BACHARELATO;321;;;;2;3;3;8;379
4100;Escola Superior de Jornalismo;1113;Comunicação Social;LICENCIATURA;321;;;;13;9;19;41;439
4100;Escola Superior de Jornalismo;2520;Jornalismo Internacional;LICENCIATURA;321;;;;5;3;9;17;309
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1023;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;;3;3;1;1;8;94
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1078;Dietética;LICENCIATURA;726;;;1;2;1;;4;45
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1169;Enfermagem;LICENCIATURA;723;;1;2;4;2;2;11;287
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1359;Farmácia;LICENCIATURA;727;;;;2;;1;3;46
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1364;Fisioterapia;LICENCIATURA;726;;;4;6;;2;12;171
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;1699;Radiologia;LICENCIATURA;725;;;3;6;;4;13;97
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;8142;Dietética;LICENCIATURA;726;3;1;3;1;1;1;10;39
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;9497;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;7;5;2;2;1;3;20;57
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;9500;Enfermagem;LICENCIATURA;723;9;10;10;4;5;6;44;195
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;9504;Fisioterapia;LICENCIATURA;726;15;6;6;10;4;6;47;115
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;9505;Radiologia;LICENCIATURA;725;16;8;8;5;1;2;40;81
4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;9549;Farmácia;LICENCIATURA;727;5;1;2;6;2;;16;71
4102;Escola Superior de Saúde Jean Piaget - Algarve;1023;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;;;2;1;;3;20
4102;Escola Superior de Saúde Jean Piaget - Algarve;1026;Anatomia Patológica, Citológica e Tanatológica;LICENCIATURA;725;;;1;4;;1;6;18
4102;Escola Superior de Saúde Jean Piaget - Algarve;1364;Fisioterapia;BACHARELATO;726;;;;1;;;1;219
4102;Escola Superior de Saúde Jean Piaget - Algarve;1364;Fisioterapia;LICENCIATURA;726;;1;;2;2;1;6;127
4102;Escola Superior de Saúde Jean Piaget - Algarve;9497;Análises Clínicas e de Saúde Pública;LICENCIATURA;725;;;;1;;;1;6
4102;Escola Superior de Saúde Jean Piaget - Algarve;9500;Enfermagem;LICENCIATURA;723;5;1;;2;1;2;11;123
4102;Escola Superior de Saúde Jean Piaget - Algarve;9504;Fisioterapia;LICENCIATURA;726;15;1;1;2;4;;23;105
4102;Escola Superior de Saúde Jean Piaget - Algarve;9549;Farmácia;LICENCIATURA;727;2;;;1;;;3;14
4103;Escola Superior de Saúde Jean Piaget de Viseu;1169;Enfermagem;LICENCIATURA;723;1;1;;6;3;3;14;913
4103;Escola Superior de Saúde Jean Piaget de Viseu;2852;Ano Complementar de Formação em Enfermagem;LICENCIATURA;723;;;;1;;;1;127
4103;Escola Superior de Saúde Jean Piaget de Viseu;9500;Enfermagem;LICENCIATURA;723;12;4;8;6;4;2;36;227
