CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0705;Universidade de Lisboa - Faculdade de Medicina;4650;Medicina Legal e Ciências Forenses;MESTRADO;721;;;;;;2;2;24
0705;Universidade de Lisboa - Faculdade de Medicina;4808;Saúde Escolar;MESTRADO;142;;;;1;;;1;66
0705;Universidade de Lisboa - Faculdade de Medicina;5112;Ciências Biomédicas;DOUTORAMENTO;721;;;;1;;1;2;69
0705;Universidade de Lisboa - Faculdade de Medicina;5573;Ciências Biomédicas;DOUTORAMENTO;721;;;;;;1;1;33
0705;Universidade de Lisboa - Faculdade de Medicina;6195;Microbiologia Clínica;MESTRADO;421;;;;1;;;1;10
0705;Universidade de Lisboa - Faculdade de Medicina;6593;Vitimização da Criança e do Adolescente;MESTRADO;311;;;;1;;;1;3
0705;Universidade de Lisboa - Faculdade de Medicina;6653;Medicina Legal e Ciências Forenses;MESTRADO;721;;1;;;;;1;9
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;0080;Ciências da Educação;LICENCIATURA;142;;;;18;5;5;28;392
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;0695;Psicologia;LICENCIATURA;311;;;1;38;29;45;113;2197
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;4078;Ciências da Educação;MESTRADO;142;;;;3;2;;5;646
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;4756;Psicologia;MESTRADO;311;;;1;4;1;2;8;191
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;5715;Psicologia;DOUTORAMENTO;311;;;;;;1;1;46
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;9026;Ciências da Educação;LICENCIATURA;142;;;1;7;4;1;13;225
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;9555;Psicologia;MESTRADO;311;2;;2;10;;3;17;215
0708;Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território;6723;Geografia Física e Ordenamento do Território;MESTRADO;443;1;1;;;;;2;14
0708;Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território;9143;Geografia;LICENCIATURA;443;6;;;4;8;7;25;115
0709;Universidade de Lisboa - Instituto de Educação;6031;Ciências da Educação;MESTRADO;142;;;1;5;7;4;17;201
0709;Universidade de Lisboa - Instituto de Educação;9026;Ciências da Educação;LICENCIATURA;142;7;5;2;15;5;5;39;135
0709;Universidade de Lisboa - Instituto de Educação;9281;Educação;MESTRADO;142;;;;1;;;1;85
0710;Universidade de Lisboa - Faculdade de Psicologia;8505;Ciências Psicológicas;LICENCIATURA;311;3;;;2;3;1;9;88
0710;Universidade de Lisboa - Faculdade de Psicologia;9555;Psicologia;MESTRADO;311;10;8;2;10;5;5;40;243
0800;Universidade Técnica de Lisboa;4107;Ciência e Engenharia de Alimentos;MESTRADO;541;;;;1;;;1;32
0800;Universidade Técnica de Lisboa;4714;Planeamento Regional e Urbano;MESTRADO;581;;;;;;1;1;72
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;0586;Medicina Veterinária;LICENCIATURA;640;;;;15;12;12;39;1717
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;6095;Engenharia Zootécnica - Produção Animal;MESTRADO;621;;1;;;;;1;7
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;6240;Segurança Alimentar;MESTRADO;541;;;;1;1;;2;5
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;8047;Estudos Básicos em Ciências da Saúde Animal;LICENCIATURA;640;1;;;1;;;2;256
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;9847;Medicina Veterinária;MESTRADO;640;9;1;3;10;3;4;30;328
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0021;Arquitectura de Design de Moda;LICENCIATURA;214;1;;;7;2;4;14;198
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0022;Arquitectura;LICENCIATURA;581;2;;2;106;63;103;276;3977
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0023;Arquitectura de Interiores;LICENCIATURA;214;;;;2;4;3;9;198
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0026;Arquitectura do Planeamento Urbano e Territorial;LICENCIATURA;581;1;1;1;8;5;5;21;323
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0027;Arquitectura da Gestão Urbanística;LICENCIATURA;581;1;;;6;5;8;20;276
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0028;Arquitectura de Design;LICENCIATURA;214;;;;4;5;8;17;330
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4013;Arquitectura;MESTRADO;581;1;1;;;;;2;5
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4016;Arquitectura da Habitação;MESTRADO;581;;;;;;1;1;12
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4109;Arquitectura Bioclimática;MESTRADO;581;;;;;1;;1;13
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4266;Design;MESTRADO;214;1;;;;;1;2;29
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4797;Reabilitação da Arquitectura e Núcleos Urbanos;MESTRADO;581;;;;1;;1;2;75
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4981;Estudos do Espaço e do Habitar em Arquitectura;MESTRADO;581;;;;;1;;1;12
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;5030;Arquitectura;DOUTORAMENTO;581;;;;1;;1;2;35
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;6487;Design de Comunicação;MESTRADO;213;1;2;;1;;;4;23
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;6620;Design de Produto;MESTRADO;214;1;;;2;1;1;5;26
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;8073;Arquitectura, área de especialização em Arquitectura de Interiores;MESTRADO;581;;1;;;1;;2;22
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;8182;Estudos Arquitectónicos;LICENCIATURA;581;5;2;;5;;;12;556
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;8359;Arquitectura, esp. Gestão Urbanística e esp. Planeam Urbano e Territorial;MESTRADO;581;7;4;;1;1;;13;60
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9069;Design;LICENCIATURA;214;4;1;;3;1;1;10;114
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9071;Design de Moda;LICENCIATURA;214;1;;1;4;;;6;93
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9257;Arquitectura;MESTRADO;581;14;2;1;4;;1;22;165
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9518;Design de Moda;MESTRADO;214;1;;;2;1;;4;29
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0025;Arquitectura Paisagista;LICENCIATURA;581;1;2;1;16;12;13;45;424
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0201;Engenharia Agro-Industrial;LICENCIATURA;541;;;;6;2;14;22;436
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0205;Engenharia Agronómica;LICENCIATURA;621;1;;2;30;8;26;67;1186
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0209;Engenharia Alimentar;LICENCIATURA;541;1;;;3;2;4;10;136
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0213;Engenharia do Ambiente;LICENCIATURA;851;;;;2;;;2;34
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0276;Engenharia Florestal;LICENCIATURA;623;;;;12;6;7;25;485
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0347;Engenharia Zootécnica;LICENCIATURA;621;;;;1;2;;3;24
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;1250;Engenharia Florestal e dos Recursos Naturais;LICENCIATURA;623;;;;;2;1;3;132
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;4162;Economia Agrária e Sociologia Rural;MESTRADO;621;;;;;;1;1;76
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;4885;Viticultura e Enologia;MESTRADO;621;;;;1;;;1;30
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;5050;Biologia;DOUTORAMENTO;421;;;;1;;;1;8
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;5257;Engenharia Agro-Industrial;DOUTORAMENTO;541;;;;2;;;2;44
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;5430;Engenharia Agronómica;DOUTORAMENTO;621;;;;;1;;1;3
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6095;Engenharia Zootécnica - Produção Animal;MESTRADO;621;;;;1;;;1;36
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6425;Engenharia Florestal e dos Recursos Naturais;MESTRADO;623;1;;1;3;;1;6;52
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6631;Viticultura e Enologia;MESTRADO;621;1;;;1;1;;3;27
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6998;Arquitectura Paisagista;MESTRADO;581;3;2;1;3;2;;11;61
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8030;Agronomia;LICENCIATURA;621;;;;2;;4;6;396
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8258;Arquitectura Paisagista;LICENCIATURA;581;6;;;3;1;1;11;168
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8377;Engenharia Florestal e dos Recursos Naturais;LICENCIATURA;623;;;;4;;;4;27
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8868;Silvicultura;LICENCIATURA;623;;;;;;1;1;52
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9011;Biologia;LICENCIATURA;421;2;1;2;2;1;1;9;81
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9027;Ciências de Engenharia - Engenharia Agronómica;LICENCIATURA;621;;;;1;2;;3;143
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9031;Ciências de Engenharia - Engenharia do Ambiente;LICENCIATURA;851;;;;;1;;1;45
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9035;Ciências de Engenharia - Engenharia Florestal;LICENCIATURA;623;;;;1;;;1;43
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9086;Engenharia Agronómica;LICENCIATURA;621;1;1;;2;;2;6;113
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9087;Engenharia Alimentar;LICENCIATURA;541;5;1;;2;4;1;13;140
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9099;Engenharia do Ambiente;LICENCIATURA;851;3;2;;2;1;;8;57
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9114;Engenharia Florestal;LICENCIATURA;623;1;;;;;;1;12
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9129;Engenharia Zootécnica;LICENCIATURA;621;1;2;;2;1;;6;75
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9417;Engenharia do Ambiente;MESTRADO;851;;;;;3;;3;54
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9520;Engenharia Agronómica;MESTRADO;621;;1;;2;1;2;6;143
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9567;Engenharia Alimentar;MESTRADO;541;3;3;;1;;1;8;113
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0016;Antropologia;LICENCIATURA;312;;;;8;2;13;23;255
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0093;Ciência Política;LICENCIATURA;313;;;;6;3;2;11;146
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0112;Comunicação Social;LICENCIATURA;321;;;;30;23;44;97;865
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0423;Gestão e Administração Pública;LICENCIATURA;345;;;;34;27;27;88;1561
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0626;Política Social;LICENCIATURA;762;;1;;19;19;14;53;976
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0732;Relações Internacionais;LICENCIATURA;313;2;;1;22;10;23;58;1107
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0762;Sociologia do Trabalho;LICENCIATURA;312;;;;20;8;20;48;531
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4042;Ciência Política;MESTRADO;313;;;1;1;;1;3;31
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4478;Gestão e Administração Pública;MESTRADO;345;;;;2;;;2;35
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4804;Relações Internacionais;MESTRADO;313;;;;1;;;1;76
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4846;Sociologia;MESTRADO;312;;;;1;;3;4;70
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6008;Antropologia;MESTRADO;312;1;;;;;;1;6
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6057;Comunicação Social;MESTRADO;321;;;;;;1;1;20
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6153;Gestão e Políticas Públicas;MESTRADO;345;;;;;1;;1;27
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6244;Sociologia das Organizações e do Trabalho;MESTRADO;312;;;;;;1;1;10
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6426;Política Social;MESTRADO;762;;;;2;;;2;55
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9002;Administração Pública;LICENCIATURA;345;12;5;1;7;4;1;30;152
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9019;Ciência Política;LICENCIATURA;313;4;;2;4;1;1;12;56
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9023;Ciências da Comunicação;LICENCIATURA;321;13;5;1;2;5;3;29;148
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9229;Relações Internacionais;LICENCIATURA;313;15;1;2;9;1;4;32;129
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9238;Serviço Social;LICENCIATURA;762;10;4;4;9;4;4;35;117
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9240;Sociologia;LICENCIATURA;312;9;3;3;10;;4;29;108
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9329;Relações Internacionais;MESTRADO;313;;;;;1;;1;19
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9448;Antropologia;LICENCIATURA;312;1;3;1;;1;1;7;43
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0156;Economia;LICENCIATURA;314;;;;54;35;74;163;3428
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0416;Gestão;LICENCIATURA;345;;;;86;38;87;211;3853
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0570;Matemática Aplicada à Economia e à Gestão;LICENCIATURA;461;;;;2;;2;4;230
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4001;Actuariado e Gestão de Riscos Financeiros;MESTRADO;462;;;;1;1;;2;23
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4136;Desenvolvimento e Cooperação Internacional;MESTRADO;313;1;;;3;;;4;161
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4156;Economia;MESTRADO;314;;;;;1;2;3;67
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4177;Economia Internacional;MESTRADO;314;;;;1;;;1;101
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4179;Economia Monetária e Financeira;MESTRADO;314;;;;;;1;1;101
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4182;Economia e Política da Energia e do Ambiente;MESTRADO;851;;;;;;1;1;47
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4293;Economia e Estudos Europeus;MESTRADO;314;;;;;1;;1;25
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4377;Economia e Gestão da Ciência e Tecnologia e da Inovação;MESTRADO;314;;;;1;;;1;11
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4393;Finanças;MESTRADO;343;;;;;1;;1;19
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4464;Gestão/MBA;MESTRADO;345;;;;1;;3;4;140
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4474;Gestão;MESTRADO;345;;;;;1;;1;65
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4481;Gestão e Estratégia Industrial;MESTRADO;345;;;;1;1;;2;147
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4659;Marketing;MESTRADO;342;;1;;1;2;;4;42
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6080;Economia e Políticas Públicas;MESTRADO;314;;;1;1;;;2;13
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6081;Economia Monetária e Financeira;MESTRADO;314;;;;1;;;1;11
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6437;Economia Internacional e Estudos Europeus;MESTRADO;314;2;;;;;;2;9
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6438;Contabilidade, Fiscalidade e Finanças Empresariais;MESTRADO;344;1;;;;;;1;35
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9081;Economia;LICENCIATURA;314;16;3;4;10;4;4;41;604
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9140;Finanças;LICENCIATURA;343;;1;;3;;1;5;105
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9147;Gestão;LICENCIATURA;345;14;7;2;19;7;8;57;885
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9210;Matemática Aplicada à Economia e à Gestão;LICENCIATURA;461;;1;;;;;1;100
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9294;Finanças;MESTRADO;343;;1;;2;1;;4;50
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9299;Gestão de Recursos Humanos;MESTRADO;345;;1;;2;;1;4;21
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9314;Marketing;MESTRADO;342;2;;;2;;1;5;39
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9402;Ciências Empresariais;MESTRADO;345;3;;1;4;;1;9;64
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0086;Ciências do Desporto;LICENCIATURA;813;1;;;35;5;7;48;1665
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0129;Dança;LICENCIATURA;212;;;;4;1;2;7;125
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0172;Educação Especial e Reabilitação;LICENCIATURA;726;;;;7;2;9;18;329
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0174;Educação Física;LICENCIATURA;813;;;;2;1;3;6;966
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0177;Educação Física e Desporto;LICENCIATURA;813;;;;;;1;1;570
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0354;Ergonomia;LICENCIATURA;862;;;;4;4;;8;206
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0575;Gestão do Desporto;LICENCIATURA;345;;;;1;1;;2;35
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;1703;Reabilitação Psicomotora;LICENCIATURA;726;;;1;10;1;3;15;152
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4098;Ciências da Fisioterapia;MESTRADO;726;;;;1;;;1;58
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4139;Desenvolvimento da Criança;MESTRADO;813;;;;1;;;1;66
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4187;Educação Especial;MESTRADO;142;;;;;1;;1;122
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4484;Gestão do Desporto;MESTRADO;345;1;;;2;;;3;77
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4754;Psicologia do Desporto;MESTRADO;311;;;;;1;;1;81
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4795;Reabilitação;MESTRADO;726;;;;;;1;1;16
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4884;Treino do Jovem Atleta;MESTRADO;813;;;;1;;;1;66
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6150;Gestão do Desporto;MESTRADO;345;;;;1;;;1;15
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6229;Reabilitação;MESTRADO;726;1;;;;;;1;0
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;MESTRADO;146;2;;;2;1;;5;73
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6481;Ergonomia;MESTRADO;862;;;;;1;;1;12
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6876;Gestão do Desporto - Organizações Desportivas;MESTRADO;813;;;;1;;;1;13
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;8172;Educação Especial e Reabilitação;LICENCIATURA;726;;;;;;1;1;61
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9068;Dança;LICENCIATURA;212;;;;1;;1;2;25
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9162;Gestão do Desporto;LICENCIATURA;345;1;;;3;2;4;10;81
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9707;Ciências do Desporto;LICENCIATURA;813;;;;6;;;6;320
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9753;Ergonomia;LICENCIATURA;862;;;;1;;;1;36
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9841;Reabilitação Psicomotora;LICENCIATURA;726;5;;1;3;;2;11;135
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;M147;Reabilitação Psicomotora;MESTRADO;726;6;;1;2;1;1;11;30
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0022;Arquitectura;LICENCIATURA;581;;;;5;3;1;9;96
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0213;Engenharia do Ambiente;LICENCIATURA;851;;1;;3;1;5;10;194
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0220;Engenharia de Minas e Georrecursos;LICENCIATURA;544;;;;1;2;1;4;95
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0224;Engenharia Biológica;LICENCIATURA;421;;;;1;1;;2;183
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0233;Engenharia Civil;LICENCIATURA;582;;;1;123;85;135;344;4076
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0239;Engenharia Naval;LICENCIATURA;525;;;;1;2;1;4;133
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0255;Engenharia Electrotécnica e de Computadores;LICENCIATURA;523;;;;57;29;75;161;3875
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0272;Engenharia Física Tecnológica;LICENCIATURA;441;;1;1;2;;1;5;389
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0290;Engenharia e Gestão Industrial;LICENCIATURA;529;;;;9;2;2;13;286
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0294;Engenharia Informática e de Computadores;LICENCIATURA;523;;;;6;2;17;25;1426
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0302;Engenharia de Materiais;LICENCIATURA;543;;;;1;2;4;7;188
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0304;Engenharia Mecânica;LICENCIATURA;521;1;;;67;26;64;158;2178
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0315;Engenharia Metalúrgica e de Materiais;LICENCIATURA;521;;;;1;1;2;4;74
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0318;Engenharia de Minas;LICENCIATURA;544;;;;1;;1;2;84
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0331;Engenharia Química;LICENCIATURA;524;;;;26;15;50;91;1607
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0345;Engenharia do Território;LICENCIATURA;581;;;;6;6;;12;230
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0568;Matemática Aplicada e Computação;LICENCIATURA;461;;;;4;1;2;7;307
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);1060;Ciências Informáticas;LICENCIATURA;481;;;;1;;;1;4
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);1220;Engenharia e Arquitectura Naval;LICENCIATURA;525;;;;1;;;1;45
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4044;Ciências e Engenharia de Materiais;MESTRADO;543;;;;;1;;1;6
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4115;Construção;MESTRADO;582;;;;1;;3;4;168
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4149;Ecologia, Gestão e Modelação dos Recursos Marinhos;MESTRADO;422;;;;1;;1;2;54
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4195;Engenharia Electrotécnica e de Computadores;MESTRADO;523;1;;;7;2;6;16;663
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4205;Engenharia e Gestão de Tecnologia;MESTRADO;345;;;;1;;;1;59
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4207;Engenharia Informática e de Computadores;MESTRADO;523;;;;1;;;1;123
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4210;Engenharia Mecânica;MESTRADO;521;;1;;2;;1;4;295
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4222;Engenharia Química - Química Aplicada;MESTRADO;524;;;;1;;;1;23
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4240;Engenharia de Estruturas;MESTRADO;582;;;;;2;;2;148
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4246;Engenharia de Materiais;MESTRADO;543;;;;2;;;2;19
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4283;Estatística;MESTRADO;462;;;;1;;;1;12
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4403;Engenharia de Concepção;MESTRADO;523;;;;2;;1;3;12
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4423;Geotecnia para Engenharia Civil;MESTRADO;443;;;;1;;;1;5
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);4470;Georrecursos;MESTRADO;544;;;;1;;1;2;99
