CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6367;Jornalismo;MESTRADO;321;1;;;2;;1;4;28;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6406;Ensino de Educação Musical no Ensino Básico;MESTRADO;146;;;;1;;;1;8;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6459;Ensino de Filosofia no Ensino Secundário;MESTRADO;145;;;;2;;;2;16;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6627;Ensino de Port e de Líng Cláss no 3º C E Bás e no E Sec Líng Est no Bás Se;MESTRADO;145;;;;1;;1;2;31;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6735;Edição de Texto;MESTRADO;213;1;1;;2;2;1;7;54;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6736;Ensino de Inglês;MESTRADO;145;;;;1;;;1;21;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6737;Estudos Sobre as Mulheres. As Mulheres na Sociedade e na Cultura;MESTRADO;312;;;;;1;1;2;20;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6739;Gestão do Território;MESTRADO;581;1;;1;2;;2;6;111;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6740;Novos Media e Práticas Web;MESTRADO;213;;;;1;;1;2;35;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6741;Património;MESTRADO;225;;;;1;;;1;20;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6742;Práticas Culturais para Municípios;MESTRADO;312;;;;1;1;2;4;24;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;8108;Ciências da Linguagem (regime pós-laboral);LICENCIATURA;223;;;1;;;1;2;12;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9006;Arqueologia;LICENCIATURA;225;6;4;1;8;1;1;21;102;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9020;Ciência Política e Relações Internacionais;LICENCIATURA;313;23;1;1;14;4;3;46;380;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9023;Ciências da Comunicação;LICENCIATURA;321;26;6;4;18;8;4;66;458;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9046;Ciências Musicais;LICENCIATURA;212;2;;;3;;;5;126;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9138;Estudos Portugueses e Lusófonos;LICENCIATURA;223;1;1;;4;;2;8;131;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9139;Filosofia;LICENCIATURA;226;1;2;;4;3;5;15;112;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9145;Geografia e Planeamento Regional;LICENCIATURA;312;15;5;5;12;7;2;46;306;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9181;História;LICENCIATURA;225;8;3;1;1;1;6;20;200;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9182;História da Arte;LICENCIATURA;211;5;3;;3;2;2;15;171;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9204;Línguas, Literaturas e Culturas;LICENCIATURA;222;2;1;;9;;4;16;289;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9240;Sociologia;LICENCIATURA;312;7;1;2;11;1;6;28;220;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9252;Tradução;LICENCIATURA;222;5;1;;6;2;2;16;122;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9269;Ciência Política e Relações Internacionais;MESTRADO;313;1;;1;2;1;1;6;116;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9272;Ciências da Comunicação;MESTRADO;321;2;;1;3;1;2;9;136;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9293;Filosofia;MESTRADO;226;;;;2;1;1;4;57;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9318;Museologia;MESTRADO;225;;1;;1;1;;3;33;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9333;Sociologia;MESTRADO;312;;;1;;;;1;32;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9448;Antropologia;LICENCIATURA;312;5;2;1;12;2;7;29;208;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9917;Estudos Portugueses;LICENCIATURA;223;1;;;;;;1;0;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;M505;Ordenamento do Território e Sistemas de Informação Geográfica;MESTRADO;443;;1;;;;;1;0;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0169;Ciências da Natureza (Biologia e Geologia) (Ensino de);LICENCIATURA;145;;;;11;3;15;29;162;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0213;Engenharia do Ambiente;LICENCIATURA;851;;;;23;12;28;63;1067;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0233;Engenharia Civil;LICENCIATURA;582;1;;1;19;7;25;53;571;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0248;Engenharia Electrotécnica;LICENCIATURA;522;;;;2;;1;3;45;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0255;Engenharia Electrotécnica e de Computadores;LICENCIATURA;523;;;;3;4;2;9;142;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0264;Engenharia Física;LICENCIATURA;441;;;;1;1;1;3;139;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0284;Engenharia Geológica;LICENCIATURA;443;;;;4;1;12;17;171;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0290;Engenharia e Gestão Industrial;LICENCIATURA;529;;;;2;2;1;5;86;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0292;Engenharia Informática;LICENCIATURA;523;;;;12;;8;20;862;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0304;Engenharia Mecânica;LICENCIATURA;521;;;;7;7;9;23;498;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0314;Engenharia dos Materiais;LICENCIATURA;543;;;;3;1;5;9;209;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0328;Engenharia de Produção Industrial;LICENCIATURA;521;;;;9;4;7;20;393;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0331;Engenharia Química;LICENCIATURA;524;;;;1;4;8;13;363;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0383;Física e Química (Ensino de);LICENCIATURA;145;;;;;1;5;6;25;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0559;Matemática;LICENCIATURA;461;;;;20;3;15;38;806;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0672;Conservação e Restauro;LICENCIATURA;215;;;;;2;1;3;46;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0711;Química Aplicada;LICENCIATURA;442;;1;1;3;2;5;12;605;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0922;Engenharia Física e dos Materiais, ramo de Engenharia dos Materiais;LICENCIATURA;441;;;;;;2;2;24;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;1055;Biologia Celular e Molecular;LICENCIATURA;421;;;;1;;;1;61;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;1779;Tecnologia e Segurança Alimentar (licenciatura terminal);LICENCIATURA;541;;1;;2;2;1;6;48;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4078;Ciências da Educação;MESTRADO;142;;;;;;1;1;107;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4195;Engenharia Electrotécnica e de Computadores;MESTRADO;523;;;;1;1;;2;14;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4206;Engenharia Industrial;MESTRADO;521;;;;;;1;1;37;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4208;Engenharia Informática;MESTRADO;523;;;;1;;1;2;161;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4210;Engenharia Mecânica;MESTRADO;521;;;;1;1;;2;8;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4228;Engenharia Sanitária;MESTRADO;853;;;;1;;;1;88;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4448;Gestão e Políticas Ambientais;MESTRADO;852;;;;1;;;1;47;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4483;Gestão e Qualidade de Materiais;MESTRADO;345;;;;;1;;1;29;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4684;Mecânica dos Solos;MESTRADO;443;;;;;;1;1;39;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4712;Ordenamento do Território e Planeamento Ambiental;MESTRADO;851;1;;;3;;1;5;109;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4855;Tecnologia Alimentar e Qualidade;MESTRADO;541;;;;;1;1;2;62;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5050;Biologia;DOUTORAMENTO;421;;;;;;1;1;17;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5140;Ciências da Educação;DOUTORAMENTO;142;;;;1;;;1;19;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5274;Engenharia do Ambiente;DOUTORAMENTO;851;;;;1;;;1;21;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5309;Biologia;DOUTORAMENTO;421;;;;;1;;1;5;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5552;Engenharia Física;DOUTORAMENTO;441;1;;;;;;1;1;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6087;Energia e Bioenergia;MESTRADO;522;1;1;;2;1;1;6;38;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6361;Engenharia Mecânica;MESTRADO;521;1;;;1;;1;3;18;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6451;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;MESTRADO;145;;;;1;;2;3;44;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6452;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;MESTRADO;145;;;;1;;;1;12;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;8036;Conservação - Restauro;LICENCIATURA;215;3;1;1;;;;5;76;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;8507;Ciências da Engenharia Civil;LICENCIATURA;582;10;1;1;1;;;13;221;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9015;Bioquímica;LICENCIATURA;421;4;1;1;3;;1;10;153;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9096;Engenharia de Materiais;LICENCIATURA;543;1;;;;;;1;42;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9116;Engenharia Geológica;LICENCIATURA;443;1;;;;;1;2;58;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9119;Engenharia Informática;LICENCIATURA;523;13;;;2;1;1;17;704;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9209;Matemática;LICENCIATURA;461;1;;;1;;1;3;56;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9224;Química Aplicada;LICENCIATURA;442;2;;1;5;1;3;12;131;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9348;Biologia Celular e Molecular;LICENCIATURA;421;5;;;4;;1;10;201;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9349;Ciências de Engenharia de Materiais;LICENCIATURA;543;;1;;;;;1;49;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9359;Engenharia Biomédica;MESTRADO;524;2;1;1;1;;;5;178;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9360;Engenharia Civil;MESTRADO;582;12;5;2;9;6;2;36;196;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9367;Engenharia Electrotécnica e de Computadores;MESTRADO;523;2;;1;;;;3;184;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9368;Engenharia Física;MESTRADO;441;1;;1;;;1;3;63;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9369;Engenharia Mecânica;MESTRADO;521;2;;1;3;;1;7;117;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9370;Engenharia Química e Bioquímica;MESTRADO;524;9;5;1;3;2;1;21;147;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9395;Bioorgânica;MESTRADO;421;1;;;;;;1;23;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9396;Bioquímica;MESTRADO;421;1;;;;;;1;0;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9398;Bioquímica Estrutural e Funcional;MESTRADO;421;1;;;;;;1;12;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9399;Biotecnologia;MESTRADO;524;2;1;;1;;;4;108;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9405;Conservação e Restauro;MESTRADO;215;1;;;;;1;2;61;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9415;Engenharia de Materiais;MESTRADO;543;;;;1;;;1;28;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9424;Engenharia Geológica (Georecursos);MESTRADO;443;;1;;;;;1;16;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9425;Engenharia Geológica (Geotecnia);MESTRADO;443;1;1;;1;;2;5;38;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9445;Tecnologia e Segurança Alimentar;MESTRADO;541;2;1;1;2;;;6;66;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9508;Engenharia do Ambiente;MESTRADO;851;7;1;4;9;2;10;33;438;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9509;Engenharia e Gestão Industrial;MESTRADO;529;1;;;3;;1;5;84;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9523;Genética Molecular e Biomedicina;MESTRADO;421;1;1;;1;;;3;89;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9579;Ciências de Engenharia Mecânica;LICENCIATURA;521;1;;1;1;;;3;134;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9593;Ciências de Engenharia Biomédica;LICENCIATURA;524;3;1;1;1;;;6;225;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9595;Ciências de Engenharia do Ambiente;LICENCIATURA;851;9;1;;3;4;1;18;271;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9596;Ciências de Engenharia e Gestão Industrial;LICENCIATURA;529;4;1;;;2;2;9;137;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9597;Ciências de Engenharia Electrotécnica e de Computadores;LICENCIATURA;523;7;;;4;;1;12;311;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9598;Ciências de Engenharia Física;LICENCIATURA;441;;;1;;;1;2;42;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;M089;Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis;MESTRADO;522;;1;;3;;;4;17;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;M315;Engenharia da Soldadura;MESTRADO;521;1;;;;;;1;6;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;M375;Engenharia Civil - Estruturas e Geotecnia;MESTRADO;582;5;1;1;;;;7;61;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;M376;Engenharia Civil - Reabilitação de Edifícios;MESTRADO;582;;;;4;;2;6;23;
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;M518;Urbanismo Sustentável e Ordenamento do Território;MESTRADO;581;;;;1;1;;2;0;
0904;Universidade Nova de Lisboa - Faculdade de Economia;0156;Economia;LICENCIATURA;314;;1;;42;23;27;93;2776;
0904;Universidade Nova de Lisboa - Faculdade de Economia;0416;Gestão;LICENCIATURA;345;;;;6;1;6;13;540;
0904;Universidade Nova de Lisboa - Faculdade de Economia;4156;Economia;MESTRADO;314;;;;1;1;;2;59;
0904;Universidade Nova de Lisboa - Faculdade de Economia;4480;Gestão de Empresas;MESTRADO;345;;;1;2;;2;5;126;
0904;Universidade Nova de Lisboa - Faculdade de Economia;9081;Economia;LICENCIATURA;314;11;1;;8;1;3;24;1088;
0904;Universidade Nova de Lisboa - Faculdade de Economia;9147;Gestão;LICENCIATURA;345;15;1;;6;1;;23;1158;
0904;Universidade Nova de Lisboa - Faculdade de Economia;9280;Economia;MESTRADO;314;2;;;1;;;3;167;
0904;Universidade Nova de Lisboa - Faculdade de Economia;9294;Finanças;MESTRADO;343;1;;;3;;;4;258;
0904;Universidade Nova de Lisboa - Faculdade de Economia;9295;Gestão;MESTRADO;345;9;;1;11;1;1;23;547;
0905;Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;4703;Parasitologia Médica;MESTRADO;721;;;;1;1;;2;68;
0905;Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;5112;Ciências Biomédicas;DOUTORAMENTO;721;;;;2;;;2;54;
0905;Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;5573;Ciências Biomédicas;DOUTORAMENTO;721;1;;;;;;1;0;
0905;Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;6549;Saúde e Desenvolvimento;MESTRADO;762;;;;;1;;1;9;
0905;Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical;M130;Saúde e Desenvolvimento;MESTRADO;762;;;;1;;1;2;40;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0355;Estatística e Gestão de Informação (licenciatura terminal);LICENCIATURA;462;;;;4;5;5;14;369;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;0642;Estatística e Gestão de Informação;LICENCIATURA;462;;;;2;;;2;32;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;1501;Gestão de Informação;LICENCIATURA;345;;;;;;1;1;79;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;4161;Ciência e Sistemas de Informação Geográfica;MESTRADO;443;;;;;1;;1;24;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;4281;Estatística e Gestão de Informação;MESTRADO;462;;;;4;3;2;9;195;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;9155;Gestão de Informação;LICENCIATURA;345;3;;1;4;3;;11;234;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;9373;Ciências e Sistemas de Informação Geográfica;MESTRADO;443;;;;1;;;1;59;
0906;Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação;9375;Estatística e Gestão de Informação;MESTRADO;462;;;;1;;3;4;120;
0908;Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;4815;Saúde Pública;MESTRADO;853;;;;;1;1;2;120;
0908;Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;5785;Saúde Pública;DOUTORAMENTO;853;;;;1;;;1;16;
0908;Universidade Nova de Lisboa - Escola Nacional de Saúde Pública;6155;Gestão da Saúde;MESTRADO;345;1;;;;;;1;79;
0910;Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;5050;Biologia;DOUTORAMENTO;421;;;;1;;;1;115;
0910;Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;5063;Bioquímica;DOUTORAMENTO;421;;;;1;;1;2;87;
0910;Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica;5309;Biologia;DOUTORAMENTO;421;1;1;;;;1;3;90;
