SubsistemaDeEnsino;CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;1996-1997 a 2000-2001;2001-2002;2002-2003;2003-2004;2004-2005;2005-2006;TotalDiplomados
Ensino superior público universitário;100;Universidade dos Açores;8020;ADMINISTRAÇÃO E CONTABILIDADE;Bacharelato;;;2;;2;;;;;;;
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;0198;ENGENHARIA AGRÍCOLA;Licenciatura;;;6;;6;81;11;11;8;3;;114
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;0347;ENGENHARIA ZOOTÉCNICA;Licenciatura;1;;1;2;4;98;27;29;15;22;10;201
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;1783;TECNOLOGIA AGRO-ALIMENTAR;Licenciatura;;;1;;1;0;;;4;9;6;19
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;8100;CIÊNCIAS AGRÁRIAS;Bacharelato;;;1;;1;;;;;;;
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;9016;BIOTECNOLOGIA;Licenciatura;1;;;;1;;;;;;;
Ensino superior público universitário;110;Universidade dos Açores - Angra do Heroísmo;9287;ENGENHARIA ZOOTÉCNICA;Mestrado;1;;;;1;;;;;;;
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0048;BIOLOGIA;Licenciatura;;;1;;1;73;27;44;38;33;16;231
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0054;BIOLOGIA E GEOLOGIA (ENSINO DE);Licenciatura;;;1;;1;110;36;39;23;9;11;228
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0156;ECONOMIA;Licenciatura;;;1;;1;0;;2;13;16;15;46
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0360;FILOSOFIA;Licenciatura;1;;;;1;17;6;11;18;9;8;69
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0381;FÍSICA E QUÍMICA;Licenciatura;;;;1;1;;;;;;;
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0383;FÍSICA E QUÍMICA (ENSINO DE);Licenciatura;;;1;;1;0;5;15;23;21;17;81
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0453;HISTÓRIA;Licenciatura;;;2;1;3;75;13;16;16;8;22;150
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0536;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E FRANCESES;Licenciatura;;;1;;1;5;;1;6;3;1;16
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0538;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E INGLESES;Licenciatura;;;3;1;4;30;23;9;11;11;12;96
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0605;ORGANIZAÇÃO E GESTÃO DE EMPRESAS;Licenciatura;;;1;;1;28;;;;;;28
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0633;PORTUGUÊS E INGLÊS (ENSINO DE);Licenciatura;;;1;;1;167;23;27;22;12;11;262
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0671;GESTÃO/INFORMÁTICA;Licenciatura;;;1;;1;0;;4;7;22;4;37
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;0759;SOCIOLOGIA;Licenciatura;;;1;;1;26;26;6;15;8;14;95
Ensino superior público universitário;130;Universidade dos Açores - Ponta Delgada;1044;BIOLOGIA MARINHA;Licenciatura;;;2;;2;0;;;;;7;7
Ensino superior público universitário;200;Universidade do Algarve;0054;BIOLOGIA E GEOLOGIA (ENSINO DE);Licenciatura;;;1;;1;100;;;;;;100
Ensino superior público universitário;200;Universidade do Algarve;0057;BIOLOGIA MARINHA E PESCAS;Licenciatura;;;2;1;3;146;;;;;;146
Ensino superior público universitário;200;Universidade do Algarve;0063;BIOQUÍMICA;Licenciatura;;;1;;1;25;;;;;;25
Ensino superior público universitário;200;Universidade do Algarve;0156;ECONOMIA;Licenciatura;2;;2;;4;203;;;;;;203
Ensino superior público universitário;200;Universidade do Algarve;0205;ENGENHARIA AGRONÓMICA;Licenciatura;;;2;;2;20;;;;;;20
Ensino superior público universitário;200;Universidade do Algarve;0213;ENGENHARIA DO AMBIENTE;Licenciatura;5;;4;;9;54;;;;;;54
Ensino superior público universitário;200;Universidade do Algarve;0226;ENGENHARIA BIOTECNOLÓGICA;Licenciatura;;;1;;1;21;;;;;;21
Ensino superior público universitário;200;Universidade do Algarve;0289;ENGENHARIA HORTOFRUTÍCOLA;Licenciatura;;;2;;2;28;;;;;;28
Ensino superior público universitário;200;Universidade do Algarve;0358;ESTUDOS PORTUGUESES (ENSINO DE);Licenciatura;;;2;;2;;;;;;;
Ensino superior público universitário;200;Universidade do Algarve;0381;FÍSICA E QUÍMICA;Licenciatura;1;;;;1;32;;;;;;32
Ensino superior público universitário;200;Universidade do Algarve;0441;GESTÃO DE EMPRESAS;Licenciatura;2;;3;;5;169;;;;;;169
Ensino superior público universitário;200;Universidade do Algarve;0536;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E FRANCESES;Licenciatura;;;1;;1;56;;;;;;56
Ensino superior público universitário;200;Universidade do Algarve;0537;LÍNGUAS E LIT. MODERNAS, VAR DE ESTUDOS PORTUGUESES E FRANCESES (ENSINO DE);Licenciatura;;;1;1;2;5;;;;;;5
Ensino superior público universitário;200;Universidade do Algarve;0538;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E INGLESES;Licenciatura;1;;;;1;130;;;;;;130
Ensino superior público universitário;200;Universidade do Algarve;0539;LÍNGUAS E LIT. MODERNAS, VAR. DE ESTUDOS PORTUGUESES E INGLESES (ENSINO DE);Licenciatura;;;2;;2;20;;;;;;20
Ensino superior público universitário;200;Universidade do Algarve;0559;MATEMÁTICA;Licenciatura;;;5;1;6;78;;;;;;78
Ensino superior público universitário;200;Universidade do Algarve;0695;PSICOLOGIA;Licenciatura;;;1;;1;;;;;;;
Ensino superior público universitário;200;Universidade do Algarve;0756;PATRIMÓNIO CULTURAL;Licenciatura;1;;;;1;;;;;;;
Ensino superior público universitário;200;Universidade do Algarve;0867;ESTUDOS PORTUGUESES;Licenciatura;;;1;;1;83;;;;;;83
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0524;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS FRANCESES E INGLESES;Licenciatura;;;1;;1;0;;;;1;;1
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0530;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES;Licenciatura;1;;12;3;16;0;21;32;38;16;19;126
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0534;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E ESPANHÓIS;Licenciatura;2;;;;2;0;;;;1;8;9
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0536;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E FRANCESES;Licenciatura;;;1;;1;23;21;8;10;5;1;68
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0538;LÍNGUAS E LITERATURAS MODERNAS, VARIANTE DE ESTUDOS PORTUGUESES E INGLESES;Licenciatura;1;;6;1;8;26;37;30;41;21;11;166
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0695;PSICOLOGIA;Licenciatura;6;1;11;2;20;0;;28;43;39;52;162
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0756;PATRIMÓNIO CULTURAL;Licenciatura;1;1;3;;5;0;;6;21;14;20;61
Ensino superior público universitário;201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0867;ESTUDOS PORTUGUESES;Licenciatura;;;1;;1;26;42;11;12;;;91
