Código da instituição;Código do curso;Nome da instituição;Nome do curso;Grau académico;Vagas Iniciais;Estudantes colocados;Nota de candidatura do último colocado pelo contingente geral;Vagas sobrantes
3242;9184;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Engenharia Química e Bioquímica;L1;23;1;121,4;22
3242;9380;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Conservação e Restauro;L1;30;14;113,0;16
3242;9644;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Design e Tecnologia das Artes Gráficas;L1;45;12;109,0;33
3242;9645;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Fotografia;L1;30;23;105,8;7
3242;L106;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Construção e Reabilitação;L1;25;0;;25
3243;9054;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Comunicação Social;L1;32;19;110,0;13
3243;9123;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Engenharia Mecânica;L1;23;1;;22
3243;9250;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Tecnologias de Informação e Comunicação;L1;30;0;;30
3243;9932;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Vídeo e Cinema Documental;L1;30;16;116,1;14
3331;9069;Instituto Politécnico do Porto - Escola Superior de Media, Artes e Design;Design;L1;43;40;118,7;3
3331;9244;Instituto Politécnico do Porto - Escola Superior de Media, Artes e Design;Tecnologia da Comunicação Audiovisual;L1;20;20;150,1;0
3331;9863;Instituto Politécnico do Porto - Escola Superior de Media, Artes e Design;Tecnologia da Comunicação Multimédia;L1;20;20;159,0;0
3331;L071;Instituto Politécnico do Porto - Escola Superior de Media, Artes e Design;Tecnologias e Sistemas de Informação para a Web;L1;30;30;121,4;0
5402;9007;Universidade do Porto - Faculdade de Belas-Artes;Artes Plásticas;L1;90;90;156,5;0
5402;9070;Universidade do Porto - Faculdade de Belas-Artes;Design de Comunicação;L1;50;50;166,5;0
6800;8014;ISCTE - Instituto Universitário de Lisboa;Serviço Social (regime pós-laboral);L1;40;41;130,0;0
6800;8029;ISCTE - Instituto Universitário de Lisboa;Finanças e Contabilidade;L1;80;80;151,0;0
6800;8109;ISCTE - Instituto Universitário de Lisboa;Sociologia (regime pós-laboral);L1;35;36;116,5;0
6800;8366;ISCTE - Instituto Universitário de Lisboa;Informática e Gestão de Empresas (regime pós-laboral);L1;35;35;132,5;0
6800;9019;ISCTE - Instituto Universitário de Lisboa;Ciência Política;L1;40;40;150,5;0
6800;9081;ISCTE - Instituto Universitário de Lisboa;Economia;L1;80;80;160,0;0
6800;9098;ISCTE - Instituto Universitário de Lisboa;Engenharia de Telecomunicações e Informática;L1;60;60;128,0;0
6800;9119;ISCTE - Instituto Universitário de Lisboa;Engenharia Informática;L1;60;60;147,8;0
6800;9147;ISCTE - Instituto Universitário de Lisboa;Gestão;L1;200;202;163,0;0
6800;9156;ISCTE - Instituto Universitário de Lisboa;Gestão de Marketing;L1;40;40;153,5;0
6800;9157;ISCTE - Instituto Universitário de Lisboa;Gestão de Recursos Humanos;L1;40;40;155,0;0
6800;9189;ISCTE - Instituto Universitário de Lisboa;Informática e Gestão de Empresas;L1;60;60;144,5;0
6800;9219;ISCTE - Instituto Universitário de Lisboa;Psicologia;L1;72;72;157,5;0
6800;9240;ISCTE - Instituto Universitário de Lisboa;Sociologia;L1;70;71;135,0;0
6800;9257;ISCTE - Instituto Universitário de Lisboa;Arquitetura;MI;50;50;152,0;0
6800;9448;ISCTE - Instituto Universitário de Lisboa;Antropologia;L1;30;30;119,5;0
6800;9885;ISCTE - Instituto Universitário de Lisboa;Engenharia Informática (regime pós-laboral);L1;35;35;130,5;0
6800;9927;ISCTE - Instituto Universitário de Lisboa;História Moderna e Contemporânea;L1;35;36;117,0;0
6800;L030;ISCTE - Instituto Universitário de Lisboa;Gestão Industrial e Logística;L1;40;41;149,0;0
7001;9500;Escola Superior de Enfermagem de Coimbra;Enfermagem;L1;320;321;131,4;0
7002;9500;Escola Superior de Enfermagem de Lisboa;Enfermagem;L1;300;300;134,8;0
7003;9500;Escola Superior de Enfermagem do Porto;Enfermagem;L1;270;270;150,3;0
7005;8138;Instituto Politécnico de Beja - Escola Superior de Saúde;Terapia Ocupacional;L1;25;7;111,4;18
7005;9500;Instituto Politécnico de Beja - Escola Superior de Saúde;Enfermagem;L1;35;37;109,6;0
7010;9500;Universidade do Minho - Escola Superior de Enfermagem;Enfermagem;L1;80;80;143,0;0
7015;8149;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Dietética e Nutrição;L1;36;16;101,5;20
7015;9500;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Enfermagem;L1;50;50;119,7;0
7015;9501;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Enfermagem (entrada no 2.º semestre);L1;45;8;98,7;37
7015;9549;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Farmácia;L1;45;11;96,0;34
7015;9833;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Gerontologia;L1;36;0;;36
7015;L068;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Ciências Biomédicas Laboratoriais;L1;36;19;104,6;17
7020;9500;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Enfermagem;L1;60;60;115,2;0
7020;9504;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Fisioterapia;L1;35;35;141,5;0
7020;L066;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Imagem Médica e Radioterapia;L1;26;13;95,0;13
7020;L067;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Fisiologia Clínica;L1;30;21;117,3;9
7020;L068;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Ciências Biomédicas Laboratoriais;L1;30;20;107,8;10
7030;9500;Universidade de Évora - Escola Superior de Enfermagem de São João de Deus;Enfermagem;L1;60;61;120,1;0
7035;8149;Universidade do Algarve - Escola Superior de Saúde;Dietética e Nutrição;L1;25;25;100,0;0
7035;8152;Universidade do Algarve - Escola Superior de Saúde;Ortoprotesia;L1;23;2;;21
7035;9500;Universidade do Algarve - Escola Superior de Saúde;Enfermagem;L1;33;33;128,7;0
7035;9549;Universidade do Algarve - Escola Superior de Saúde;Farmácia;L1;25;18;106,6;7
7035;L066;Universidade do Algarve - Escola Superior de Saúde;Imagem Médica e Radioterapia;L1;25;17;122,2;8
7035;L068;Universidade do Algarve - Escola Superior de Saúde;Ciências Biomédicas Laboratoriais;L1;25;18;113,0;7
7040;9500;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda;Enfermagem;L1;70;72;117,4;0
7040;9549;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda;Farmácia;L1;40;10;112,6;30
7045;8138;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Terapia Ocupacional;L1;35;29;105,0;6
7045;8142;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Dietética;L1;30;30;120,8;0
7045;9500;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Enfermagem;L1;85;85;124,6;0
7045;9504;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Fisioterapia;L1;35;35;142,0;0
7045;9890;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Terapia da Fala;L1;25;13;111,8;12
7045;L108;Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria;Ciências da Informação em Saúde;L1;20;6;;14
7055;9500;Instituto Politécnico de Portalegre - Escola Superior de Saúde;Enfermagem;L1;70;50;96,0;20
7055;9556;Instituto Politécnico de Portalegre - Escola Superior de Saúde;Higiene Oral;L1;20;3;109,7;17
7065;9500;Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém;Enfermagem;L1;80;82;114,0;0
7075;9500;Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde;Enfermagem;L1;70;70;124,0;0
7080;9500;Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Enfermagem de Vila Real;Enfermagem;L1;85;85;129,8;0
7085;9500;Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu;Enfermagem;L1;80;80;126,4;0
7092;9500;Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo;Enfermagem;L1;45;15;108,7;30
7093;9500;Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada;Enfermagem;L1;40;40;119,1;0
7105;8077;Escola Superior Náutica Infante D. Henrique;Engenharia de Máquinas Marítimas (regime noturno);L1;20;0;;20
7105;9745;Escola Superior Náutica Infante D. Henrique;Engenharia de Máquinas Marítimas;L1;30;8;114,6;22
7105;9747;Escola Superior Náutica Infante D. Henrique;Engenharia de Sistemas Eletrónicos Marítimos;L1;20;1;143,4;19
7105;9789;Escola Superior Náutica Infante D. Henrique;Pilotagem;L1;28;28;141,2;0
7105;9924;Escola Superior Náutica Infante D. Henrique;Gestão de Transportes e Logística;L1;35;35;118,7;0
7105;9926;Escola Superior Náutica Infante D. Henrique;Gestão Portuária;L1;20;20;129,3;0
7105;L118;Escola Superior Náutica Infante D. Henrique;Engenharia Eletrotécnica Marítima;L1;20;2;118,3;18
7110;8011;Escola Superior de Hotelaria e Turismo do Estoril;Produção Alimentar em Restauração (regime pós-laboral);L1;40;30;106,2;10
7110;9076;Escola Superior de Hotelaria e Turismo do Estoril;Direção e Gestão Hoteleira;L1;60;62;146,8;0
7110;9163;Escola Superior de Hotelaria e Turismo do Estoril;Gestão do Lazer e Animação Turística;L1;40;41;143,4;0
7110;9177;Escola Superior de Hotelaria e Turismo do Estoril;Gestão Turística;L1;60;61;145,8;0
7110;9183;Escola Superior de Hotelaria e Turismo do Estoril;Informação Turística;L1;50;50;129,0;0
7110;9217;Escola Superior de Hotelaria e Turismo do Estoril;Produção Alimentar em Restauração;L1;40;40;125,0;0
7110;9875;Escola Superior de Hotelaria e Turismo do Estoril;Direção e Gestão Hoteleira (regime pós-laboral);L1;55;56;131,0;0
7110;9995;Escola Superior de Hotelaria e Turismo do Estoril;Gestão do Lazer e Animação Turística (regime pós-laboral);L1;40;42;124,2;0
7110;9996;Escola Superior de Hotelaria e Turismo do Estoril;Gestão Turística (regime pós-laboral);L1;45;46;131,6;0
7210;8141;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Audiologia;L1;30;19;105,2;11
7210;8149;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Dietética e Nutrição;L1;38;38;140,7;0
7210;8489;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Engenharia de Segurança do Trabalho (regime pós-laboral);L1;20;0;;20
7210;9504;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Fisioterapia;L1;40;40;153,3;0
7210;9549;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Farmácia;L1;40;42;124,6;0
7210;9861;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Saúde Ambiental;L1;28;24;97,0;4
7210;L066;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Imagem Médica e Radioterapia;L1;35;35;126,9;0
7210;L067;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Fisiologia Clínica;L1;35;35;130,6;0
7210;L068;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Ciências Biomédicas Laboratoriais;L1;35;35;135,8;0
7220;8143;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ortóptica;L1;40;40;109,0;0
7220;8149;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Dietética e Nutrição;L1;40;40;146,4;0
7220;8152;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ortoprotesia;L1;35;30;95,0;5
7220;9504;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Fisioterapia;L1;40;40;155,6;0
7220;9549;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Farmácia;L1;50;50;129,4;0
7220;9861;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Saúde Ambiental;L1;40;25;106,0;15
7220;L066;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Imagem Médica e Radioterapia;L1;60;60;124,5;0
7220;L067;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Fisiologia Clínica;L1;40;40;137,5;0
7220;L068;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ciências Biomédicas Laboratoriais;L1;55;55;140,6;0
7230;8138;Instituto Politécnico do Porto - Escola Superior de Saúde;Terapia Ocupacional;L1;56;56;123,5;0
7230;8141;Instituto Politécnico do Porto - Escola Superior de Saúde;Audiologia;L1;20;20;115,0;0
7230;8143;Instituto Politécnico do Porto - Escola Superior de Saúde;Ortóptica;L1;20;20;122,0;0
7230;9504;Instituto Politécnico do Porto - Escola Superior de Saúde;Fisioterapia;L1;56;56;157,5;0
7230;9549;Instituto Politécnico do Porto - Escola Superior de Saúde;Farmácia;L1;56;56;129,3;0
7230;9861;Instituto Politécnico do Porto - Escola Superior de Saúde;Saúde Ambiental;L1;41;30;104,0;11
7230;9890;Instituto Politécnico do Porto - Escola Superior de Saúde;Terapia da Fala;L1;40;40;118,5;0
7230;L066;Instituto Politécnico do Porto - Escola Superior de Saúde;Imagem Médica e Radioterapia;L1;60;60;129,0;0
7230;L067;Instituto Politécnico do Porto - Escola Superior de Saúde;Fisiologia Clínica;L1;45;45;131,5;0
7230;L068;Instituto Politécnico do Porto - Escola Superior de Saúde;Ciências Biomédicas Laboratoriais;L1;57;57;141,5;0
7230;L101;Instituto Politécnico do Porto - Escola Superior de Saúde;Biotecnologia Medicinal;L1;20;20;151,5;0
7230;L136;Instituto Politécnico do Porto - Escola Superior de Saúde;Osteopatia;L1;20;20;132,0;0
