NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;TotalDesempregados;TotalDiplomados
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Informática de Gestão;1572;L;5;38
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Marketing e Consumo;1623;L;2;27
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Administração Pública;9002;L;10;63
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Gestão de Empresas;9152;L;42;260
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Informática;9185;L;8;146
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Marketing e Publicidade;9206;L;31;126
Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém;3143;Contabilidade e Fiscalidade;9498;L;29;188
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Condição Física;1158;B;1;120
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Condição Física;1158;L;9;108
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Treino Desportivo de Alto Rendimento;1159;L;2;23
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Psicologia do Desporto e Exercício;1165;L;5;28
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Desporto de Natureza e Turismo Activo;1175;L;10;90
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto, variante de Treino Desportivo;1182;L;3;102
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto;6908;M;4;7
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Condição Física e Saúde no Desporto;9721;L;11;135
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Desporto de Natureza e Turismo Activo;9730;L;6;110
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Gestão das Organizações Desportivas;9763;L;9;55
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Psicologia do Desporto e do Exercício;9793;L;14;121
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Treino Desportivo;9808;L;21;203
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior;3145;Psicologia do Desporto e do Exercício;M065;M;1;1
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Educação de Infância;0625;L;23;268
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Ensino Básico - 1.º Ciclo;0707;L;66;310
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Comunicação Social;1113;B;3;149
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Comunicação Social;1113;L;14;155
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Desporto de Recreação;1163;L;1;14
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Professores de Educação Musical do Ensino Básico;1636;L;10;83
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;23;111
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Professores do Ensino Básico, variante de Educação Física;1647;L;1;1
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;27;79
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Tradução e Interpretação de Língua Gestual Portuguesa;1787;L;1;16
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Professores do 1.º ciclo do Ensino Básico;2857;L;7;104
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Comunicação Educacional e Gestão da Informação - Centros de Recursos;2886;L;1;61
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Ensino de Educação Musical no Ensino Básico;6406;M;2;77
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Educação Pré-Escolar;6914;M;4;23
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;4;14
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Comunicação Social;9054;L;23;188
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Desporto;9563;L;9;86
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Animação e Intervenção Sociocultural;9631;L;31;137
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Promoção Artística e Património;9632;L;19;99
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Tradução e Interpretação de Língua Gestual Portuguesa;9633;L;11;46
Instituto Politécnico de Setúbal - Escola Superior de Educação;3151;Educação Básica;9853;L;10;161
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Mecânica - Automóvel;0439;B;1;29
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia de Automação, Controlo e Instrumentação;1251;L;1;25
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia do Ambiente;1315;L;6;51
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Electromecânica;1355;L;4;26
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia de Electrónica e Computadores;1385;B;1;78
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia de Electrónica e Computadores;1385;L;6;31
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Electrotécnica;1398;L;7;48
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Informática;1452;B;1;101
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Informática;1452;L;2;54
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Mecânica - Produção;1469;B;1;49
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Mecânica - Produção;1469;L;4;25
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Mecânica - Energia;1470;L;6;18
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia da Produção;6356;M;1;5
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia de Automação, Controlo e Instrumentação;9092;L;13;140
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia do Ambiente;9099;L;29;137
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Electrotécnica e de Computadores;9112;L;24;448
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Informática;9119;L;8;230
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Mecânica;9123;L;26;230
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Engenharia Biomédica;9455;L;12;79
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;3152;Tecnologia e Gestão Industrial (regime nocturno);9862;L;3;42
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Contabilidade e Finanças;1138;L;19;327
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão da Distribuição e da Logística;1544;B;3;192
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão da Distribuição e da Logística;1544;L;14;127
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão de Sistemas de Informação;1548;L;10;81
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão de Recursos Humanos;1551;B;3;248
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão de Recursos Humanos;1551;L;27;191
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Marketing;1621;B;1;239
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Marketing;1621;L;23;178
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Segurança e Higiene no Trabalho;6954;M;2;30
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão de Recursos Humanos;9157;L;39;300
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Marketing;9205;L;46;286
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Ciências Empresariais;9402;M;2;8
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Contabilidade e Finanças;9627;L;56;410
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão da Distribuição e da Logística;9629;L;30;185
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais;3153;Gestão de Sistemas de Informação;9630;L;9;175
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;3154;Engenharia Civil;1245;L;5;35
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;3154;Engenharia Civil;9089;L;39;147
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;3154;Engenharia de Conservação e Reabilitação;9093;L;1;4
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;3154;Engenharia Química;9125;L;6;7
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro;3154;Gestão da Construção;9478;L;7;14
Instituto Politécnico de Setúbal - Escola Superior de Saúde;3155;Fisioterapia;1364;L;5;281
Instituto Politécnico de Setúbal - Escola Superior de Saúde;3155;Terapia da Fala;1774;L;1;54
Instituto Politécnico de Setúbal - Escola Superior de Saúde;3155;Enfermagem;9500;L;17;173
Instituto Politécnico de Setúbal - Escola Superior de Saúde;3155;Fisioterapia;9504;L;19;167
Instituto Politécnico de Setúbal - Escola Superior de Saúde;3155;Terapia da Fala;9890;L;20;88
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia Agro-Pecuária;0203;B;3;27
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia do Ambiente e dos Recursos Rurais;0624;B;1;11
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia Hortícola e Paisagista;0627;B;1;7
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia Agrária;1198;L;8;137
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia e Marketing Agro-Alimentares;1290;L;1;4
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia do Ambiente e dos Recursos Rurais;1316;L;11;92
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Biotecnologia;9016;L;19;55
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Enfermagem Veterinária;9085;L;17;62
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia Agronómica;9086;L;16;118
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Engenharia do Ambiente;9099;L;35;118
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Gestão Agro-Alimentar;9149;L;1;27
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária;3161;Gestão Ambiental e Ordenamento do Território;M255;M;4;12
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Educação de Infância;0625;L;35;238
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Ensino Básico - 1.º Ciclo;0707;L;30;145
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;37;126
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do Ensino Básico, variante de Educação Física;1647;L;18;163
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do Ensino Básico, variante de Educação Musical;1649;L;6;71
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;41;119
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do Ensino Básico, variante de Português e Francês;1653;L;10;56
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do Ensino Básico, variante de Português e Inglês;1655;L;14;86
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Professores do 1.º ciclo do Ensino Básico;2857;L;2;209
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Educação Pré-Escolar;6914;M;15;36
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;10;17
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;6925;M;5;7
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Gestão Artística e Cultural (regime pós-laboral);8112;L;5;66
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Educação Social Gerontológica;9473;L;45;113
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Desporto e Lazer;9731;L;3;61
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Educação Básica;9853;L;18;206
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Gestão Artística e Cultural;9859;L;6;0
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Didáctica da Matemática e das Ciências;M023;M;1;11
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação;3162;Promoção e Educação para a Saúde;M064;M;1;9
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Civil e do Ambiente;0254;B;2;7
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia da Computação Gráfica;0638;B;2;16
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Artes, Comunicação e Design, variante de Design Paisagístico;0812;B;2;56
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia e Design do Produto;0828;B;1;4
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Design do Produto;1156;B;1;139
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Design do Produto;1156;L;24;135
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Alimentar;1228;B;2;78
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Alimentar;1228;L;17;108
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Cerâmica;1235;L;4;35
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Civil e do Ambiente;1247;B;1;211
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Civil e do Ambiente;1247;L;21;175
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Electrónica e Redes de Computadores;1307;L;3;19
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Química;1484;L;3;7
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Gestão;1509;B;2;194
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Gestão;1509;L;16;305
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Turismo;1792;B;4;205
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Turismo;1792;L;20;179
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Contabilidade e Finanças;6395;M;1;2
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Tecnologia Cerâmica;6801;M;2;5
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia e Tecnologias de Materiais;8312;L;4;3
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia da Computação Gráfica e Multimédia;8407;L;4;27
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Alimentar;9087;L;44;155
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Informática;9119;L;15;74
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Química;9125;L;1;23
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Gestão;9147;L;56;230
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Turismo;9254;L;60;279
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Design de Ambientes;9723;L;24;104
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Design do Produto;9727;L;43;194
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Civil e do Ambiente;9743;L;59;216
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia Electrónica e Redes de Computadores;9750;L;17;95
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Tecnologias da Computação Gráfica e Multimédia;9806;L;6;68
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Cerâmica Artística;9849;L;1;5
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Engenharia de Sistemas de Energias Renováveis;9857;L;32;50
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Design Integrado;M018;M;1;14
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão;3163;Turismo, Inovação e Desenvolvimento;M334;M;2;1
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Informática Empresarial;1577;L;2;24
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Gestão da Distribuição e Logística;8464;L;4;10
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Distribuição e Logística;9079;L;3;44
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Informática de Gestão;9186;L;12;80
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Marketing e Comunicação Empresarial;9664;L;12;3
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais;3164;Contabilidade e Fiscalidade (regime pós-laboral);9872;L;3;20
Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer de Melgaço;3165;Desporto e Lazer;9731;L;11;37
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação de Infância;0625;L;88;506
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Ensino Básico - 1.º Ciclo;0707;L;110;445
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Comunicação Social;1113;L;23;230
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;17;74
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do Ensino Básico, variante de Educação Física;1647;L;22;157
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;47;126
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do Ensino Básico, variante de Português e Francês;1653;L;8;53
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do Ensino Básico, variante de Português e Inglês;1655;L;18;71
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educadores de Infância;2855;L;4;103
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Professores do 1.º ciclo do Ensino Básico;2857;L;10;66
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Ensino de Educação Visual e Tecnológica no Ensino Básico;6405;M;2;13
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Pré-Escolar;6914;M;2;15
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;11;27
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Ensino do 1.º Ciclo do Ensino Básico;6924;M;1;15
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Intervenção Psicossocial com Crianças e Jovens em Risco;6986;M;1;23
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Comunicação Social;9054;L;55;182
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Ambiental;9082;L;14;68
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Social;9084;L;80;243
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Artes Plásticas e Multimédia;9347;L;39;111
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Animação Cultural;9466;L;37;144
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Desporto e Actividade Física;9850;L;23;87
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Básica;9853;L;13;117
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Educação Visual e Tecnológica;9880;L;2;10
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Publicidade e Relações Públicas;9930;L;33;67
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu;3181;Comunicação e Marketing;M202;M;2;7
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Civil;1245;B;7;238
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Civil;1245;L;25;162
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia das Madeiras;1291;B;1;51
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia das Madeiras;1291;L;7;58
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia de Sistemas e Informática;1308;L;5;66
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia do Ambiente;1315;B;3;143
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia do Ambiente;1315;L;13;128
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Electrotécnica;1398;L;9;118
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Mecânica e Gestão Industrial;1478;B;1;100
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Mecânica e Gestão Industrial;1478;L;2;22
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Gestão de Empresas;1515;L;11;149
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Gestão Comercial e da Produção;1542;B;1;76
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Gestão Comercial e da Produção;1542;L;5;47
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Turismo;1792;L;12;140
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Contabilidade e Administração (regime nocturno);1915;L;4;53
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Tecnologias Ambientais;6251;M;4;13
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Tecnologia e Design de Mobiliário;8517;L;1;0
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Contabilidade e Administração (regime nocturno);9060;L;13;170
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Civil;9089;L;38;270
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia de Madeiras;9095;L;8;87
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia do Ambiente;9099;L;24;138
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia e Gestão Industrial;9104;L;1;0
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Electrotécnica;9109;L;26;226
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Informática;9119;L;20;263
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Mecânica;9123;L;20;282
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Gestão de Empresas;9152;L;34;266
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Marketing;9205;L;37;189
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Turismo;9254;L;32;230
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Tecnologias e Design de Multimédia;9491;L;25;96
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Sistemas e Tecnologias de Informação para as Organizações;M071;M;2;37
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia da Construção e Reabilitação;M207;M;2;14
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;3182;Engenharia Electrotécnica - Energia e Automação Industrial;M429;M;2;4
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu (Lamego);3183;Educação de Infância;0625;L;44;311
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu (Lamego);3183;Ensino Básico - 1.º Ciclo;0707;L;76;338
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu (Lamego);3183;Professores do Ensino Básico, variante de Educação Física;1647;L;8;58
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu (Lamego);3183;Professores do Ensino Básico, variante de Português e Inglês;1655;L;12;38
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu (Lamego);3183;Professores do 1.º ciclo do Ensino Básico;2857;L;3;107
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Agrária, variante Florestal;1201;L;2;19
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Agrícola, variante de Hortofruticultura;1202;B;2;28
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Agrícola, variante de Hortofruticultura;1202;L;7;45
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Agrícola, variante de Zootecnia;1206;L;1;11
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia das Indústrias Agro-Alimentares;1272;B;2;117
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia das Indústrias Agro-Alimentares;1272;L;7;95
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Zootécnica;1356;B;1;35
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;3185;Engenharia Zootécnica;1356;L;7;46
