NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;TotalDesempregados;TotalDiplomados
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Gestão;9147;L;60;1021
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Matemática Aplicada à Economia e à Gestão;9210;L;6;106
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Economia;9280;M;3;3
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Finanças;9294;M;6;107
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Gestão de Recursos Humanos;9299;M;5;48
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Marketing;9314;M;16;86
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Ciências Empresariais;9402;M;8;130
Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0805;Gestão (ensino em Inglês);A001;L;16;0
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências do Desporto;0086;L;39;872
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Dança;0129;L;3;45
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Educação Especial e Reabilitação;0172;L;5;111
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ergonomia;0354;L;7;61
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Reabilitação Psicomotora;1703;L;11;152
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências da Educação;4078;M;1;86
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências da Fisioterapia;4098;M;1;59
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Desenvolvimento da Criança;4139;M;1;36
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Educação Especial;4187;M;1;66
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Exercício e Saúde;4349;M;1;60
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Performance Artística/Dança;4704;M;2;22
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Psicologia do Desporto;4754;M;1;46
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Reabilitação;4795;M;1;14
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Treino do Jovem Atleta;4884;M;1;52
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências da Educação;6031;M;1;3
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências da Fisioterapia;6038;M;1;16
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Exercício e Saúde;6125;M;1;31
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Gestão do Desporto;6150;M;3;22
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Perfomance Artística - Dança;6207;M;1;9
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Psicologia do Desporto;6221;M;1;7
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Reabilitação;6229;M;1;1
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Treino de Alto Rendimento;6259;M;2;25
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;M;3;130
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ergonomia;6481;M;3;25
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Treino Desportivo;6961;M;1;19
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Dança;9068;L;6;44
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Gestão do Desporto;9162;L;17;101
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ciências do Desporto;9707;L;19;399
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Ergonomia;9753;L;1;42
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Reabilitação Psicomotora;9841;L;22;168
Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0806;Reabilitação Psicomotora;M147;M;15;60
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Arquitectura;0022;L;15;96
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia do Ambiente;0213;L;4;102
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Minas e Georrecursos;0220;L;1;34
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Biológica;0224;L;2;165
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Civil;0233;L;38;749
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Electrotécnica e de Computadores;0255;L;11;727
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Física Tecnológica;0272;L;1;108
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia e Gestão Industrial;0290;L;4;118
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Informática e de Computadores;0294;L;11;605
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Materiais;0302;L;5;74
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Mecânica;0304;L;20;439
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Química;0331;L;5;226
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia do Território;0345;L;13;86
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Matemática Aplicada e Computação;0568;L;2;82
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Química;0705;L;1;74
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências Informáticas;1060;L;1;4
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia e Arquitectura Naval;1220;L;2;45
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências e Engenharia de Materiais;4044;M;1;6
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Construção;4115;M;3;96
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Electrotécnica e de Computadores;4195;M;4;202
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Informática e de Computadores;4207;M;1;111
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Mecânica;4210;M;2;81
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Estruturas;4240;M;1;74
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Georrecursos;4470;M;1;53
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Hidráulica e Recursos Hídricos;4492;M;1;57
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Logística;4656;M;1;18
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Sistemas de Informação Geográfica;4830;M;3;77
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Transportes;4882;M;2;34
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Física Tecnológica;4976;M;2;14
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Química;5146;D;1;16
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia;5160;D;2;29
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Química;5229;D;1;20
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Aeroespacial;5252;D;1;11
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Materiais;5266;D;1;20
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Electrotécnica e de Computadores;5286;D;1;117
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Mecânica;5303;D;1;101
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Química;5310;D;4;64
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Bioengenharia e Nanossistemas;6712;M;2;8
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Civil;8506;L;28;1176
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia do Ambiente;8508;L;2;90
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia do Ambiente;9031;L;1;80
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia do Território;9032;L;1;33
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Informática e de Computadores;9037;L;1;370
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Materiais;9096;L;2;39
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Informática e de Computadores;9121;L;14;443
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Arquitectura;9257;M;29;236
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Matemática Aplicada e Computação;9345;L;2;137
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Aeroespacial;9357;M;9;166
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Biológica;9358;M;23;206
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Biomédica;9359;M;10;163
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Civil;9360;M;54;774
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Electrotécnica e de Computadores;9367;M;18;767
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Mecânica;9369;M;19;418
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Biotecnologia;9399;M;10;44
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Materiais;9415;M;3;58
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia do Ambiente;9417;M;3;30
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia do Território;9418;M;5;30
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Geológica e de Minas;9426;M;1;35
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Informática e de Computadores;9427;M;2;423
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Química;9442;M;3;63
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Física Tecnológica;9458;M;4;129
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia Química;9461;M;14;258
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia do Ambiente;9508;M;15;111
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Aeroespacial;9581;L;2;311
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Biológica;9582;L;4;265
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Electrotécnica e de Computadores;9584;L;15;1148
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Física Tecnológica;9585;L;2;224
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Mecânica;9586;L;18;680
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Ciências de Engenharia - Engenharia Química;9587;L;2;297
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Estudos de Arquitectura;9614;L;1;325
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia e Arquitectura Naval;9911;L;1;26
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Urbanismo e Ordenamento do Território;M156;M;1;2
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Engenharia de Estruturas;M440;M;3;1
Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda);0807;Construção e Reabilitação;M446;M;1;8
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia Informática e de Computadores;0294;L;1;38
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia e Gestão Industrial;9104;L;9;169
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia Informática e de Computadores;9121;L;4;236
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia de Redes de Comunicações;9416;M;1;114
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia e Gestão Industrial;9420;M;4;147
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia Electrónica;9421;M;1;55
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia Informática e de Computadores;9427;M;1;293
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia de Redes de Comunicações;9746;L;2;141
Universidade Técnica de Lisboa - Instituto Superior Técnico (Taguspark);0808;Engenharia Electrónica;9912;L;2;53
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Medicina;0580;L;1;733
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Epidemiologia;4280;M;1;13
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Reabilitação;4795;M;1;10
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Microbiologia Médica;6488;M;2;10
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Ciências Básicas da Saúde;8060;L;1;919
Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0901;Saúde e Envelhecimento;9532;M;1;14
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Antropologia;0016;L;22;142
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Comunicação;0076;L;16;312
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências Musicais;0091;L;4;68
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia;0360;L;15;64
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia, variante de História das Ideias;0363;L;5;34
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Geografia e Planeamento Regional;0395;L;19;217
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História;0453;L;17;172
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História, variante de Arqueologia;0459;L;11;83
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História, variante de História da Arte;0468;L;1;39
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;0528;L;12;105
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses;0530;L;17;135
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;0532;L;9;48
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;0534;L;2;25
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;0536;L;20;89
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;0538;L;15;167
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Linguística;0552;L;4;63
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Sociologia;0759;L;23;228
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciência Política e Relações Internacionais;0870;L;12;242
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História da Arte;0871;L;6;91
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Estudos Franceses (Língua, Arte e Cultura);1503;L;1;1
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;1528;L;2;41
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses;1530;L;1;96
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;1532;L;1;15
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;1536;L;1;81
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;1538;L;2;82
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Antropologia;4006;M;2;12
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências Musicais;4072;M;1;35
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Comunicação;4076;M;4;71
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Educação;4078;M;4;60
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciência Política e Relações Internacionais;4237;M;2;15
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Estudos Portugueses;4334;M;1;71
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia;4348;M;2;23
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia da Educação;4362;M;1;5
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino do Português como Língua Segunda e Estrangeira;4413;M;1;19
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Gestão do Território;4429;M;2;16
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História;4498;M;1;21
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História Cultural e Política;4510;M;1;18
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História da Arte;4528;M;3;54
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História e Arqueologia Medievais;4533;M;1;6
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Museologia e Património;4709;M;1;35
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Sociologia;4846;M;2;48
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia;5153;D;1;8
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História da Arte;5646;D;1;6
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Arqueologia;6011;M;1;18
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Educação;6031;M;3;75
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Informação e da Documentação;6039;M;2;49
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências Musicais;6047;M;1;28
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino do Português como Língua Segunda e Estrangeira;6096;M;4;63
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História;6158;M;2;77
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Jornalismo;6367;M;4;28
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino de Educação Musical no Ensino Básico;6406;M;1;8
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino de Filosofia no Ensino Secundário;6459;M;2;16
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino de Port e de Líng Cláss no 3º C E Bás e no E Sec Líng Est no Bás Se;6627;M;2;31
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Edição de Texto;6735;M;7;54
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ensino de Inglês;6736;M;1;21
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Estudos Sobre as Mulheres. As Mulheres na Sociedade e na Cultura;6737;M;2;20
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Gestão do Território;6739;M;6;111
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Novos Media e Práticas Web;6740;M;2;35
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Património;6741;M;1;20
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Práticas Culturais para Municípios;6742;M;4;24
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Linguagem (regime pós-laboral);8108;L;2;12
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Arqueologia;9006;L;21;102
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciência Política e Relações Internacionais;9020;L;46;380
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Comunicação;9023;L;66;458
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências Musicais;9046;L;5;126
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Estudos Portugueses e Lusófonos;9138;L;8;131
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia;9139;L;15;112
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Geografia e Planeamento Regional;9145;L;46;306
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História;9181;L;20;200
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;História da Arte;9182;L;15;171
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Línguas, Literaturas e Culturas;9204;L;16;289
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Sociologia;9240;L;28;220
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Tradução;9252;L;16;122
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciência Política e Relações Internacionais;9269;M;6;116
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ciências da Comunicação;9272;M;9;136
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Filosofia;9293;M;4;57
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Museologia;9318;M;3;33
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Sociologia;9333;M;1;32
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Antropologia;9448;L;29;208
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Estudos Portugueses;9917;L;1;0
Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0902;Ordenamento do Território e Sistemas de Informação Geográfica;M505;M;1;0
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências da Natureza (Biologia e Geologia) (Ensino de);0169;L;28;157
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia do Ambiente;0213;L;29;367
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Civil;0233;L;39;507
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Electrotécnica e de Computadores;0255;L;9;125
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Física;0264;L;1;42
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Geológica;0284;L;4;41
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia e Gestão Industrial;0290;L;5;86
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Informática;0292;L;5;373
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Mecânica;0304;L;7;189
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia dos Materiais;0314;L;5;89
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia de Produção Industrial;0328;L;5;56
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Química;0331;L;2;92
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Física e Química (Ensino de);0383;L;6;25
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Matemática;0559;L;23;252
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Conservação e Restauro;0672;L;3;46
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Química Aplicada;0711;L;4;173
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Biologia Celular e Molecular;1055;L;1;61
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Tecnologia e Segurança Alimentar (licenciatura terminal);1779;L;6;48
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Electrotécnica e de Computadores;4195;M;2;14
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Industrial;4206;M;1;34
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Informática;4208;M;2;82
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Mecânica;4210;M;2;8
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Sanitária;4228;M;1;54
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Gestão e Políticas Ambientais;4448;M;1;46
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ordenamento do Território e Planeamento Ambiental;4712;M;4;69
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Tecnologia Alimentar e Qualidade;4855;M;2;45
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Biologia;5050;D;1;17
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ciências da Educação;5140;D;1;19
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia do Ambiente;5274;D;1;21
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Biologia;5309;D;1;5
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Física;5552;D;1;1
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Energia e Bioenergia;6087;M;6;38
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Engenharia Mecânica;6361;M;3;18
Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0903;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;6451;M;3;44
