NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;CNAEF_3D_Nome;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A2015_Total;TotalDesempregados;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;Dip_2014;TotalDiplomados
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Turismo;1792;L;Turismo e Lazer;0;0;6;0;0;0;0;0;0;0;6;27;18;26;30;;;;;;;101
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Gestão (regime nocturno);1951;L;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;27;21;40;38;;;;;;;126
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Gestão;9147;L1;Gestão e Administração;0;0;0;1;1;2;1;3;0;3;11;;;;8;38;22;21;20;10;17;136
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Gestão Hoteleira;9173;L1;Hotelaria e Restauração;0;0;0;0;1;0;0;0;0;0;1;;;;12;12;8;;;;;32
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Turismo;9254;L1;Turismo e Lazer;0;0;0;1;3;2;2;0;1;3;12;;;;9;31;24;18;13;18;11;124
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Informação e Animação Turística;9383;L1;Turismo e Lazer;0;0;0;0;0;0;1;4;2;0;7;;;;;2;15;16;13;15;15;76
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Públicas;0107;B;Marketing e Publicidade;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Económicas;0110;B;Marketing e Publicidade;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Educadores de Infância;0182;B;Formação de Educadores de Infância;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Educação de Infância;0625;L;Formação de Educadores de Infância;3;1;2;0;5;0;0;0;0;0;11;43;39;44;21;37;32;;;;;216
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Educação Física;0658;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Português e Inglês;0676;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Ensino Básico - 1.º Ciclo;0707;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);4;5;6;2;2;0;0;0;0;0;19;39;31;28;30;26;20;;;;;174
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Animação Sociocultural;1045;L;Trabalho Social e Orientação;0;2;3;0;0;0;0;0;0;0;5;;;31;37;;1;;;;;69
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Económicas;1106;B;Marketing e Publicidade;0;0;0;0;0;0;0;0;0;0;0;50;29;12;1;;2;;;;;94
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Económicas;1106;L;Marketing e Publicidade;1;5;5;0;0;0;0;0;0;0;11;27;19;38;22;2;;;;;;108
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Públicas;1114;B;Marketing e Publicidade;0;0;0;0;0;0;0;0;0;0;0;61;58;25;1;;3;;;;;148
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Públicas;1114;L;Marketing e Publicidade;2;4;4;1;0;0;0;0;0;0;11;29;42;37;41;15;2;;;;;166
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Desporto;1173;L;Desporto;0;0;2;0;1;0;0;0;0;0;3;;;;17;3;1;;;;;21
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Educação Física;1647;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);1;0;0;0;0;0;0;0;0;0;1;14;11;;2;2;3;;;;;32
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Educação Musical;1649;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;1;0;0;0;0;0;0;0;0;1;3;7;9;2;1;;;;;;22
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Português e Francês;1653;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);1;0;0;0;0;0;0;0;0;0;1;7;7;1;;;;;;;;15
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do Ensino Básico, variante de Português e Inglês;1655;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;1;0;0;0;0;0;0;0;0;1;9;8;1;2;;1;;;;;21
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Turismo;1792;L;Turismo e Lazer;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;1
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Educadores de Infância;2855;L;Formação de Educadores de Infância;0;0;0;0;0;0;0;0;0;0;0;40;19;;;;;;;;;59
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Professores do 1.º Ciclo do Ensino Básico;2857;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;1;0;0;0;0;0;0;0;0;1;27;8;1;;;;;;;;36
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Ciências do Desporto;6043;M;Desporto;0;0;0;0;0;0;0;1;0;1;2;;;;;;;;;7;10;17
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;6;0;2;0;8;;;;;;;;40;4;15;59
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;6925;M;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;1;1;0;0;2;;;;;;;;11;9;1;21
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação Multimédia;8339;L1;Áudio-Visuais e Produção dos Media;0;0;0;0;0;0;0;2;4;4;10;;;;;;;;7;13;9;29
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Animação Sociocultural;9005;L1;Trabalho Social e Orientação;0;0;1;3;2;2;5;4;1;4;22;;;;38;34;19;26;26;8;6;157
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Desporto;9563;L1;Desporto;0;0;0;1;1;6;4;3;6;14;35;;;;19;32;40;35;43;36;44;249
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Económicas;9651;L1;Marketing e Publicidade;0;0;2;1;1;2;2;0;0;0;8;;;;53;23;10;13;4;;;103
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Comunicação e Relações Públicas;9652;L1;Marketing e Publicidade;0;0;3;2;0;4;6;6;1;5;27;;;;54;42;28;42;20;8;9;203
Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto;3091;Educação Básica;9853;L1;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;1;0;9;2;1;13;;;;;;24;20;12;27;14;97
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Ciências da Computação;0078;B;Ciências Informáticas;1;0;1;0;0;0;0;0;0;0;2;;1;1;1;;;;;;;3
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Mecânica;0303;B;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia de Manutenção Industrial;0307;B;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Topográfica;0339;B;Arquitectura e Urbanismo;0;0;0;0;1;0;0;0;0;0;1;5;10;9;1;1;2;;;;;28
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Técnico-Comercial;0341;B;Comércio;0;0;0;0;0;0;0;0;0;0;0;18;;;1;;;;;;;19
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão Industrial e da Produção;0444;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;;;;;;;3;;;;3
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão Informática;0445;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;1;;;;;3
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Secretariado de Administração;0746;B;Secretariado e Trabalho Administrativo;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Contabilidade e Auditoria;1135;L;Contabilidade e Fiscalidade;0;0;0;1;1;0;0;0;0;0;2;1;14;4;;1;1;;;;;21
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Civil;1245;B;Construção Civil e Engenharia Civil;0;0;0;0;0;0;0;0;0;0;0;31;16;17;16;4;3;;;;;87
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Civil;1245;L;Construção Civil e Engenharia Civil;1;1;0;1;0;0;0;0;0;0;3;12;16;9;2;2;1;;;;;42
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia do Ambiente;1315;L;Tecnologia de Protecção do Ambiente;0;1;0;0;0;0;0;0;0;0;1;;;9;1;2;;;;;;12
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Informática;1452;B;Electrónica e Automação;0;0;0;0;0;0;0;0;0;0;0;37;23;2;1;;;;;;;63
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Informática;1452;L;Electrónica e Automação;1;0;1;0;0;0;0;0;0;0;2;28;27;23;12;2;;;;;;92
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Mecânica;1463;L;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;0;0;0;0;9;4;5;;1;;;;;;19
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Mecânica;1463;B;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;0;0;0;0;7;7;1;1;;;;1;;;17
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão;1509;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;18;26;4;2;;1;;;;;51
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão;1509;L;Gestão e Administração;2;2;0;0;0;0;0;0;0;0;4;27;46;14;5;4;;;;;;96
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão Técnico-Comercial;1549;L;Comércio;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Marketing;1621;L;Marketing e Publicidade;0;1;1;3;0;0;0;0;0;0;5;5;9;15;6;3;;;;;;38
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Secretariado e Assessoria de Direcção;1730;L;Secretariado e Trabalho Administrativo;4;1;0;1;0;0;0;0;0;0;6;44;49;9;;1;;;;;;103
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Secretariado e Assessoria de Direcção;1730;B;Secretariado e Trabalho Administrativo;1;0;0;0;0;0;0;0;0;0;1;68;43;21;1;;;;;;;133
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão Informática;2390;L;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Contabilidade;9056;L1;Contabilidade e Fiscalidade;0;0;4;3;2;1;4;4;4;2;24;;;16;30;26;21;23;20;25;26;187
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Design de Equipamento;9072;L1;Design;0;0;0;2;0;1;4;3;4;1;15;;;;2;10;15;16;15;23;15;96
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Civil;9089;L1;Construção Civil e Engenharia Civil;0;0;3;1;2;1;3;4;3;2;19;;;;62;30;21;21;22;20;20;196
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia do Ambiente;9099;L1;Tecnologia de Protecção do Ambiente;0;0;1;2;2;0;1;0;1;0;7;;;;12;16;13;16;6;3;9;75
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Informática;9119;L1;Electrónica e Automação;0;0;3;1;2;2;1;1;0;0;10;;;42;39;22;15;16;22;17;10;183
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Mecânica;9123;L1;Metalurgia e Metalomecânica;0;0;0;0;1;0;0;0;0;0;1;;;9;18;7;1;3;;1;;39
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Engenharia Topográfica;9128;L1;Arquitectura e Urbanismo;0;3;3;1;2;0;0;2;2;1;14;;;32;17;15;16;15;8;14;11;128
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão;9147;L1;Gestão e Administração;0;0;1;2;1;2;1;7;4;11;29;;;44;33;21;32;27;24;31;32;244
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão de Recursos Humanos;9157;L1;Gestão e Administração;0;0;1;3;2;1;3;2;5;3;20;;;;12;26;25;37;42;42;22;206
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Marketing;9205;L1;Marketing e Publicidade;0;0;1;1;2;3;0;3;7;2;19;;;28;20;28;17;22;22;20;19;176
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Secretariado e Assessoria de Direcção;9234;L1;Secretariado e Trabalho Administrativo;0;0;4;0;4;2;1;0;1;0;12;;;71;56;33;19;15;21;8;5;228
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Gestão;9295;M;Gestão e Administração;0;0;0;0;1;1;0;0;1;0;3;;;;;;9;3;9;16;17;54
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Energia e Ambiente;9855;L1;Tecnologia de Protecção do Ambiente;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão;3092;Marketing e Comunicação;M210;M;Marketing e Publicidade;0;0;0;0;0;0;0;2;0;0;2;;;;;;;;;7;3;10
Instituto Politécnico da Guarda - Escola Superior de Educação da Guarda (Seia);3093;Professores do Ensino Básico, variante de Português e Inglês;0676;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão da Guarda (Seia);3094;Ciências da Computação;0078;B;Ciências Informáticas;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;3095;Turismo e Lazer;1795;L;Turismo e Lazer;0;0;2;0;0;0;0;0;0;0;2;11;30;3;3;1;;;;;;48
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;3095;Gestão Hoteleira;9173;L1;Hotelaria e Restauração;0;0;0;1;0;3;4;3;3;6;20;;;5;17;21;14;29;41;28;39;194
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;3095;Turismo e Lazer;9255;L1;Turismo e Lazer;0;2;3;0;4;1;2;1;2;1;16;;;60;41;33;28;26;22;4;11;225
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;3095;Restauração e Catering;9484;L1;Hotelaria e Restauração;0;0;0;0;0;0;0;1;3;1;5;;;;;;;6;11;5;9;31
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educadores de Infância;0182;B;Formação de Educadores de Infância;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação de Infância;0625;L;Formação de Educadores de Infância;3;5;1;3;1;2;0;0;0;0;15;27;28;48;34;44;48;2;;;;231
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Educação Física;0658;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Educação Visual;0664;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Ensino Básico - 1.º Ciclo;0707;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);2;3;1;2;1;1;0;0;0;0;10;27;25;34;35;29;19;1;;;;170
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Relações Humanas e Comunicação no Trabalho;0731;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Comunicação Social e Educação Multimédia;1111;L;Informação e Jornalismo - programas não classificados noutra área de formação;2;3;0;0;0;0;0;0;0;0;5;27;25;43;;;;;;;;95
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do 2.º Ciclo Ens. Básico, var. de Educação Visual e Tecnológica;1639;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);1;0;0;0;0;0;0;0;0;0;1;8;2;;2;;;;;;;12
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Educação Física;1647;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;1;0;0;3;0;0;0;0;0;4;23;15;17;14;12;14;;;;;95
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Educação Musical;1649;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;18;10;5;2;;1;;;;;36
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Matemática e Ciências da Natureza;1651;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);1;0;0;0;0;0;0;0;0;0;1;22;12;14;2;1;;;;;;51
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do Ensino Básico, variante de Português e Inglês;1655;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;12;13;6;4;1;;;;;;36
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Relações Humanas e Comunicação no Trabalho;1710;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;36;36;;;;;;;;;72
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Relações Humanas e Comunicação no Trabalho;1710;L;Gestão e Administração;0;4;0;0;0;0;0;0;0;0;4;29;31;29;;;;;;;;89
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Serviço Social;1733;L;Trabalho Social e Orientação;1;2;1;0;0;0;0;0;0;0;4;;35;55;19;;;;;;;109
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Turismo;1792;L;Turismo e Lazer;3;1;0;0;0;0;0;0;0;0;4;29;30;14;;;;;;;;73
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educadores de Infância;2855;L;Formação de Educadores de Infância;0;0;0;0;0;0;0;0;0;0;0;35;;;;;;;;;;35
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Professores do 1.º Ciclo do Ensino Básico;2857;L;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;0;0;0;25;;;;;;;;;;25
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Ciências da Educação;6031;M;Ciências da Educação;0;0;0;0;0;1;1;0;0;1;3;;;;;;;15;3;37;17;72
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação Pré-Escolar;6914;M;Formação de Educadores de Infância;0;0;0;0;0;1;0;2;4;6;13;;;;;;;41;21;10;14;86
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;M;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;3;1;10;14;;;;;;;;;21;14;35
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;6925;M;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;9;4;13
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Relações Humanas e Comunicação Organizacional (regime de ensino a distância);8476;L1;Gestão e Administração;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;1;5;6
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação Social;9084;L1;Trabalho Social e Orientação;0;2;2;5;6;9;9;10;10;10;63;;;28;44;51;49;52;49;41;32;346
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Serviço Social;9238;L1;Trabalho Social e Orientação;0;1;3;4;12;4;15;12;10;18;79;;;9;65;47;70;57;40;39;38;365
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Animação Cultural;9466;L1;Artes do Espectáculo;0;0;0;0;4;1;3;3;1;1;13;;;;;;24;21;26;26;7;104
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Tradução e Interpretação: Português/Chinês - Chinês/Português;9492;L1;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;1;2;1;4;;;;;;4;10;8;15;16;53
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Comunicação Social e Educação Multimédia;9719;L1;Informação e Jornalismo - programas não classificados noutra área de formação;0;0;3;1;3;1;2;10;8;11;39;;;21;61;45;37;36;38;31;41;310
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Relações Humanas e Comunicação Organizacional;9797;L1;Gestão e Administração;0;0;3;3;2;4;5;4;8;3;32;;;21;71;42;36;37;32;31;40;310
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Turismo e Património;9809;L1;Turismo e Lazer;0;2;4;2;0;0;0;0;0;0;8;;;39;47;51;5;;;;;142
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Desporto e Bem-Estar;9851;L1;Desporto;0;0;0;0;0;4;3;5;9;7;28;;;;;;20;37;28;29;24;138
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação Básica;9853;L1;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;1;3;1;0;1;6;;;;;;65;61;57;50;56;289
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Gestão, Avaliação e Supervisão Escolar;M270;M;Ciências da Educação;0;0;0;0;0;1;0;0;0;0;1;;;;;;;20;2;;;22
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Comunicação e Media;M618;M;Informação e Jornalismo;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais;3101;Educação Matemática no Pré-escolar e 1º ciclo do Ensino Básico;M619;M;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos);0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;2;2
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Engenharia Mecânica;0303;B;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Gestão Comercial;0430;B;Comércio;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Gestão de Empresas;0440;B;Gestão e Administração;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Tradução e Secretariado;0796;B;Secretariado e Trabalho Administrativo;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Tradução;0798;B;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Comércio e Marketing;1099;L;Comércio;2;0;0;0;0;0;0;0;0;0;2;10;15;;;;;;;;;25
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Contabilidade e Finanças;1138;L;Contabilidade e Fiscalidade;4;3;0;0;0;0;0;0;0;0;7;5;25;21;1;;;;;;;52
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Engenharia Automóvel;1224;L;Construção e Reparação de Veículos a Motor;1;2;0;0;0;0;0;0;0;0;3;3;13;5;;;;;;;;21
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Engenharia Civil;1245;L;Construção Civil e Engenharia Civil;3;6;1;1;0;0;0;0;0;0;11;9;26;38;9;1;;;;;;83
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Engenharia Civil;1245;B;Construção Civil e Engenharia Civil;3;0;0;0;0;0;0;0;0;0;3;70;90;36;;;;;;;;196
Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão;3102;Engenharia Informática e Comunicações;1265;L;Electrónica e Automação;1;0;0;0;0;0;0;0;0;0;1;;3;22;7;2;;;;;;34
