NomeFaculdade;CodigoFaculdade;NomeCurso;CodigoCurso;Grau;CNAEF_3D_Nome;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A2015_Total;TotalDesempregados;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;Dip_2014;TotalDiplomados
Universidade do Porto - Faculdade de Engenharia;1105;Engenharia do Ambiente;9508;M;Tecnologia de Protecção do Ambiente;0;0;0;0;3;3;3;5;6;23;43;;;;;23;41;21;31;44;41;201
Universidade do Porto - Faculdade de Engenharia;1105;Engenharia Industrial e Gestão;9510;M;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;0;0;0;0;0;0;0;1;0;0;1;;;;46;42;51;61;71;56;67;394
Universidade do Porto - Faculdade de Engenharia;1105;Engenharia Industrial e Gestão;9510;M;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;0;0;2;2;2;1;1;1;4;7;20;;;;46;42;51;61;71;56;67;394
Universidade do Porto - Faculdade de Engenharia;1105;Engenharia Biomédica;9568;M;Tecnologia dos Processos Químicos;0;0;1;2;1;0;2;6;1;6;19;;;;15;18;11;14;24;24;20;126
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Bioengenharia;9600;L1;Tecnologia dos Processos Químicos;0;0;0;0;0;0;0;2;0;0;2;;;;;20;29;36;40;45;41;211
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Engenharia Civil;9601;L1;Construção Civil e Engenharia Civil;0;2;0;3;1;0;1;0;0;0;7;;;329;165;168;148;161;151;143;152;1417
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Engenharia do Ambiente;9602;L1;Tecnologia de Protecção do Ambiente;0;0;0;0;0;1;1;0;0;0;2;;;12;24;25;23;32;22;18;31;187
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Engª Electrotécnica e de Computadores;9603;L1;Electrónica e Automação;0;1;0;1;0;2;2;0;0;0;6;;;192;103;208;127;119;102;165;162;1178
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Industrial e Gestão;9604;L1;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;0;0;0;0;0;0;1;1;3;0;5;;;29;51;49;42;59;39;55;67;391
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Industrial e Gestão;9604;L1;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;0;0;0;0;0;0;1;0;0;0;1;;;29;51;49;42;59;39;55;67;391
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Engenharia Informática e Computação;9605;L1;Electrónica e Automação;0;1;0;0;0;0;1;1;2;0;5;;;156;77;93;102;96;67;94;78;763
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Mecânica;9606;L1;Metalurgia e Metalomecânica;0;1;0;1;1;2;4;4;0;0;13;;;97;68;80;95;131;122;113;78;784
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia, orientação em Engenharia Metalúrgica e de Materiais;9607;L1;Metalurgia e Metalomecânica;0;0;0;0;0;0;0;1;1;0;2;;;23;12;11;12;23;17;13;14;125
Universidade do Porto - Faculdade de Engenharia;1105;Ciências de Engenharia - Engenharia de Minas e Geoambiente;9897;L1;Indústrias Extractivas;0;0;0;0;1;0;0;2;1;0;4;;;;;33;8;11;6;13;7;78
Universidade do Porto - Faculdade de Engenharia;1105;Planeamento e Projecto Urbano;M520;M;Arquitectura e Urbanismo;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;6;6;12
Universidade do Porto - Faculdade de Engenharia;1105;Mecânica Computacional;M543;M;Engenharia e Técnicas Afins;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;0
Universidade do Porto - Faculdade de Farmácia;1106;Ciências Farmacêuticas;0082;L;Ciências Farmacêuticas;2;5;0;0;0;0;0;0;0;0;7;120;94;120;;;;;;;;334
Universidade do Porto - Faculdade de Farmácia;1106;Controlo de Qualidade;4119;M;Tecnologia dos Processos Químicos;1;0;0;0;0;0;0;0;0;0;1;7;6;11;6;8;;;;;;38
Universidade do Porto - Faculdade de Farmácia;1106;Farmacognosia;5347;D;Biologia e Bioquímica;0;0;0;1;0;0;0;0;0;0;1;;;;;1;;;;;;1
Universidade do Porto - Faculdade de Farmácia;1106;Microbiologia;5615;D;Biologia e Bioquímica;0;0;0;0;0;0;0;0;0;0;0;1;1;2;;;;;;;;4
Universidade do Porto - Faculdade de Farmácia;1106;Ciências Farmacêuticas;5633;D;Ciências Farmacêuticas;0;0;0;0;0;0;0;0;0;1;1;;;;;;17;17;19;16;20;89
Universidade do Porto - Faculdade de Farmácia;1106;Química Analítica;5722;D;Química;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;2;;;;;;12
Universidade do Porto - Faculdade de Farmácia;1106;Química Orgânica;5726;D;Química;0;0;0;1;0;0;0;0;0;0;1;;;;;1;;;;;;1
Universidade do Porto - Faculdade de Farmácia;1106;Tecnologia Farmacêutica;5840;D;Ciências Farmacêuticas;0;0;1;0;0;0;0;0;0;0;1;1;1;1;3;2;;;;;;8
Universidade do Porto - Faculdade de Farmácia;1106;Controlo de Qualidade;6061;M;Tecnologia dos Processos Químicos;0;0;0;0;0;1;1;0;1;3;6;;;;;7;6;14;9;11;14;61
Universidade do Porto - Faculdade de Farmácia;1106;Toxicologia Analítica Clínica e Forense;6257;M;Biologia e Bioquímica;0;0;0;0;1;0;0;0;3;0;4;;;;;1;8;;6;;15;30
Universidade do Porto - Faculdade de Farmácia;1106;Análises Clínicas;6267;M;Tecnologias de Diagnóstico e Terapêutica;0;0;0;0;0;0;1;0;0;0;1;;;;6;16;3;11;16;2;9;63
Universidade do Porto - Faculdade de Farmácia;1106;Ciências Farmacêuticas;9494;M;Ciências Farmacêuticas;0;0;7;6;3;4;9;19;24;73;145;;;;173;259;196;193;179;173;184;1357
Universidade do Porto - Faculdade de Farmácia;1106;Estudos Básicos de Ciências Farmacêuticas;9612;L1;Ciências Farmacêuticas;0;0;1;1;0;1;1;0;0;0;4;;;;150;192;148;151;183;177;152;1153
Universidade do Porto - Faculdade de Farmácia;1106;Química Farmacêutica;M675;M;Tecnologia dos Processos Químicos;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;Arqueologia;0071;L;História e Arqueologia;0;3;6;0;0;0;0;0;0;0;9;14;18;26;40;;;;;;;98
Universidade do Porto - Faculdade de Letras;1107;Filosofia;0360;L;Filosofia e Ética;7;7;8;0;0;0;0;0;0;0;22;80;29;34;36;;;;;;;179
Universidade do Porto - Faculdade de Letras;1107;Estudos Europeus;0361;L;Sociologia e Outros Estudos;1;0;0;0;0;0;0;0;0;0;1;16;14;26;;;;;;;;56
Universidade do Porto - Faculdade de Letras;1107;Geografia;0389;L;Ciências da Terra;5;3;7;0;0;0;0;0;0;0;15;133;64;44;45;;;;;;;286
Universidade do Porto - Faculdade de Letras;1107;História;0453;L;História e Arqueologia;1;6;10;0;0;0;0;0;0;0;17;72;43;52;59;;;;;;;226
Universidade do Porto - Faculdade de Letras;1107;História, variante de Arqueologia;0459;L;História e Arqueologia;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;1
Universidade do Porto - Faculdade de Letras;1107;História, variante de História da Arte;0468;L;Belas-Artes;0;0;0;0;0;0;0;0;0;0;0;3;;;;;;;;;;3
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Franceses e Alemães;0520;L;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;7;7;;;;;;;;;14
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses;0524;L;Línguas e Literaturas Estrangeiras;0;1;3;0;0;0;0;0;0;0;4;41;8;15;8;;;;;;;72
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;0528;L;Línguas e Literaturas Estrangeiras;0;1;2;0;0;0;0;0;0;0;3;59;37;33;20;;;;;;;149
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses;0530;L;Língua e Literatura Materna;1;6;0;0;0;0;0;0;0;0;7;63;23;12;;;;;;;;98
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses;0530;L;Língua e Literatura Materna;0;0;0;0;0;0;0;0;0;0;0;63;23;12;;;;;;;;98
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;0532;L;Línguas e Literaturas Estrangeiras;2;1;0;0;0;0;0;0;0;0;3;15;11;8;8;;;;;;;42
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;0534;L;Línguas e Literaturas Estrangeiras;1;0;6;0;0;0;0;0;0;0;7;25;15;14;12;;;;;;;66
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;0536;L;Línguas e Literaturas Estrangeiras;1;0;2;0;0;0;0;0;0;0;3;70;29;16;19;;;;;;;134
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;0538;L;Línguas e Literaturas Estrangeiras;3;7;6;0;0;0;0;0;0;0;16;105;54;39;47;;;;;;;245
Universidade do Porto - Faculdade de Letras;1107;Sociologia;0759;L;Sociologia e Outros Estudos;1;4;8;2;0;0;0;0;0;0;15;32;24;42;42;32;;;;;;172
Universidade do Porto - Faculdade de Letras;1107;História da Arte;0871;L;Belas-Artes;2;4;3;0;0;0;0;0;0;0;9;11;20;37;36;;;;;;;104
Universidade do Porto - Faculdade de Letras;1107;Estudos Europeus, variante de Inglês e Alemão;0874;L;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;4
Universidade do Porto - Faculdade de Letras;1107;Ciência da Informação;1093;L;Biblioteconomia, Arquivo e Documentação (BAD);3;2;2;0;0;0;0;0;0;0;7;16;17;25;27;;;;;;;85
Universidade do Porto - Faculdade de Letras;1107;Estudos Europeus, variante de Línguas e Relações Internacionais;1352;L;Línguas e Literaturas Estrangeiras;0;0;3;0;0;0;0;0;0;0;3;;;;15;;;;;;;15
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Franceses;1535;L;Línguas e Literaturas Estrangeiras;0;0;2;0;0;0;0;0;0;0;2;;;;6;;;;;;;6
Universidade do Porto - Faculdade de Letras;1107;Línguas e Literaturas Modernas, variante de Estudos Anglo-Americanos;1583;L;Línguas e Literaturas Estrangeiras;0;0;1;0;0;0;0;0;0;0;1;;;;20;;;;;;;20
Universidade do Porto - Faculdade de Letras;1107;Líng e Literat Modernas, var de Língua e Cultura Portug (Ens Port Líng Est);1586;L;Formação de Professores de Áreas Disciplinares Específicas;0;0;3;0;0;0;0;0;0;0;3;;;;5;;;;;;;5
Universidade do Porto - Faculdade de Letras;1107;Línguas e Lit Modernas, var. de Português - Língua, Literatura e Cultura;1590;L;Língua e Literatura Materna;0;0;5;0;0;0;0;0;0;0;5;;;;27;;;;;;;27
Universidade do Porto - Faculdade de Letras;1107;Jornalismo e Ciências da Comunicação;1599;L;Jornalismo e Reportagem;7;2;12;0;0;0;0;0;0;0;21;46;58;59;55;;;;;;;218
Universidade do Porto - Faculdade de Letras;1107;Arqueologia;4018;M;História e Arqueologia;0;0;0;0;0;0;0;0;0;0;0;;;1;;;;;;;;1
Universidade do Porto - Faculdade de Letras;1107;Cultura e Comunicação;4226;M;Jornalismo e Reportagem;1;1;0;0;0;0;0;0;0;0;2;1;2;6;;;;;;;;9
Universidade do Porto - Faculdade de Letras;1107;Estudos Africanos;4306;M;Sociologia e Outros Estudos;0;1;0;0;0;0;0;0;0;0;1;4;1;1;11;2;;;;;;19
Universidade do Porto - Faculdade de Letras;1107;Estudos Anglo-Americanos;4318;M;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;5;5;2;;;;;;;;12
Universidade do Porto - Faculdade de Letras;1107;Estudos de Tradução;4337;M;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;Filosofia Moderna e Contemporânea;4372;M;Filosofia e Ética;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;4
Universidade do Porto - Faculdade de Letras;1107;Geografia Humana, Território e Desenvolvimento;4422;M;Sociologia e Outros Estudos;0;1;0;0;0;0;0;0;0;0;1;;10;2;;;;;;;;12
Universidade do Porto - Faculdade de Letras;1107;História da Educação;4500;M;História e Arqueologia;0;0;1;0;0;0;0;0;0;0;1;7;8;2;6;4;;;;;;27
Universidade do Porto - Faculdade de Letras;1107;História Contemporânea;4503;M;História e Arqueologia;1;0;0;0;0;0;0;0;0;0;1;6;7;3;4;3;;;;;;23
Universidade do Porto - Faculdade de Letras;1107;História Medieval;4516;M;História e Arqueologia;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;História Moderna;4522;M;História e Arqueologia;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;História de Arte;4529;M;Belas-Artes;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;História de Arte em Portugal;4530;M;Belas-Artes;0;1;2;0;0;0;0;0;0;0;3;7;1;5;6;;;;;;;19
Universidade do Porto - Faculdade de Letras;1107;Linguística;4576;M;Línguas e Literaturas Estrangeiras;0;1;0;0;0;0;0;0;0;0;1;;;3;;;;;;;;3
Universidade do Porto - Faculdade de Letras;1107;Linguística e Ensino da Língua;4584;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;0;0;0;0;0;0;0;3;;;;;;;;;;3
Universidade do Porto - Faculdade de Letras;1107;Literaturas Românicas;4653;M;Línguas e Literaturas Estrangeiras;0;1;0;0;0;0;0;0;0;0;1;;5;9;;;;;;;;14
Universidade do Porto - Faculdade de Letras;1107;Literaturas Românicas Modernas e Contemporâneas;4654;M;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;Sociologia: Sociedade Portuguesa Contemporânea, Estruturas e Dinâmicas;4818;M;Sociologia e Outros Estudos;0;1;0;2;1;0;0;0;0;0;4;;;2;2;4;1;;;;;9
Universidade do Porto - Faculdade de Letras;1107;Sociologia-Construção Europeia e Mudança Social em Portugal;4850;M;Sociologia e Outros Estudos;0;0;0;0;0;0;0;0;0;0;0;4;1;;;;;;;;;5
Universidade do Porto - Faculdade de Letras;1107;Sociologia - Poder Local, Desenvolvimento e Mudança Social;4853;M;Sociologia e Outros Estudos;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0
Universidade do Porto - Faculdade de Letras;1107;Texto Dramático;4897;M;Línguas e Literaturas Estrangeiras;0;0;0;1;0;0;0;0;0;0;1;;;1;1;2;;;;;;4
Universidade do Porto - Faculdade de Letras;1107;Literatura e Cultura Comparadas;4922;M;História e Arqueologia;0;2;0;0;0;0;0;0;0;0;2;;;2;2;4;;;;;;8
Universidade do Porto - Faculdade de Letras;1107;Museologia;5378;D;História e Arqueologia;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;5;1;6
Universidade do Porto - Faculdade de Letras;1107;História;5403;D;História e Arqueologia;2;0;0;0;0;0;0;0;0;0;2;5;3;;;;;;;;;8
Universidade do Porto - Faculdade de Letras;1107;História da Arte;5405;D;Belas-Artes;0;0;0;0;0;0;0;0;0;0;0;6;4;;;;;;;;;10
Universidade do Porto - Faculdade de Letras;1107;Letras;5422;D;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;0;0;2;;18;19;17;10;;;;;66
Universidade do Porto - Faculdade de Letras;1107;Literatura;5435;D;História e Arqueologia;1;0;0;0;0;0;0;0;0;0;1;2;1;;;;;;;;;3
Universidade do Porto - Faculdade de Letras;1107;Informação e Comunicação em Plataformas Digitais;5591;D;Ciências Informáticas;0;0;0;0;0;0;0;0;0;1;1;;;;;;2;2;2;7;11;24
Universidade do Porto - Faculdade de Letras;1107;Sociologia;5795;D;Sociologia e Outros Estudos;1;0;0;0;0;0;0;0;0;0;1;1;1;;;;;;;;;2
Universidade do Porto - Faculdade de Letras;1107;Arqueologia;6011;M;História e Arqueologia;0;0;0;0;0;0;2;0;1;0;3;;;;;3;9;2;11;12;11;48
Universidade do Porto - Faculdade de Letras;1107;Estudos de Teatro;6111;M;Artes do Espectáculo;0;0;0;0;0;0;0;1;0;0;1;;;;;;;;;1;3;4
Universidade do Porto - Faculdade de Letras;1107;História da Arte Portuguesa;6162;M;Belas-Artes;0;0;0;1;0;6;1;1;1;1;11;;;;;4;20;21;12;11;5;73
Universidade do Porto - Faculdade de Letras;1107;História e Educação;6165;M;História e Arqueologia;0;0;0;0;1;1;0;0;0;0;2;;;;;;9;5;1;;;15
Universidade do Porto - Faculdade de Letras;1107;História e Património;6167;M;História e Arqueologia;0;0;0;2;0;3;1;3;1;3;13;;;;;15;1;12;13;14;9;64
Universidade do Porto - Faculdade de Letras;1107;História Medieval e do Renascimento;6170;M;História e Arqueologia;0;0;0;1;1;3;1;1;0;0;7;;;;;4;4;6;8;4;;26
Universidade do Porto - Faculdade de Letras;1107;Português Língua Segunda/Língua Estrangeira;6323;M;Língua e Literatura Materna;0;0;0;0;0;0;0;1;0;0;1;;;;;11;8;15;16;10;18;78
Universidade do Porto - Faculdade de Letras;1107;Turismo;6334;M;Turismo e Lazer;0;0;0;0;0;1;0;1;1;0;3;;;;;;;7;8;10;8;33
Universidade do Porto - Faculdade de Letras;1107;Ensino de Inglês e de Alemão/Francês/Espanhol no Ensino Básico;6445;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;1;0;0;0;0;0;1;;;;;1;3;6;3;;;13
Universidade do Porto - Faculdade de Letras;1107;Ensino de História e de Geografia no 3.º C. do Ens Bás. e no Ens Secundário;6457;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;1;2;2;0;2;4;11;;;;;;4;10;17;23;22;76
Universidade do Porto - Faculdade de Letras;1107;Ensino de Filosofia no Ensino Secundário;6459;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;0;0;0;0;2;1;3;;;;;;5;9;6;7;12;39
Universidade do Porto - Faculdade de Letras;1107;Ensino de Português no 3.º C Ens Bás e Ens Sec e  Líng Estrang Ens Bas e Se;6462;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;2;2;2;1;1;1;9;;;;;10;15;22;35;35;30;147
Universidade do Porto - Faculdade de Letras;1107;Ensino de Inglês e de Alemão/Francês/Espanhol no 3.º C. Ens Bás e no Ens Se;6463;M;Formação de Professores de Áreas Disciplinares Específicas;0;0;0;0;0;1;2;0;2;0;5;;;;;8;9;21;40;18;20;116
Universidade do Porto - Faculdade de Letras;1107;Riscos, Cidades e Ordenamento do Território;6953;M;Arquitectura e Urbanismo;0;0;0;0;1;0;0;0;0;3;4;;;;;;8;13;14;17;10;62
Universidade do Porto - Faculdade de Letras;1107;Arqueologia;9006;L1;História e Arqueologia;0;0;0;1;1;3;3;6;3;3;20;;;;30;23;29;26;25;33;18;184
Universidade do Porto - Faculdade de Letras;1107;Ciências da Linguagem;9040;L1;Língua e Literatura Materna;0;0;0;0;0;0;0;2;1;1;4;;;;;3;6;15;9;7;12;52
Universidade do Porto - Faculdade de Letras;1107;Estudos Portugueses e Lusófonos;9138;L1;Língua e Literatura Materna;0;0;2;0;2;1;1;0;0;0;6;;;;5;6;23;6;11;8;19;78
Universidade do Porto - Faculdade de Letras;1107;Filosofia;9139;L1;Filosofia e Ética;0;0;0;4;5;4;2;6;2;5;28;;;;57;36;42;41;34;37;31;278
Universidade do Porto - Faculdade de Letras;1107;Geografia;9143;L1;Ciências da Terra;0;0;2;6;3;6;4;15;4;4;44;;;;55;47;41;46;52;64;48;353
Universidade do Porto - Faculdade de Letras;1107;História;9181;L1;História e Arqueologia;0;0;2;8;0;5;4;11;10;4;44;;;;43;59;25;67;44;66;52;356
Universidade do Porto - Faculdade de Letras;1107;História da Arte;9182;L1;Belas-Artes;0;0;0;1;1;0;4;2;2;3;13;;;;25;31;27;23;18;23;27;174
Universidade do Porto - Faculdade de Letras;1107;Línguas Aplicadas;9192;L1;Línguas e Literaturas Estrangeiras;0;0;0;0;2;0;2;5;5;6;20;;;;9;13;15;17;23;31;38;146
Universidade do Porto - Faculdade de Letras;1107;Línguas e Relações Internacionais;9197;L1;Línguas e Literaturas Estrangeiras;0;0;1;3;0;1;3;5;1;8;22;;;;17;30;21;22;40;44;43;217
Universidade do Porto - Faculdade de Letras;1107;Línguas, Literaturas e Culturas;9204;L1;Línguas e Literaturas Estrangeiras;0;0;6;4;5;5;4;9;8;1;42;;;;69;76;61;57;56;75;58;452
Universidade do Porto - Faculdade de Letras;1107;Sociologia;9240;L1;Sociologia e Outros Estudos;0;0;0;0;0;2;6;9;4;8;29;;;;32;31;38;33;45;47;50;276
Universidade do Porto - Faculdade de Letras;1107;Ciências da Comunicação;9272;M;Jornalismo e Reportagem;0;0;0;0;2;2;2;3;2;2;13;;;;;;29;29;33;28;13;132
Universidade do Porto - Faculdade de Letras;1107;Filosofia;9293;M;Filosofia e Ética;0;0;0;0;4;1;4;0;1;0;10;;;;;7;9;6;12;11;7;52
Universidade do Porto - Faculdade de Letras;1107;História Contemporânea;9302;M;História e Arqueologia;0;0;0;0;2;0;3;0;2;0;7;;;;;;9;11;9;10;11;50
Universidade do Porto - Faculdade de Letras;1107;Museologia;9318;M;História e Arqueologia;0;0;0;0;1;0;0;0;1;0;2;;;;;;14;6;14;5;6;45
Universidade do Porto - Faculdade de Letras;1107;Sociologia;9333;M;Sociologia e Outros Estudos;0;0;0;2;3;2;1;2;3;3;16;;;;;20;29;16;21;15;17;118
Universidade do Porto - Faculdade de Letras;1107;História;9341;D;História e Arqueologia;0;0;0;0;0;0;0;2;0;0;2;;;;;;4;;14;6;5;29
Universidade do Porto - Faculdade de Letras;1107;Sociologia;9344;D;Sociologia e Outros Estudos;0;0;0;0;0;0;0;1;0;0;1;;;;;;3;;7;7;7;24
Universidade do Porto - Faculdade de Letras;1107;Estudos Anglo-Americanos;9429;M;Línguas e Literaturas Estrangeiras;0;0;0;0;1;1;1;0;0;1;4;;;;1;10;21;6;7;7;9;61
Universidade do Porto - Faculdade de Letras;1107;Tradução e Serviços Linguísticos;9634;M;Línguas e Literaturas Estrangeiras;0;0;0;1;0;1;2;0;1;1;6;;;;;10;18;15;16;7;26;92
Universidade do Porto - Faculdade de Letras;1107;Riscos, Ordenamento do Território e Sistemas de Informação Geográfica;9635;M;Ciências da Terra;0;0;0;2;0;0;0;0;0;0;2;;;;;5;;;;;;5
Universidade do Porto - Faculdade de Letras;1107;História, Relações Internacionais e Cooperação;9636;M;História e Arqueologia;0;0;0;1;0;1;1;1;2;1;7;;;;;13;13;7;20;14;12;79
Universidade do Porto - Faculdade de Letras;1107;Sistemas de Informação Geográfica e Ordenamento do Território;9637;M;Ciências da Terra;0;0;0;0;1;0;0;0;4;1;6;;;;;15;16;10;16;7;18;82
Universidade do Porto - Faculdade de Letras;1107;Linguística;9653;M;Línguas e Literaturas Estrangeiras;0;0;0;0;0;0;0;0;0;1;1;;;;1;4;10;4;6;5;5;35
Universidade do Porto - Faculdade de Letras;1107;Literaturas e Culturas Românicas;9654;D;História e Arqueologia;0;0;0;0;1;0;0;0;0;0;1;;;;;;2;2;6;10;8;28
Universidade do Porto - Faculdade de Letras;1107;Estudos Literários, Culturais e Interartes;9655;M;História e Arqueologia;0;0;0;0;3;1;4;1;4;0;13;;;;;13;22;9;13;12;12;81
Universidade do Porto - Faculdade de Letras;1107;Ciência da Informação;9694;L1;Biblioteconomia, Arquivo e Documentação (BAD);0;0;0;1;1;2;2;4;7;8;25;;;;29;28;32;32;36;28;37;222
Universidade do Porto - Faculdade de Letras;1107;Ciências da Comunicação: Jornalismo, Assessoria, Multimédia;9701;L1;Jornalismo e Reportagem;0;0;7;4;3;7;9;11;12;24;77;;;;47;73;55;84;86;70;100;515
Universidade do Porto - Faculdade de Letras;1107;Estudos Medievais;M595;M;História e Arqueologia;0;0;0;0;0;0;0;0;1;1;2;;;;;;;;;1;4;5
Universidade do Porto - Faculdade de Medicina;1108;Medicina;0580;L;Medicina;1;1;0;0;0;0;0;0;0;0;2;150;182;187;;;;;;;;519
Universidade do Porto - Faculdade de Medicina;1108;Bioética;4049;M;Filosofia e Ética;0;1;0;0;0;0;0;0;0;0;1;4;2;8;;;;;;;;14
Universidade do Porto - Faculdade de Medicina;1108;Medicina e Oncologia Molecular;4942;M;Medicina;0;1;0;0;0;0;0;0;0;0;1;;;6;;;;;;;;6
Universidade do Porto - Faculdade de Medicina;1108;Biologia Humana;5060;D;Biologia e Bioquímica;0;0;1;0;0;0;0;0;0;0;1;5;10;11;10;11;12;;;;;59
Universidade do Porto - Faculdade de Medicina;1108;Ciências Forenses;6046;M;Ciências da Vida - programas não classificados noutra área de formação;0;0;0;0;0;0;0;2;0;0;2;;;;11;8;5;1;16;9;13;63
Universidade do Porto - Faculdade de Medicina;1108;Ciências Forenses;6046;M;Ciências da Vida - programas não classificados noutra área de formação;0;0;0;0;0;0;0;0;2;1;3;;;;11;8;5;1;16;9;13;63
Universidade do Porto - Faculdade de Medicina;1108;Epidemiologia;6097;M;Medicina;0;0;0;0;0;0;1;0;0;0;1;;;;3;3;15;1;9;7;6;44
Universidade do Porto - Faculdade de Medicina;1108;Medicina e Oncologia Molecular;6194;M;Medicina;0;0;0;0;0;0;0;0;2;0;2;;;;21;17;11;;7;3;10;69
Universidade do Porto - Faculdade de Medicina;1108;Saúde Pública;6239;M;Serviços de Saúde Pública;0;0;0;0;1;0;1;0;0;0;2;;;;11;14;34;8;21;7;18;113
Universidade do Porto - Faculdade de Medicina;1108;Cuidados Paliativos;6680;M;Enfermagem;0;0;0;0;0;0;0;2;1;0;3;;;;;;;2;17;29;17;65
Universidade do Porto - Faculdade de Medicina;1108;Informática Médica;9525;M;Informática - programas não classificados noutra área de formação;0;0;0;0;0;1;0;0;2;0;3;;;;;;17;14;19;17;13;80
Universidade do Porto - Faculdade de Medicina;1108;Medicina;9813;M;Medicina;0;0;0;0;1;0;0;0;0;0;1;;;;183;197;236;227;242;260;230;1575
Universidade do Porto - Faculdade de Medicina;1108;Educação para a Saúde;M087;M;Serviços de Saúde Pública;0;0;0;0;0;1;0;1;1;0;3;;;;;;;8;12;18;6;44
Universidade do Porto - Faculdade de Medicina;1108;Sociologia e Saúde;M230;M;Sociologia e Outros Estudos;0;0;0;0;0;0;2;0;1;0;3;;;;;;;;3;;3;6
Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação;1109;Ciências da Educação;0080;L;Ciências da Educação;2;4;3;0;0;0;0;0;0;0;9;61;36;38;41;;;;;;;176
Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação;1109;Psicologia;0695;L;Psicologia;8;7;0;0;0;0;0;0;0;0;15;132;129;120;;;;;;;;381
Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação;1109;Ciências da Educação;4078;M;Ciências da Educação;0;0;1;4;2;0;0;0;0;0;7;11;15;43;18;39;2;;;;;128
