CodigoFaculdade;NomeFaculdade;CodigoCurso;NomeCurso;Grau;TotalDesempregados;TotalDiplomados
0300;Universidade de Aveiro;9461;Engenharia Química;Mestrado;13;94
0300;Universidade de Aveiro;9569;Engenharia Civil;Mestrado;9;123
0300;Universidade de Aveiro;9577;Ciências de Engenharia de Computadores e Telemática;Licenciatura;2;123
0300;Universidade de Aveiro;9578;Ciências de Engenharia Electrónica e Telecomunicações;Licenciatura;2;191
0300;Universidade de Aveiro;9579;Ciências de Engenharia Mecânica;Licenciatura;5;133
0300;Universidade de Aveiro;9580;Ciências de Engenharia Química;Licenciatura;6;66
0300;Universidade de Aveiro;9704;Ciências da Engenharia Civil;Licenciatura;2;149
0300;Universidade de Aveiro;9804;Técnico Superior de Justiça;Licenciatura;3;149
0300;Universidade de Aveiro;9853;Educação Básica;Licenciatura;2;54
0400;Universidade da Beira Interior;0063;Bioquímica;Licenciatura;11;163
0400;Universidade da Beira Interior;0076;Ciências da Comunicação;Licenciatura;39;276
0400;Universidade da Beira Interior;0086;Ciências do Desporto;Licenciatura;20;292
0400;Universidade da Beira Interior;0112;Comunicação Social;Licenciatura;1;1
0400;Universidade da Beira Interior;0156;Economia;Licenciatura;21;341
0400;Universidade da Beira Interior;0200;Engenharia Aeronáutica;Licenciatura;7;119
0400;Universidade da Beira Interior;0233;Engenharia Civil;Licenciatura;59;536
0400;Universidade da Beira Interior;0237;Engenharia Civil, variante de Planeamento e Urbanismo;Licenciatura;1;1
0400;Universidade da Beira Interior;0241;Engenharia Electromecânica;Licenciatura;8;146
0400;Universidade da Beira Interior;0248;Engenharia Electrotécnica;Licenciatura;1;40
0400;Universidade da Beira Interior;0292;Engenharia Informática;Licenciatura;6;44
0400;Universidade da Beira Interior;0304;Engenharia Mecânica;Licenciatura;2;38
0400;Universidade da Beira Interior;0323;Engenharia do Papel;Licenciatura;2;29
0400;Universidade da Beira Interior;0327;Engenharia da Produção e Gestão Industrial;Licenciatura;11;133
0400;Universidade da Beira Interior;0331;Engenharia Química;Licenciatura;5;28
0400;Universidade da Beira Interior;0344;Engenharia Têxtil;Licenciatura;7;125
0400;Universidade da Beira Interior;0360;Filosofia;Licenciatura;7;40
0400;Universidade da Beira Interior;0375;Física (Ensino de);Licenciatura;3;50
0400;Universidade da Beira Interior;0377;Física Aplicada;Licenciatura;2;17
0400;Universidade da Beira Interior;0383;Física e Química (Ensino de);Licenciatura;15;67
0400;Universidade da Beira Interior;0416;Gestão;Licenciatura;34;522
0400;Universidade da Beira Interior;0480;Informática (Ensino de);Licenciatura;2;62
0400;Universidade da Beira Interior;0521;Língua e Cultura Portuguesas (Ensino de);Licenciatura;5;21
0400;Universidade da Beira Interior;0560;Matemática (Ensino de);Licenciatura;23;218
0400;Universidade da Beira Interior;0562;Marketing;Licenciatura;9;61
0400;Universidade da Beira Interior;0574;Matemática/Informática;Licenciatura;11;119
0400;Universidade da Beira Interior;0695;Psicologia;Licenciatura;16;139
0400;Universidade da Beira Interior;0714;Química Industrial;Licenciatura;17;164
0400;Universidade da Beira Interior;0759;Sociologia;Licenciatura;31;252
0400;Universidade da Beira Interior;1068;Cinema;Licenciatura;5;21
0400;Universidade da Beira Interior;1151;Design Multimédia;Licenciatura;11;89
0400;Universidade da Beira Interior;1153;Design Têxtil e do Vestuário;Licenciatura;5;59
0400;Universidade da Beira Interior;1537;Português e Espanhol;Licenciatura;3;39
0400;Universidade da Beira Interior;1581;Português e Inglês;Licenciatura;2;15
0400;Universidade da Beira Interior;1607;Língua e Cultura Portuguesas;Licenciatura;25;152
0400;Universidade da Beira Interior;1690;Optometria e Optotecnia (Física Aplicada);Licenciatura;5;143
0400;Universidade da Beira Interior;4076;Ciências da Comunicação;Mestrado;3;10
0400;Universidade da Beira Interior;4156;Economia;Mestrado;1;1
0400;Universidade da Beira Interior;4194;Engenharia Civil - Construção;Mestrado;2;7
0400;Universidade da Beira Interior;4208;Engenharia Informática;Mestrado;1;10
0400;Universidade da Beira Interior;4400;Economia e Políticas Autárquicas;Mestrado;3;7
0400;Universidade da Beira Interior;4474;Gestão;Mestrado;1;31
0400;Universidade da Beira Interior;4562;Imunologia Clínica;Mestrado;1;16
0400;Universidade da Beira Interior;4574;Língua, Cultura Portuguesa e Didáctica;Mestrado;5;39
0400;Universidade da Beira Interior;4768;Química;Mestrado;1;15
0400;Universidade da Beira Interior;4846;Sociologia;Mestrado;3;19
0400;Universidade da Beira Interior;6043;Ciências do Desporto;Mestrado;1;29
0400;Universidade da Beira Interior;6084;Educação Social e Comunitária;Mestrado;1;6
0400;Universidade da Beira Interior;6091;Engenharia Electrotécnica e de Computadores;Mestrado;1;27
0400;Universidade da Beira Interior;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;Mestrado;2;25
0400;Universidade da Beira Interior;6569;Engenharia Civil - Estruturas;Mestrado;1;1
0400;Universidade da Beira Interior;6762;Engenharia Aeronáutica;Mestrado;1;62
0400;Universidade da Beira Interior;6763;Engenharia Electromecânica;Mestrado;1;35
0400;Universidade da Beira Interior;8053;Ciências Básicas em Arquitectura;Licenciatura;3;38
0400;Universidade da Beira Interior;9015;Bioquímica;Licenciatura;7;117
0400;Universidade da Beira Interior;9020;Ciência Política e Relações Internacionais;Licenciatura;2;5
0400;Universidade da Beira Interior;9023;Ciências da Comunicação;Licenciatura;18;185
0400;Universidade da Beira Interior;9048;Cinema;Licenciatura;8;127
0400;Universidade da Beira Interior;9071;Design de Moda;Licenciatura;4;81
0400;Universidade da Beira Interior;9074;Design Industrial;Licenciatura;10;73
0400;Universidade da Beira Interior;9075;Design Multimédia;Licenciatura;14;128
0400;Universidade da Beira Interior;9081;Economia;Licenciatura;15;88
0400;Universidade da Beira Interior;9089;Engenharia Civil;Licenciatura;4;56
0400;Universidade da Beira Interior;9123;Engenharia Mecânica;Licenciatura;2;9
0400;Universidade da Beira Interior;9125;Engenharia Química;Licenciatura;1;19
0400;Universidade da Beira Interior;9139;Filosofia;Licenciatura;5;50
0400;Universidade da Beira Interior;9147;Gestão;Licenciatura;16;144
0400;Universidade da Beira Interior;9204;Línguas, Literaturas e Culturas;Licenciatura;3;44
0400;Universidade da Beira Interior;9205;Marketing;Licenciatura;8;95
0400;Universidade da Beira Interior;9209;Matemática;Licenciatura;2;8
0400;Universidade da Beira Interior;9216;Optometria - Ciências da Visão;Licenciatura;10;164
0400;Universidade da Beira Interior;9219;Psicologia;Licenciatura;3;105
0400;Universidade da Beira Interior;9225;Química Industrial;Licenciatura;2;38
0400;Universidade da Beira Interior;9240;Sociologia;Licenciatura;12;83
0400;Universidade da Beira Interior;9257;Arquitectura;Mestrado;11;96
0400;Universidade da Beira Interior;9280;Economia;Mestrado;1;31
0400;Universidade da Beira Interior;9314;Marketing;Mestrado;1;29
0400;Universidade da Beira Interior;9396;Bioquímica;Mestrado;8;78
0400;Universidade da Beira Interior;9403;Cinema - Realização;Mestrado;7;18
0400;Universidade da Beira Interior;9407;Design Multimédia;Mestrado;1;12
0400;Universidade da Beira Interior;9420;Engenharia e Gestão Industrial;Mestrado;2;35
0400;Universidade da Beira Interior;9443;Química Industrial;Mestrado;5;43
0400;Universidade da Beira Interior;9463;Psicologia;Mestrado;9;81
0400;Universidade da Beira Interior;9512;Ciências Biomédicas;Mestrado;1;11
0400;Universidade da Beira Interior;9515;Comunicação Estratégica: Publicidade e Relações Públicas;Mestrado;1;9
0400;Universidade da Beira Interior;9518;Design de Moda;Mestrado;1;26
0400;Universidade da Beira Interior;9519;Design Industrial Tecnológico;Mestrado;1;9
0400;Universidade da Beira Interior;9569;Engenharia Civil;Mestrado;1;40
0400;Universidade da Beira Interior;9658;Sistemas de Informação Geográfica;Mestrado;1;9
0400;Universidade da Beira Interior;9707;Ciências do Desporto;Licenciatura;9;129
0400;Universidade da Beira Interior;9740;Engenharia Aeronáutica;Licenciatura;1;67
0400;Universidade da Beira Interior;9918;Estudos Portugueses e Espanhóis;Licenciatura;1;22
0501;Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0016;Antropologia;Licenciatura;16;98
0501;Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0022;Arquitectura;Licenciatura;34;314
0501;Universidade de Coimbra - Faculdade de Ciências e Tecnologia;0048;Biologia;Licenciatura;34;562
