CodigoFaculdade;NomeFaculdade;CodigoCurso;NomeCurso;Grau;TotalDesempregados;TotalDiplomados
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9520;Engenharia Agronómica;Mestrado;3;104
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9567;Engenharia Alimentar;Mestrado;7;65
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0016;Antropologia;Licenciatura;15;86
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0093;Ciência Política;Licenciatura;7;146
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0112;Comunicação Social;Licenciatura;30;355
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0423;Gestão e Administração Pública;Licenciatura;48;622
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0626;Política Social;Licenciatura;41;490
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0732;Relações Internacionais;Licenciatura;28;410
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0762;Sociologia do Trabalho;Licenciatura;24;322
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4042;Ciência Política;Mestrado;3;19
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4804;Relações Internacionais;Mestrado;1;48
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4846;Sociologia;Mestrado;3;52
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;5419;Ciências Sociais;Doutoramento;1;13
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6244;Sociologia das Organizações e do Trabalho;Mestrado;1;7
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6426;Política Social;Mestrado;2;47
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9002;Administração Pública;Licenciatura;7;101
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9019;Ciência Política;Licenciatura;5;34
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9023;Ciências da Comunicação;Licenciatura;13;101
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9229;Relações Internacionais;Licenciatura;7;80
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9238;Serviço Social;Licenciatura;3;47
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9240;Sociologia;Licenciatura;8;73
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9448;Antropologia;Licenciatura;5;26
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0156;Economia;Licenciatura;32;1013
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0416;Gestão;Licenciatura;47;1129
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0570;Matemática Aplicada à Economia e à Gestão;Licenciatura;3;122
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;0654;Finanças;Licenciatura;1;27
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4136;Desenvolvimento e Cooperação Internacional;Mestrado;1;107
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4156;Economia;Mestrado;2;25
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4178;Economia e Gestão de Ciência e Tecnologia;Mestrado;1;24
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4182;Economia e Política da Energia e do Ambiente;Mestrado;1;29
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4293;Economia e Estudos Europeus;Mestrado;1;25
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4464;Gestão/MBA;Mestrado;6;89
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4481;Gestão e Estratégia Industrial;Mestrado;2;81
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4659;Marketing;Mestrado;3;42
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;4836;Sociologia Económica e das Organizações;Mestrado;2;56
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6437;Economia Internacional e Estudos Europeus;Mestrado;1;3
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;6438;Contabilidade, Fiscalidade e Finanças Empresariais;Mestrado;1;9
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9081;Economia;Licenciatura;22;468
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9147;Gestão;Licenciatura;25;677
0805;Universidade Técnica de Lisboa - Instituto Superior de Economia e Gestão;9402;Ciências Empresariais;Mestrado;1;49
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0086;Ciências do Desporto;Licenciatura;42;1117
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0129;Dança;Licenciatura;1;64
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0172;Educação Especial e Reabilitação;Licenciatura;8;159
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;0354;Ergonomia;Licenciatura;3;86
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;1703;Reabilitação Psicomotora;Licenciatura;10;152
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4078;Ciências da Educação;Mestrado;1;79
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4343;Educação Física;Mestrado;1;17
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4484;Gestão do Desporto;Mestrado;1;48
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4754;Psicologia do Desporto;Mestrado;1;61
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;4795;Reabilitação;Mestrado;2;16
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;Mestrado;1;47
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9068;Dança;Licenciatura;1;20
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9162;Gestão do Desporto;Licenciatura;5;57
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;9841;Reabilitação Psicomotora;Licenciatura;4;91
0806;Universidade Técnica de Lisboa - Faculdade de Motricidade Humana;M147;Reabilitação Psicomotora;Mestrado;1;8
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0022;Arquitectura;Licenciatura;4;96
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0204;Engenharia Aeroespacial;Licenciatura;1;124
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0213;Engenharia do Ambiente;Licenciatura;6;144
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0220;Engenharia de Minas e Georrecursos;Licenciatura;2;51
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0224;Engenharia Biológica;Licenciatura;1;183
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0233;Engenharia Civil;Licenciatura;50;1057
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0255;Engenharia Electrotécnica e de Computadores;Licenciatura;16;1008
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0272;Engenharia Física Tecnológica;Licenciatura;3;150
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0290;Engenharia e Gestão Industrial;Licenciatura;6;172
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0294;Engenharia Informática e de Computadores;Licenciatura;9;797
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0302;Engenharia de Materiais;Licenciatura;8;99
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0304;Engenharia Mecânica;Licenciatura;26;630
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0331;Engenharia Química;Licenciatura;9;410
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0345;Engenharia do Território;Licenciatura;4;128
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;0568;Matemática Aplicada e Computação;Licenciatura;4;121
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4115;Construção;Mestrado;1;118
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4149;Ecologia, Gestão e Modelação dos Recursos Marinhos;Mestrado;1;37
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4195;Engenharia Electrotécnica e de Computadores;Mestrado;5;259
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4210;Engenharia Mecânica;Mestrado;2;101
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4240;Engenharia de Estruturas;Mestrado;2;91
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4396;Física;Mestrado;1;19
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4403;Engenharia de Concepção;Mestrado;2;12
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4423;Geotecnia para Engenharia Civil;Mestrado;1;5
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4470;Georrecursos;Mestrado;1;73
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4492;Hidráulica e Recursos Hídricos;Mestrado;2;62
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4895;Urbanística e Gestão do Território;Mestrado;1;18
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4902;Recuperação e Conservação do Património Construído;Mestrado;2;19
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;4976;Engenharia Física Tecnológica;Mestrado;2;14
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5068;Biotecnologia;Doutoramento;2;73
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5266;Engenharia de Materiais;Doutoramento;1;25
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5286;Engenharia Electrotécnica e de Computadores;Doutoramento;1;151
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5310;Engenharia Química;Doutoramento;1;79
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5360;Física;Doutoramento;3;64
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;5550;Matemática;Doutoramento;2;67
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9031;Ciências de Engenharia - Engenharia do Ambiente;Licenciatura;3;118
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9096;Engenharia de Materiais;Licenciatura;1;16
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9121;Engenharia Informática e de Computadores;Licenciatura;4;242
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9257;Arquitectura;Mestrado;4;144
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9358;Engenharia Biológica;Mestrado;1;142
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9360;Engenharia Civil;Mestrado;15;507
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9367;Engenharia Electrotécnica e de Computadores;Mestrado;6;512
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9369;Engenharia Mecânica;Mestrado;1;253
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9415;Engenharia de Materiais;Mestrado;1;45
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9417;Engenharia do Ambiente;Mestrado;1;30
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9418;Engenharia do Território;Mestrado;1;18
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9437;Matemática e Aplicações;Mestrado;1;43
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9442;Química;Mestrado;2;57
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9461;Engenharia Química;Mestrado;7;178
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9508;Engenharia do Ambiente;Mestrado;3;66
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9544;Ciências de Engenharia - Engenharia Civil;Licenciatura;13;885
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9581;Ciências de Engenharia - Engenharia Aeroespacial;Licenciatura;1;184
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9582;Ciências de Engenharia - Engenharia Biológica;Licenciatura;1;161
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9583;Ciências de Engenharia - Engenharia Biomédica;Licenciatura;1;140
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9584;Ciências de Engenharia - Engenharia Electrotécnica e de Computadores;Licenciatura;1;840
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9585;Ciências de Engenharia - Engenharia Física Tecnológica;Licenciatura;2;152
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9586;Ciências de Engenharia - Engenharia Mecânica;Licenciatura;5;471
0807;Universidade Técnica de Lisboa - Instituto Superior Técnico;9587;Ciências de Engenharia - Engenharia Química;Licenciatura;2;217
0808;Universidade Técnica de Lisboa - Instituto Superior Técnico (instalações no Tagus Park);9030;Ciências de Engenharia - Engenharia de Redes de Comunicações;Licenciatura;1;95
0808;Universidade Técnica de Lisboa - Instituto Superior Técnico (instalações no Tagus Park);9037;Ciências de Engenharia - Engenharia Informática e de Computadores;Licenciatura;1;217
0901;Universidade Nova de Lisboa - Faculdade de Ciências Médicas;0580;Medicina;Licenciatura;1;956
0901;Universidade Nova de Lisboa - Faculdade de Ciências Médicas;5148;Ciências da Vida;Doutoramento;1;8
0901;Universidade Nova de Lisboa - Faculdade de Ciências Médicas;9813;Medicina;Licenciatura;1;
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0016;Antropologia;Licenciatura;21;179
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0076;Ciências da Comunicação;Licenciatura;24;415
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0091;Ciências Musicais;Licenciatura;4;86
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0360;Filosofia;Licenciatura;12;76
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0363;Filosofia, variante de História das Ideias;Licenciatura;5;43
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0395;Geografia e Planeamento Regional;Licenciatura;27;280
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0453;História;Licenciatura;27;224
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0459;História, variante de Arqueologia;Licenciatura;9;112
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0468;História, variante de História da Arte;Licenciatura;1;39
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0528;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;Licenciatura;5;145
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;Licenciatura;23;171
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0532;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;Licenciatura;5;80
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0534;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;Licenciatura;4;25
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;9;136
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;5;231
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0552;Linguística;Licenciatura;8;80
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0759;Sociologia;Licenciatura;17;272
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0870;Ciência Política e Relações Internacionais;Licenciatura;21;331
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;0871;História da Arte;Licenciatura;7;117
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1360;Filosofia;Licenciatura;1;62
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1363;Filosofia, variante de História das Ideias;Licenciatura;1;22
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1453;História;Licenciatura;6;51
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1468;História, variante de História da Arte;Licenciatura;1;5
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;Licenciatura;3;122
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;6;135
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;3;126
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1596;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Franceses;Licenciatura;1;1
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;1597;Línguas e Literaturas Modernas, var. de Estudos Ingleses e Norte-Americanos;Licenciatura;1;7
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4076;Ciências da Comunicação;Mestrado;4;91
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4078;Ciências da Educação;Mestrado;5;71
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4154;Ecologia Humana e Problemas Sociais Contemporâneos;Mestrado;1;75
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4237;Ciência Política e Relações Internacionais;Mestrado;3;15
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4324;Estudos Anglo-Portugueses;Mestrado;2;36
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4334;Estudos Portugueses;Mestrado;1;79
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4348;Filosofia;Mestrado;1;31
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4429;Gestão do Território;Mestrado;2;16
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4510;História Cultural e Política;Mestrado;2;22
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4533;História e Arqueologia Medievais;Mestrado;1;6
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4538;Estudos de Texto;Mestrado;1;6
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;4709;Museologia e Património;Mestrado;1;43
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6008;Antropologia;Mestrado;1;6
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6011;Arqueologia;Mestrado;1;5
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6096;Ensino do Português como Língua Segunda e Estrangeira;Mestrado;1;41
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6121;Estudos Portugueses;Mestrado;1;15
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6183;Línguas, Literaturas e Culturas;Mestrado;1;22
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6627;Ensino de Port e de Líng Cláss no 3º C E Bás e no E Sec Líng Est no Bás Se;Mestrado;1;5
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6633;Tradução;Mestrado;1;18
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6735;Edição de Texto;Mestrado;1;34
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6739;Gestão do Território;Mestrado;1;48
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;6741;Património;Mestrado;1;15
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9006;Arqueologia;Licenciatura;6;57
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9020;Ciência Política e Relações Internacionais;Licenciatura;17;234
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9023;Ciências da Comunicação;Licenciatura;16;271
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9040;Ciências da Linguagem;Licenciatura;1;8
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9046;Ciências Musicais;Licenciatura;1;73
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9138;Estudos Portugueses e Lusófonos;Licenciatura;3;92
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9139;Filosofia;Licenciatura;7;74
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9145;Geografia e Planeamento Regional;Licenciatura;7;172
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9181;História;Licenciatura;5;120
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9182;História da Arte;Licenciatura;7;108
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9204;Línguas, Literaturas e Culturas;Licenciatura;8;179
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9240;Sociologia;Licenciatura;11;155
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9252;Tradução;Licenciatura;2;34
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9272;Ciências da Comunicação;Mestrado;1;58
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9333;Sociologia;Mestrado;1;16
0902;Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas;9448;Antropologia;Licenciatura;13;137
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0169;Ciências da Natureza (Biologia e Geologia) (Ensino de);Licenciatura;16;162
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0213;Engenharia do Ambiente;Licenciatura;37;479
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0233;Engenharia Civil;Licenciatura;57;540
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0248;Engenharia Electrotécnica;Licenciatura;2;20
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0255;Engenharia Electrotécnica e de Computadores;Licenciatura;4;142
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0264;Engenharia Física;Licenciatura;4;51
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0284;Engenharia Geológica;Licenciatura;11;61
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0290;Engenharia e Gestão Industrial;Licenciatura;5;86
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0292;Engenharia Informática;Licenciatura;6;446
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0304;Engenharia Mecânica;Licenciatura;14;250
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0314;Engenharia dos Materiais;Licenciatura;7;132
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0328;Engenharia de Produção Industrial;Licenciatura;2;102
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0331;Engenharia Química;Licenciatura;8;149
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0383;Física e Química (Ensino de);Licenciatura;3;25
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0559;Matemática;Licenciatura;8;377
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0672;Conservação e Restauro;Licenciatura;1;46
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;0711;Química Aplicada;Licenciatura;7;237
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;1055;Biologia Celular e Molecular;Licenciatura;1;61
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;1779;Tecnologia e Segurança Alimentar (licenciatura terminal);Licenciatura;4;48
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4074;Bioenergia;Mestrado;1;32
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4149;Ecologia, Gestão e Modelação dos Recursos Marinhos;Mestrado;1;36
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4195;Engenharia Electrotécnica e de Computadores;Mestrado;2;14
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4206;Engenharia Industrial;Mestrado;1;34
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4208;Engenharia Informática;Mestrado;1;91
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4228;Engenharia Sanitária;Mestrado;3;66
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4252;Engenharia dos Materiais;Mestrado;1;6
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4448;Gestão e Políticas Ambientais;Mestrado;1;47
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4712;Ordenamento do Território e Planeamento Ambiental;Mestrado;2;75
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;4855;Tecnologia Alimentar e Qualidade;Mestrado;1;49
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5050;Biologia;Doutoramento;1;14
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5274;Engenharia do Ambiente;Doutoramento;1;20
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;5360;Física;Doutoramento;1;12
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6087;Energia e Bioenergia;Mestrado;2;15
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;6451;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;Mestrado;2;27
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9015;Bioquímica;Licenciatura;1;56
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9119;Engenharia Informática;Licenciatura;2;474
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9209;Matemática;Licenciatura;1;36
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9224;Química Aplicada;Licenciatura;8;89
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9348;Biologia Celular e Molecular;Licenciatura;1;118
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9349;Ciência de Engenharia de Materiais;Licenciatura;2;32
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9360;Engenharia Civil;Mestrado;1;29
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9367;Engenharia Electrotécnica e de Computadores;Mestrado;3;107
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9368;Engenharia Física;Mestrado;1;49
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9369;Engenharia Mecânica;Mestrado;3;23
0903;Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia;9370;Engenharia Química e Bioquímica;Mestrado;2;68
