UO;UO_Nome;Curso;Curso_Nome;Grupo_Grau;Grupo_Grau_Nome;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome;A1984_2004_TD_PE_6M;A2005_TD_PE_6M;A2006_TD_PE_6M;A2007_TD_PE_6M;A2008_TD_PE_6M;A2009_TD_PE_6M;A2010_TD_PE_6M;A2011_TD_PE_6M;A2012_TD_PE_6M;A2013_TD_PE_6M;A2014_TD_PE_6M;A2015_TD_PE_6M;A1984_2004_TD_PE_6_12M;A2005_TD_PE_6_12M;A2006_TD_PE_6_12M;A2007_TD_PE_6_12M;A2008_TD_PE_6_12M;A2009_TD_PE_6_12M;A2010_TD_PE_6_12M;A2011_TD_PE_6_12M;A2012_TD_PE_6_12M;A2013_TD_PE_6_12M;A2014_TD_PE_6_12M;A2015_TD_PE_6_12M;A1984_2004_TD_PE_12M;A2005_TD_PE_12M;A2006_TD_PE_12M;A2007_TD_PE_12M;A2008_TD_PE_12M;A2009_TD_PE_12M;A2010_TD_PE_12M;A2011_TD_PE_12M;A2012_TD_PE_12M;A2013_TD_PE_12M;A2014_TD_PE_12M;A2015_TD_PE_12M;A1984_2004_TD_NE_6M;A2005_TD_NE_6M;A2006_TD_NE_6M;A2007_TD_NE_6M;A2008_TD_NE_6M;A2009_TD_NE_6M;A2010_TD_NE_6M;A2011_TD_NE_6M;A2012_TD_NE_6M;A2013_TD_NE_6M;A2014_TD_NE_6M;A2015_TD_NE_6M;A1984_2004_TD_NE_6_12M;A2005_TD_NE_6_12M;A2006_TD_NE_6_12M;A2007_TD_NE_6_12M;A2008_TD_NE_6_12M;A2009_TD_NE_6_12M;A2010_TD_NE_6_12M;A2011_TD_NE_6_12M;A2012_TD_NE_6_12M;A2013_TD_NE_6_12M;A2014_TD_NE_6_12M;A2015_TD_NE_6_12M;A1984_2004_TD_NE_12M;A2005_TD_NE_12M;A2006_TD_NE_12M;A2007_TD_NE_12M;A2008_TD_NE_12M;A2009_TD_NE_12M;A2010_TD_NE_12M;A2011_TD_NE_12M;A2012_TD_NE_12M;A2013_TD_NE_12M;A2014_TD_NE_12M;A2015_TD_NE_12M;Dip_1984_2004;Dip_2005;Dip_2006;Dip_2007;Dip_2008;Dip_2009;Dip_2010;Dip_2011;Dip_2012;Dip_2013;Dip_2014;A1984_2004_Total;A2005_Total;A2006_Total;A2007_Total;A2008_Total;A2009_Total;A2010_Total;A2011_Total;A2012_Total;A2013_Total;A2014_Total;A2015_Total;A1984_2015_TOTAL
0400;Universidade da Beira Interior;6454;Ensino de Educação Física nos Ensinos Básico e Secundário;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;2;;1;;;;;;;;1;;;1;;;;;;;;;;;;;1;1;;;;;;;25;23;27;33;23;0;0;0;0;0;0;1;2;2;1;3;2;11
0400;Universidade da Beira Interior;6455;Ensino de Português no 3º C Ens Bás e Ens Sec e  Espanhol nos Ens Bas e Sec;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;18;13;13;20;19;0;0;0;0;0;0;2;1;0;0;1;0;4
0400;Universidade da Beira Interior;6459;Ensino de Filosofia no Ensino Secundário;M;Mestrado;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;6;5;2;4;2;0;0;0;0;0;0;1;0;0;0;0;0;1
0400;Universidade da Beira Interior;6761;Empreendedorismo e Serviço Social;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;1;;;;;;;;9;4;7;3;4;6;4;0;0;0;0;0;0;0;0;2;0;1;0;3
0400;Universidade da Beira Interior;6762;Engenharia Aeronáutica;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;525;Construção e Reparação de Veículos a Motor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;17;30;15;20;18;1;;0;0;0;0;0;0;0;0;1;1;0;0;2
0400;Universidade da Beira Interior;6763;Engenharia Electromecânica;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia;;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;8;13;14;12;6;8;19;0;0;0;0;0;0;1;0;0;1;2;5;9
0400;Universidade da Beira Interior;6929;Estudos Didácticos, Culturais, Linguísticos e Literários;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;40;23;5;;1;0;0;0;0;0;0;0;0;1;0;0;0;1
0400;Universidade da Beira Interior;6945;Optometria em Ciências da Visão;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;9;16;27;20;0;0;0;0;0;0;0;0;0;1;1;1;3
0400;Universidade da Beira Interior;6963;Sociologia: Exclusões e Políticas Sociais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;2;3;9;5;10;3;0;0;0;0;0;0;0;2;0;0;1;2;5
0400;Universidade da Beira Interior;8053;Ciências Básicas em Arquitectura;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;2;1;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;1;;;;;;;;;2;;;;;;;;;;38;43;36;46;44;0;0;0;0;0;0;0;0;3;6;1;2;12
0400;Universidade da Beira Interior;8367;Filosofia (regime pós-laboral);L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;6;4;1;3;0;0;0;0;0;0;0;0;2;0;1;0;3
0400;Universidade da Beira Interior;8408;Química Medicinal;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0;0;0;0;0;0;0;0;0;0;1;1
0400;Universidade da Beira Interior;8470;Engenharia Aeronáutica;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;525;Construção e Reparação de Veículos a Motor;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;12;37;0;0;0;0;0;0;0;0;0;0;3;2;5
0400;Universidade da Beira Interior;9015;Bioquímica;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;1;2;1;3;;;;;;;;;;;1;;;;;;;;;;1;;1;;;;;;;1;;1;;1;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;16;31;39;31;17;25;23;26;0;0;0;0;0;2;0;1;2;3;3;4;15
0400;Universidade da Beira Interior;9016;Biotecnologia;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;12;13;19;16;0;0;0;0;0;0;0;0;0;0;2;0;2
0400;Universidade da Beira Interior;9020;Ciência Política e Relações Internacionais;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;1;1;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;1;;3;;1;;;;;;;;;;;;;;;;;;;;1;1;2;1;;;;;;;;5;21;27;37;27;0;0;0;0;0;0;0;2;1;6;2;3;14
0400;Universidade da Beira Interior;9023;Ciências da Comunicação;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem;;;;;;;;;1;3;4;8;;;;;;;;;;;;1;;;;;;;;1;3;;;;;;;;1;3;1;2;;3;1;1;;;;1;;2;1;1;2;;;;;;;;;1;;;4;1;;;;;;38;48;48;51;59;51;43;48;0;0;0;1;1;6;2;4;10;7;5;10;46
0400;Universidade da Beira Interior;9048;Cinema;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;1;1;;;;;;1;1;2;3;2;2;1;;;;;1;;1;1;;;;;;;;;;;2;;;;;;;;;27;36;28;36;35;29;34;35;0;0;0;0;1;2;4;3;3;2;4;2;21
0400;Universidade da Beira Interior;9071;Design de Moda;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;1;2;3;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;;1;;1;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;22;14;22;23;32;24;27;35;0;0;0;2;0;1;0;1;1;3;2;3;13
0400;Universidade da Beira Interior;9074;Design Industrial;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;1;1;1;1;;;;;;;;;;;3;;;;;;;1;1;;1;2;;;;;;;;;1;1;;3;;1;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;10;20;21;22;26;23;35;21;0;0;0;0;0;1;2;1;2;7;5;2;20
0400;Universidade da Beira Interior;9075;Design Multimédia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;1;;1;7;;;;;;;;;;;2;;;;;;;;1;;;3;1;1;;;;;;3;1;1;;1;4;2;;;;;;1;;;;;;;;;;;;1;;;;4;1;;;;;21;36;34;37;33;30;42;47;0;0;0;0;0;5;2;1;1;8;9;10;36
0400;Universidade da Beira Interior;9081;Economia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;3;;6;;;;;;;;;;;;;;;;;;;1;;2;1;;;;;;;2;;3;2;3;1;1;1;;;;;;;;;;1;;;;;;;;;4;;2;;;;;;;;14;28;46;20;38;34;28;0;0;0;0;2;0;8;2;7;6;1;7;33
0400;Universidade da Beira Interior;9089;Engenharia Civil;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;2;2;1;;;;;;;;;1;;;2;;;;;;;;;;1;;1;2;;;;;;;8;16;32;44;22;13;;0;0;0;0;0;1;3;2;4;5;0;0;15
0400;Universidade da Beira Interior;9105;Engenharia Electromecânica;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;1;;;;;;21;16;8;21;16;24;30;0;0;0;0;0;0;0;1;2;0;2;1;6
0400;Universidade da Beira Interior;9119;Engenharia Informática;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;1;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;27;56;31;36;37;28;31;37;0;0;0;1;0;0;0;1;2;0;3;2;9
0400;Universidade da Beira Interior;9139;Filosofia;L1;Licenciatura 1.º Ciclo;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;19;18;6;7;;;;;0;0;0;2;0;1;1;0;0;0;0;0;4
0400;Universidade da Beira Interior;9147;Gestão;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;2;6;;;;;;;;;;;1;;;;;;;;1;;3;;;1;;;;;;;1;1;1;2;3;6;;;;;;1;;2;;1;;;;;;;;;;;;2;2;;;;;;36;49;59;51;43;36;44;0;0;0;0;0;1;2;3;4;5;8;13;36
0400;Universidade da Beira Interior;9205;Marketing;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;1;1;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;2;1;;1;1;2;1;;;;;;;;;;1;;;;;;;;;2;1;1;3;;;;;;;30;39;26;26;28;35;25;0;0;0;0;1;2;3;1;3;7;3;3;23
0400;Universidade da Beira Interior;9209;Matemática;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;140;Formação de Professores/Formadores e Ciências da Educação;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;6;3;1;;;0;0;0;0;0;0;1;0;0;0;0;0;1
0400;Universidade da Beira Interior;9209;Matemática;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6;3;1;;;0;0;0;0;0;0;0;1;0;0;0;0;1
0400;Universidade da Beira Interior;9216;Optometria - Ciências da Visão;L1;Licenciatura 1.º Ciclo;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;1;1;;1;1;;;;1;;;;;;;;;;;;;;;1;;1;;1;;;;;34;46;46;38;54;40;43;50;0;0;0;1;1;0;1;1;2;1;2;3;12
0400;Universidade da Beira Interior;9219;Psicologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;2;;;1;;;;;1;;;;1;;;;;;;;;;;1;1;;;1;;;;;32;33;40;32;32;43;34;0;0;0;0;1;0;0;1;5;1;1;2;11
0400;Universidade da Beira Interior;9225;Química Industrial;L1;Licenciatura 1.º Ciclo;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;3;10;16;9;7;8;8;6;0;0;0;0;0;0;1;1;0;1;1;0;4
0400;Universidade da Beira Interior;9240;Sociologia;L1;Licenciatura 1.º Ciclo;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos;;;;;;;;;2;1;;1;;;;;;;1;;1;;1;2;;;;;;;;1;1;;2;;;;;;1;1;2;;;;1;1;;;;;;1;1;;;;;;;;;;;;1;;1;1;;;;;;;18;31;34;13;25;27;13;0;0;0;0;1;2;5;1;5;2;4;4;24
0400;Universidade da Beira Interior;9251;Tecnologias e Sistemas de Informação;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;5;6;7;16;8;18;20;0;0;0;0;0;1;0;1;0;0;0;3;5
0400;Universidade da Beira Interior;9257;Arquitectura;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;2;1;5;;;;;;;;;;2;;1;;;;;;;;1;1;7;2;;;;;;1;;1;;2;1;2;2;;;;;;;;;3;2;;;;;;;;;2;2;1;5;4;;;;;;17;42;37;47;36;51;46;0;0;0;0;1;0;3;3;7;19;9;8;50
0400;Universidade da Beira Interior;9267;Ciência Política;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;6;7;;0;0;0;0;0;0;0;0;0;2;0;0;2
0400;Universidade da Beira Interior;9280;Economia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;9;10;12;10;17;14;11;0;0;0;0;2;0;0;0;2;1;1;4;10
0400;Universidade da Beira Interior;9286;Engenharia Informática;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;2;22;18;11;20;5;38;0;0;0;0;0;0;0;1;1;1;0;1;4
0400;Universidade da Beira Interior;9295;Gestão;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;3;1;2;;;;;;;;;1;;;;;;;;;;;1;;2;;1;;;;;9;11;9;12;16;22;18;0;0;0;0;1;0;0;1;2;6;1;4;15
0400;Universidade da Beira Interior;9314;Marketing;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;1;1;;1;;;;;9;6;14;7;14;7;6;0;0;0;0;1;0;1;0;1;1;0;3;7
0400;Universidade da Beira Interior;9329;Relações Internacionais;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;6;8;0;0;0;0;0;0;0;0;0;1;1;0;2
0400;Universidade da Beira Interior;9337;Arquitectura;D;Doutoramento;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;6;3;2;0;0;0;0;0;0;0;0;1;0;0;0;1
0400;Universidade da Beira Interior;9351;Ciências Biomédicas;L1;Licenciatura 1.º Ciclo;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;18;43;39;39;37;45;0;0;0;0;0;0;0;0;0;4;3;1;8
0400;Universidade da Beira Interior;9360;Engenharia Civil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;9;29;0;0;0;0;0;0;0;0;0;1;0;4;5
0400;Universidade da Beira Interior;9396;Bioquímica;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;2;;2;;5;;;;;;;;;;1;2;;;;;;1;;;;;;1;;;;;;;;1;;;;1;;;;;;;;1;1;;;;;;;;;;;2;;;2;;;;;;;29;27;22;24;22;16;16;0;0;0;0;1;0;4;3;0;5;4;5;22
0400;Universidade da Beira Interior;9399;Biotecnologia;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;;;;5;;;;;;;;;;1;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;14;16;0;0;0;0;0;0;0;0;0;2;3;5;10
0400;Universidade da Beira Interior;9403;Cinema - Realização;M;Mestrado;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;7;11;;;;;0;0;0;0;0;2;1;0;0;0;0;0;3
0400;Universidade da Beira Interior;9404;Cinema - Estudos Fílmicos;M;Mestrado;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;1
0400;Universidade da Beira Interior;9407;Design Multimédia;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;7;3;2;7;10;;11;0;0;0;0;0;0;0;1;3;0;1;0;5
0400;Universidade da Beira Interior;9420;Engenharia e Gestão Industrial;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;;;17;6;12;6;5;13;12;0;0;0;0;0;0;0;1;0;1;2;4;8
0400;Universidade da Beira Interior;9443;Química Industrial;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;440;Ciências Físicas;524;Tecnologia dos Processos Químicos;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;9;12;12;5;6;10;0;0;0;0;0;0;1;0;0;0;0;0;1
0400;Universidade da Beira Interior;9443;Química Industrial;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos;;;;;;;;;1;;;4;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;22;9;12;12;5;6;10;0;0;0;0;0;0;0;0;1;0;2;5;8
0400;Universidade da Beira Interior;9463;Psicologia;M;Mestrado;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia;;;;;;;;;1;2;1;15;;;;;;;;;1;1;;;;;;;;;;1;;3;1;;;;;;2;;;;3;2;;1;;;;;;;1;;1;;1;;;;;;;;2;2;4;2;2;;;;;;16;14;51;28;38;29;28;0;0;0;0;2;0;3;3;10;10;5;16;49
0400;Universidade da Beira Interior;9494;Ciências Farmacêuticas;M;Mestrado;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas;;;;;;;;;;;1;14;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;;;;;;;;1;;4;2;1;;;;;;;;26;33;57;51;0;0;0;0;0;0;0;1;0;6;5;16;28
0400;Universidade da Beira Interior;9512;Ciências Biomédicas;M;Mestrado;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;11;7;18;23;25;0;0;0;0;0;0;1;0;1;0;3;2;7
0400;Universidade da Beira Interior;9515;Comunicação Estratégica: Publicidade e Relações Públicas;M;Mestrado;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade;;;;;;;;;;;;2;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;6;9;8;0;0;0;0;0;0;0;0;0;1;1;2;4
0400;Universidade da Beira Interior;9518;Design de Moda;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;2;7;9;8;9;8;13;9;0;0;0;0;0;1;1;0;0;1;2;1;6
0400;Universidade da Beira Interior;9519;Design Industrial Tecnológico;M;Mestrado;200;Artes e Humanidades;210;Artes;214;Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;3;6;4;3;5;4;0;0;0;0;0;1;0;2;1;1;0;0;5
0400;Universidade da Beira Interior;9521;Engenharia Têxtil;M;Mestrado;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;8;4;2;3;;;;0;0;0;0;2;0;0;1;0;0;0;0;3
