SubsistemaDeEnsino;CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;1998-1999 a 2002-2003;2003-2004;2004-2005;2005-2006;2006-2007;2007-2008;Total
Ensino superior público - universitário;0100;Universidade dos Açores;8020;Administração e Contabilidade;Bacharelato;;;;2;2;0;;;;;;
Ensino superior público - universitário;0100;Universidade dos Açores;8647;História e Ciências Sociais (curso de formação de professores);Bacharelato;;;;1;1;0;;;;;;
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0198;Engenharia Agrícola;Licenciatura;;;;1;1;77;8;3;;2;;90
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0213;Engenharia do Ambiente;Licenciatura;;;1;1;2;93;18;23;10;11;4;159
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0347;Engenharia Zootécnica;Licenciatura;;;;1;1;119;15;22;10;7;8;181
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0625;Educação de Infância;Licenciatura;;;1;;1;114;35;33;33;33;17;265
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;1783;Tecnologia Agro-Alimentar;Licenciatura;;;1;1;2;0;4;9;6;6;5;30
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;9103;Engenharia e Gestão do Ambiente;Licenciatura;1;;;;1;0;;;;3;12;15
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0048;Biologia;Licenciatura;2;1;5;1;9;123;38;33;16;7;10;227
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0360;Filosofia;Licenciatura;;;1;;1;34;18;9;8;5;2;76
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0383;Física e Química (Ensino de);Licenciatura;;;1;;1;20;23;21;17;14;6;101
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0453;História;Licenciatura;;;;1;1;83;16;8;22;13;7;149
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0465;História e Filosofia (Ensino de);Licenciatura;;;1;;1;14;;;;;;14
