SubsistemaDeEnsino;CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;1999-2000 a 2003-2004;2004-2005;2005-2006;2006-2007;2007-2008;2008-2009;Total
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0198;Engenharia Agrícola;Licenciatura;;;5;;5;66;3;;2;;;71
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0213;Engenharia do Ambiente;Licenciatura;;;3;;3;109;23;10;11;4;;157
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0347;Engenharia Zootécnica;Licenciatura;;;6;;6;110;22;10;7;8;;157
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;0625;Educação de Infância;Licenciatura;;;1;;1;138;33;33;33;17;8;262
Ensino superior público - universitário;0110;Universidade dos Açores - Angra do Heroísmo;9103;Engenharia e Gestão do Ambiente;Licenciatura;;;1;;1;;;;3;12;8;23
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0048;Biologia;Licenciatura;2;1;2;2;7;152;33;16;7;10;;218
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0054;Biologia e Geologia (Ensino de);Licenciatura;;;2;;2;160;9;11;2;1;;183
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0156;Economia;Licenciatura;;;1;;1;15;16;15;18;15;1;80
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0383;Física e Química (Ensino de);Licenciatura;;;1;1;2;43;21;17;14;6;3;104
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0453;História;Licenciatura;;;3;1;4;85;8;22;13;7;2;137
Ensino superior público - universitário;0130;Universidade dos Açores - Ponta Delgada;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;;;;1;1;59;11;12;2;1;;85
