CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0701;Universidade de Lisboa - Faculdade de Ciências;9394;Biologia Molecular Humana;Mestrado;421;;;;;;1;1;39
0701;Universidade de Lisboa - Faculdade de Ciências;9396;Bioquímica;Mestrado;421;;2;;1;;;3;68
0701;Universidade de Lisboa - Faculdade de Ciências;9409;Ecologia e Gestão Ambiental;Mestrado;422;;;;1;1;;2;50
0701;Universidade de Lisboa - Faculdade de Ciências;9410;Ecologia Marinha;Mestrado;422;1;;;;;;1;32
0701;Universidade de Lisboa - Faculdade de Ciências;9422;Engenharia Física;Mestrado;441;1;;;;;;1;37
0701;Universidade de Lisboa - Faculdade de Ciências;9434;Gestão de Informação;Mestrado;345;1;;;;;;1;1
0701;Universidade de Lisboa - Faculdade de Ciências;9442;Química;Mestrado;442;;;;1;;;1;31
0701;Universidade de Lisboa - Faculdade de Ciências;9449;Biologia Humana e Ambiente;Mestrado;421;1;1;;;;;2;90
0701;Universidade de Lisboa - Faculdade de Ciências;9811;Engenharia da Energia e do Ambiente;Mestrado;522;;;;3;;;3;15
0702;Universidade de Lisboa - Faculdade de Direito;0153;Direito;Licenciatura;380;10;3;3;103;47;81;247;12163
0702;Universidade de Lisboa - Faculdade de Direito;4144;Direito;Mestrado;380;;;;1;;2;3;674
0702;Universidade de Lisboa - Faculdade de Direito;5204;Ciências Jurídicas;Doutoramento;380;;;;1;;1;2;14
0702;Universidade de Lisboa - Faculdade de Direito;5206;Ciências Jurídico-Económicas;Doutoramento;380;;;;;1;;1;15
0702;Universidade de Lisboa - Faculdade de Direito;9078;Direito;Licenciatura;380;8;1;2;13;5;4;33;675
0703;Universidade de Lisboa - Faculdade de Farmácia;0082;Ciências Farmacêuticas;Licenciatura;727;;;;37;8;29;74;2570
0703;Universidade de Lisboa - Faculdade de Farmácia;4121;Controlo de Qualidade e Toxicologia dos Alimentos;Mestrado;421;;;;1;;;1;25
0703;Universidade de Lisboa - Faculdade de Farmácia;8120;Ciências Farmacêuticas/Análises Químico-Biológicas;Licenciatura;727;;;;;;1;1;
0703;Universidade de Lisboa - Faculdade de Farmácia;8121;Ciências Farmacêuticas/Farmácia Industrial;Licenciatura;727;;;;;;1;1;
0703;Universidade de Lisboa - Faculdade de Farmácia;8545;Farmácia;Licenciatura;727;;;;7;3;12;22;
0703;Universidade de Lisboa - Faculdade de Farmácia;9494;Ciências Farmacêuticas;Mestrado;727;4;;;12;1;1;18;882
0703;Universidade de Lisboa - Faculdade de Farmácia;9612;Estudos Básicos de Ciências Farmacêuticas;Licenciatura;727;;;;3;;;3;526
0703;Universidade de Lisboa - Faculdade de Farmácia;M385;Ciências Biofarmacêuticas;Mestrado;727;;;;2;;;2;
0704;Universidade de Lisboa - Faculdade de Letras;0124;Arqueologia e História;Licenciatura;225;;1;;6;;;7;91
0704;Universidade de Lisboa - Faculdade de Letras;0360;Filosofia;Licenciatura;226;;1;;36;7;13;57;604
0704;Universidade de Lisboa - Faculdade de Letras;0361;Estudos Europeus;Licenciatura;312;1;;2;6;5;2;16;183
0704;Universidade de Lisboa - Faculdade de Letras;0389;Geografia;Licenciatura;443;1;1;;37;3;9;51;753
0704;Universidade de Lisboa - Faculdade de Letras;0390;Geografia (Ensino de);Licenciatura;145;;;;9;1;4;14;354
0704;Universidade de Lisboa - Faculdade de Letras;0398;Geografia e Planeamento Regional, variante de Geografia Física;Licenciatura;443;;;;1;1;2;4;215
0704;Universidade de Lisboa - Faculdade de Letras;0401;Geografia e Planeamento Regional, variante de Geografia Humana;Licenciatura;312;;;;4;1;;5;283
0704;Universidade de Lisboa - Faculdade de Letras;0453;História;Licenciatura;225;;;2;43;14;32;91;1693
0704;Universidade de Lisboa - Faculdade de Letras;0459;História, variante de Arqueologia;Licenciatura;225;;;;4;2;2;8;163
0704;Universidade de Lisboa - Faculdade de Letras;0468;História, variante de História da Arte;Licenciatura;211;;;;9;4;5;18;374
0704;Universidade de Lisboa - Faculdade de Letras;0504;Língua e Cultura Portuguesa (Língua Estrangeira);Licenciatura;223;;;;9;1;4;14;291
0704;Universidade de Lisboa - Faculdade de Letras;0507;Línguas e Literaturas Clássicas;Licenciatura;222;;;;7;1;2;10;223
0704;Universidade de Lisboa - Faculdade de Letras;0520;Línguas e Literaturas Modernas, variante de Estudos Franceses e Alemães;Licenciatura;222;;;;3;;5;8;136
0704;Universidade de Lisboa - Faculdade de Letras;0522;Línguas e Literaturas Modernas, variante de Estudos Franceses e Espanhóis;Licenciatura;222;;;;2;;1;3;41
0704;Universidade de Lisboa - Faculdade de Letras;0524;Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses;Licenciatura;222;;;;16;5;5;26;974
0704;Universidade de Lisboa - Faculdade de Letras;0526;Línguas e Literaturas Modernas, variante de Estudos Franceses e Italianos;Licenciatura;222;;;;1;1;2;4;36
0704;Universidade de Lisboa - Faculdade de Letras;0528;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;Licenciatura;222;;;;29;6;12;47;1169
0704;Universidade de Lisboa - Faculdade de Letras;0530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;Licenciatura;223;;;;28;3;6;37;760
0704;Universidade de Lisboa - Faculdade de Letras;0532;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;Licenciatura;222;;;;7;1;3;11;201
0704;Universidade de Lisboa - Faculdade de Letras;0534;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;Licenciatura;222;;;;2;;1;3;55
0704;Universidade de Lisboa - Faculdade de Letras;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;222;;;;14;4;5;23;1412
0704;Universidade de Lisboa - Faculdade de Letras;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;222;;;;17;7;12;36;1074
0704;Universidade de Lisboa - Faculdade de Letras;0540;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Italianos;Licenciatura;222;;;;1;;2;3;55
0704;Universidade de Lisboa - Faculdade de Letras;0552;Linguística;Licenciatura;222;;;;3;1;3;7;173
0704;Universidade de Lisboa - Faculdade de Letras;0669;Estudos Africanos;Licenciatura;312;;;1;2;;2;5;47
0704;Universidade de Lisboa - Faculdade de Letras;0799;Tradução;Licenciatura;222;;;2;2;;;4;37
0704;Universidade de Lisboa - Faculdade de Letras;1100;Comunicação e Cultura;Licenciatura;321;1;;;3;1;1;6;38
0704;Universidade de Lisboa - Faculdade de Letras;1360;Filosofia;Licenciatura;145;;;;2;;;2;415
0704;Universidade de Lisboa - Faculdade de Letras;1389;Geografia;Licenciatura;145;;;;1;;;1;235
0704;Universidade de Lisboa - Faculdade de Letras;1453;História;Licenciatura;145;;;;5;1;2;8;606
0704;Universidade de Lisboa - Faculdade de Letras;1459;História, variante de Arqueologia;Licenciatura;145;;;;4;;;4;21
0704;Universidade de Lisboa - Faculdade de Letras;1468;História, variante de História da Arte;Licenciatura;145;;;;1;;1;2;64
0704;Universidade de Lisboa - Faculdade de Letras;1507;Línguas e Literaturas Clássicas;Licenciatura;145;;;;3;;;3;156
0704;Universidade de Lisboa - Faculdade de Letras;1520;Línguas e Literaturas Modernas, variante de Estudos Franceses e Alemães;Licenciatura;145;;;;1;;;1;64
0704;Universidade de Lisboa - Faculdade de Letras;1524;Línguas e Literaturas Modernas, variante de Estudos Franceses e Ingleses;Licenciatura;145;;;;4;;2;6;462
0704;Universidade de Lisboa - Faculdade de Letras;1528;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Alemães;Licenciatura;145;;;;4;;;4;542
0704;Universidade de Lisboa - Faculdade de Letras;1529;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Espanhóis;Licenciatura;222;;;;;;1;1;12
0704;Universidade de Lisboa - Faculdade de Letras;1530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;Licenciatura;145;;;;3;2;;5;543
0704;Universidade de Lisboa - Faculdade de Letras;1532;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Alemães;Licenciatura;145;;;;1;;;1;105
0704;Universidade de Lisboa - Faculdade de Letras;1535;Línguas e Literaturas Modernas, variante de Estudos Franceses;Licenciatura;222;;;1;;;;1;9
0704;Universidade de Lisboa - Faculdade de Letras;1536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;145;;;;2;;3;5;924
0704;Universidade de Lisboa - Faculdade de Letras;1538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;145;;;;2;;1;3;600
0704;Universidade de Lisboa - Faculdade de Letras;1540;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Italianos;Licenciatura;145;;;;1;;;1;34
0704;Universidade de Lisboa - Faculdade de Letras;1545;Línguas e Literaturas Modernas, variante de Estudos Ingleses;Licenciatura;222;;;1;4;;1;6;18
0704;Universidade de Lisboa - Faculdade de Letras;1579;História da Arte e Património;Licenciatura;211;;;;3;;1;4;42
0704;Universidade de Lisboa - Faculdade de Letras;4019;Arte, Património e Restauro;Mestrado;211;;;;1;;;1;40
0704;Universidade de Lisboa - Faculdade de Letras;4310;Estudos de Anglística;Mestrado;222;;;;1;;;1;31
0704;Universidade de Lisboa - Faculdade de Letras;4317;Estudos Anglísticos;Mestrado;222;;;;;1;;1;62
0704;Universidade de Lisboa - Faculdade de Letras;4321;Estudos Românicos;Mestrado;222;;;;1;;;1;26
0704;Universidade de Lisboa - Faculdade de Letras;4348;Filosofia;Mestrado;226;;;;1;;;1;59
0704;Universidade de Lisboa - Faculdade de Letras;4438;Geografia;Mestrado;443;;;;1;;1;2;53
0704;Universidade de Lisboa - Faculdade de Letras;4498;História;Mestrado;225;;;;1;;;1;67
0704;Universidade de Lisboa - Faculdade de Letras;4503;História Contemporânea;Mestrado;225;;;;1;;1;2;14
0704;Universidade de Lisboa - Faculdade de Letras;4506;História e Cultura do Brasil;Mestrado;225;;;;1;;;1;14
0704;Universidade de Lisboa - Faculdade de Letras;4516;História Medieval;Mestrado;225;;;1;;;;1;9
0704;Universidade de Lisboa - Faculdade de Letras;4522;História Moderna;Mestrado;225;;;;1;;;1;14
0704;Universidade de Lisboa - Faculdade de Letras;4531;História de África;Mestrado;225;;;;;;1;1;11
0704;Universidade de Lisboa - Faculdade de Letras;4540;História dos Descobrimentos e da Expansão Portuguesa (Séculos XV-XVIII);Mestrado;225;;;;1;;;1;18
0704;Universidade de Lisboa - Faculdade de Letras;4576;Linguística;Mestrado;222;;;;1;;;1;75
0704;Universidade de Lisboa - Faculdade de Letras;4593;Língua e Cultura Portuguesa;Mestrado;223;;;;1;1;;2;30
0704;Universidade de Lisboa - Faculdade de Letras;4618;Literatura Francesa;Mestrado;222;;;;;1;;1;13
0704;Universidade de Lisboa - Faculdade de Letras;6158;História;Mestrado;225;1;;;;;;1;
0704;Universidade de Lisboa - Faculdade de Letras;6172;História Regional e Local;Mestrado;225;;;;;1;;1;3
0704;Universidade de Lisboa - Faculdade de Letras;6180;Língua e Cultura Portuguesa (Língua Estrangeira/Língua Segunda);Mestrado;223;;;;1;;;1;17
0704;Universidade de Lisboa - Faculdade de Letras;6633;Tradução;Mestrado;222;;1;;1;1;;3;27
0704;Universidade de Lisboa - Faculdade de Letras;8033;Línguas Literat e Cult, var em Estudos Ingleses, Norte-Americanos e Alemães;Licenciatura;222;;;1;;;;1;11
0704;Universidade de Lisboa - Faculdade de Letras;8104;Estudos Artísticos, variante de Artes do Espectáculo;Licenciatura;212;;;;2;;;2;
0704;Universidade de Lisboa - Faculdade de Letras;8551;Filologia Clássica;Licenciatura;222;;;;;;1;1;
0704;Universidade de Lisboa - Faculdade de Letras;8556;Filologia Germânica;Licenciatura;222;;;;4;4;8;16;24
0704;Universidade de Lisboa - Faculdade de Letras;8561;Filologia Românica;Licenciatura;222;;;;1;1;1;3;28
0704;Universidade de Lisboa - Faculdade de Letras;9006;Arqueologia;Licenciatura;225;2;;1;4;2;;9;60
0704;Universidade de Lisboa - Faculdade de Letras;9025;Ciências da Cultura;Licenciatura;312;1;;;4;;;5;77
0704;Universidade de Lisboa - Faculdade de Letras;9040;Ciências da Linguagem;Licenciatura;223;3;;1;2;;;6;61
0704;Universidade de Lisboa - Faculdade de Letras;9131;Estudos Africanos;Licenciatura;312;2;1;;2;;1;6;45
0704;Universidade de Lisboa - Faculdade de Letras;9132;Estudos Artísticos;Licenciatura;212;;;;2;;;2;41
0704;Universidade de Lisboa - Faculdade de Letras;9133;Estudos Clássicos;Licenciatura;222;1;;;1;;1;3;18
0704;Universidade de Lisboa - Faculdade de Letras;9135;Estudos Europeus;Licenciatura;312;5;1;;5;;2;13;92
0704;Universidade de Lisboa - Faculdade de Letras;9138;Estudos Portugueses e Lusófonos;Licenciatura;223;1;;;3;;1;5;74
0704;Universidade de Lisboa - Faculdade de Letras;9139;Filosofia;Licenciatura;226;;;;8;1;;9;71
0704;Universidade de Lisboa - Faculdade de Letras;9143;Geografia;Licenciatura;443;1;;;3;;2;6;107
0704;Universidade de Lisboa - Faculdade de Letras;9181;História;Licenciatura;225;3;;2;6;2;3;16;127
0704;Universidade de Lisboa - Faculdade de Letras;9182;História da Arte;Licenciatura;211;2;;;4;2;;8;75
0704;Universidade de Lisboa - Faculdade de Letras;9199;Línguas, Literaturas e Culturas, variante em Estudos Anglísticos;Licenciatura;222;;;1;;;;1;64
0704;Universidade de Lisboa - Faculdade de Letras;9201;Línguas, Literaturas e Culturas, variante em Estudos Norte-Americanos;Licenciatura;222;;;;2;;;2;9
0704;Universidade de Lisboa - Faculdade de Letras;9202;Línguas, Literaturas e Culturas, var. em Estudos Portugueses e Românicos;Licenciatura;222;;;3;3;1;2;9;99
0704;Universidade de Lisboa - Faculdade de Letras;9203;Línguas, Literaturas e Culturas, variante em Línguas Modernas;Licenciatura;222;;;;1;1;1;3;76
0704;Universidade de Lisboa - Faculdade de Letras;9204;Línguas, Literaturas e Culturas;Licenciatura;222;7;1;;3;;;11;6
0704;Universidade de Lisboa - Faculdade de Letras;9252;Tradução;Licenciatura;222;4;1;;3;;2;10;75
0704;Universidade de Lisboa - Faculdade de Letras;9302;História Contemporânea;Mestrado;225;1;;;;;;1;10
0704;Universidade de Lisboa - Faculdade de Letras;9914;Estudos Asiáticos;Licenciatura;312;1;;;;;;1;
0704;Universidade de Lisboa - Faculdade de Letras;9919;Est Portug e Lusófonos (Português e Port Língua Estrangeira/Língua Segunda);Licenciatura;223;2;;;2;;;4;1
0705;Universidade de Lisboa - Faculdade de Medicina;0580;Medicina;Licenciatura;721;;1;1;2;;4;8;3891
0705;Universidade de Lisboa - Faculdade de Medicina;1184;Dietética e Nutrição;Licenciatura;726;2;;;;;;2;37
0705;Universidade de Lisboa - Faculdade de Medicina;4650;Medicina Legal e Ciências Forenses;Mestrado;721;;;;2;;;2;24
0705;Universidade de Lisboa - Faculdade de Medicina;5112;Ciências Biomédicas;Doutoramento;721;;;;2;;;2;69
0705;Universidade de Lisboa - Faculdade de Medicina;5573;Ciências Biomédicas;Doutoramento;721;;;;1;;;1;15
0705;Universidade de Lisboa - Faculdade de Medicina;8063;Estudos Básicos de Medicina;Licenciatura;721;;;;;;1;1;322
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;0080;Ciências da Educação;Licenciatura;142;;1;;6;2;4;13;392
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;0695;Psicologia;Licenciatura;311;1;;2;50;13;36;102;2197
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;4078;Ciências da Educação;Mestrado;142;;;;1;;2;3;646
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;4756;Psicologia;Mestrado;311;1;;3;8;;2;14;191
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;5715;Psicologia;Doutoramento;311;;;;1;;;1;46
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;6031;Ciências da Educação;Mestrado;142;1;;;;1;;2;77
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;9026;Ciências da Educação;Licenciatura;142;4;1;1;5;2;2;15;225
0706;Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação;9555;Psicologia;Mestrado;311;4;1;2;7;1;;15;215
0707;Universidade de Lisboa - Instituto de Ciências Sociais;4082;Ciências Sociais;Mestrado;312;;;;1;;;1;85
0707;Universidade de Lisboa - Instituto de Ciências Sociais;9344;Sociologia;Doutoramento;312;;;;1;;;1;
0708;Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território;9143;Geografia;Licenciatura;443;2;;;4;;1;7;52
0709;Universidade de Lisboa - Instituto de Educação;6031;Ciências da Educação;Mestrado;142;;;;4;;;4;83
0709;Universidade de Lisboa - Instituto de Educação;9026;Ciências da Educação;Licenciatura;142;8;1;;5;1;1;16;66
0710;Universidade de Lisboa - Faculdade de Psicologia;9047;Ciências Psicológicas;Licenciatura;311;;;;2;;;2;121
0710;Universidade de Lisboa - Faculdade de Psicologia;9555;Psicologia;Mestrado;311;13;1;1;3;2;1;21;119
0800;Universidade Técnica de Lisboa;4107;Ciência e Engenharia de Alimentos;Mestrado;541;;;;;;1;1;32
0800;Universidade Técnica de Lisboa;4714;Planeamento Regional e Urbano;Mestrado;581;;;;1;;;1;72
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;0586;Medicina Veterinária;Licenciatura;640;1;;;11;7;6;25;1717
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;4081;Ciência Animal em Meio Tropical;Mestrado;640;;;;;;1;1;7
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;4732;Produção Animal;Mestrado;621;;;;1;;;1;43
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;5090;Ciência e Tecnologia Animal;Doutoramento;621;;;;1;;;1;11
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;9847;Medicina Veterinária;Licenciatura;640;1;;;1;;;2;
0801;Universidade Técnica de Lisboa - Faculdade de Medicina Veterinária;9847;Medicina Veterinária;Mestrado;640;7;1;1;5;;;14;240
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0021;Arquitectura de Design de Moda;Licenciatura;214;;1;1;5;8;2;17;198
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0022;Arquitectura;Licenciatura;581;9;2;3;83;41;65;203;3977
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0023;Arquitectura de Interiores;Licenciatura;214;;;1;6;2;1;10;198
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0026;Arquitectura do Planeamento Urbano e Territorial;Licenciatura;581;;1;2;6;3;4;16;323
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0027;Arquitectura da Gestão Urbanística;Licenciatura;581;1;;;11;8;2;22;276
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;0028;Arquitectura de Design;Licenciatura;214;1;1;;15;4;4;25;330
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4013;Arquitectura;Mestrado;581;6;2;;1;;2;11;5
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4016;Arquitectura da Habitação;Mestrado;581;;;;;;1;1;12
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4266;Design;Mestrado;214;;;;1;;;1;25
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4797;Reabilitação da Arquitectura e Núcleos Urbanos;Mestrado;581;;;;1;;;1;69
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;4805;Regeneração Urbana e Ambiental;Mestrado;581;;;;1;;;1;23
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;5030;Arquitectura;Doutoramento;581;;;;1;;1;2;30
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;5700;Planeamento Urbanístico;Doutoramento;581;;;;1;;;1;6
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;6487;Design de Comunicação;Mestrado;213;1;;;;;;1;9
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;6620;Design de Produto;Mestrado;214;1;1;;1;;;3;13
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;8182;Estudos Arquitectónicos;Licenciatura;581;2;1;;2;;;5;452
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;8359;Arquitectura, esp. Gestão Urbanística e esp. Planeam Urbano e Territorial;Mestrado;581;;1;;;;;1;35
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9069;Design;Licenciatura;214;2;1;;2;;1;6;86
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9071;Design de Moda;Licenciatura;214;4;1;;1;;;6;67
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9257;Arquitectura;Licenciatura;581;1;;;;;;1;
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9257;Arquitectura;Mestrado;581;2;;;;;;2;96
0802;Universidade Técnica de Lisboa - Faculdade de Arquitectura;9518;Design de Moda;Mestrado;214;1;;;;;;1;7
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0025;Arquitectura Paisagista;Licenciatura;581;2;;;11;7;5;25;424
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0201;Engenharia Agro-Industrial;Licenciatura;541;;;;11;5;9;25;436
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0205;Engenharia Agronómica;Licenciatura;621;2;;1;26;8;18;55;1186
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0209;Engenharia Alimentar;Licenciatura;541;3;;;6;1;1;11;136
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0276;Engenharia Florestal;Licenciatura;623;;;;6;4;8;18;485
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;0347;Engenharia Zootécnica;Licenciatura;621;;;1;4;;;5;24
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;1250;Engenharia Florestal e dos Recursos Naturais;Licenciatura;623;;;;1;;1;2;132
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;4162;Economia Agrária e Sociologia Rural;Mestrado;621;;;;;1;;1;76
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;4668;Matemática Aplicada às Ciências Biológicas;Mestrado;461;;;;;1;;1;44
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;4734;Produção Agrícola Tropical;Mestrado;621;;;;1;;;1;39
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6095;Engenharia Zootécnica - Produção Animal;Mestrado;621;;;1;;;;1;30
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6425;Engenharia Florestal e dos Recursos Naturais;Mestrado;623;;;;1;;;1;34
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6631;Viticultura e Enologia;Mestrado;621;1;;;;;;1;11
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;6998;Arquitectura Paisagista;Mestrado;581;1;1;;;;;2;26
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8030;Agronomia;Licenciatura;621;;;;1;2;3;6;396
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8258;Arquitectura Paisagista;Licenciatura;581;;2;1;2;;;5;148
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;8868;Silvicultura;Licenciatura;623;;;;1;;;1;52
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9011;Biologia;Licenciatura;421;1;1;;;1;;3;61
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9027;Ciências de Engenharia - Engenharia Agronómica;Licenciatura;621;;;;;;1;1;143
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9028;Ciências de Engenharia - Engenharia Alimentar;Licenciatura;541;;;;;;1;1;75
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9086;Engenharia Agronómica;Licenciatura;621;2;;;2;1;;5;78
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9087;Engenharia Alimentar;Licenciatura;541;;;;2;;;2;103
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9099;Engenharia do Ambiente;Licenciatura;851;;;;3;;;3;42
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9114;Engenharia Florestal;Licenciatura;623;1;;;;;;1;12
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9129;Engenharia Zootécnica;Licenciatura;621;1;;;;;;1;51
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9417;Engenharia do Ambiente;Mestrado;851;;;;1;1;;2;41
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9520;Engenharia Agronómica;Mestrado;621;2;;1;;1;;4;104
0803;Universidade Técnica de Lisboa - Instituto Superior de Agronomia;9567;Engenharia Alimentar;Mestrado;541;2;2;1;3;1;;9;65
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0016;Antropologia;Licenciatura;312;;;;11;7;8;26;255
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0093;Ciência Política;Licenciatura;313;;;;6;1;1;8;146
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0112;Comunicação Social;Licenciatura;321;1;;;30;18;25;74;865
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0423;Gestão e Administração Pública;Licenciatura;345;2;;2;39;27;12;82;1561
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0626;Política Social;Licenciatura;762;2;;1;29;7;15;54;976
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0732;Relações Internacionais;Licenciatura;313;;2;2;25;14;16;59;1107
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;0762;Sociologia do Trabalho;Licenciatura;312;;;1;19;5;10;35;531
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4042;Ciência Política;Mestrado;313;1;1;;1;;;3;31
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4804;Relações Internacionais;Mestrado;313;;;;;1;;1;76
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;4846;Sociologia;Mestrado;312;;;;2;;1;3;70
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;5419;Ciências Sociais;Doutoramento;312;;;;;1;;1;13
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6244;Sociologia das Organizações e do Trabalho;Mestrado;312;;;;1;;;1;7
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;6426;Política Social;Mestrado;762;;;;2;;;2;47
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9002;Administração Pública;Licenciatura;345;4;;;4;;3;11;101
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9019;Ciência Política;Licenciatura;313;1;1;2;4;;;8;34
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9023;Ciências da Comunicação;Licenciatura;321;4;1;1;10;1;2;19;101
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9229;Relações Internacionais;Licenciatura;313;4;;2;6;;;12;80
0804;Universidade Técnica de Lisboa - Instituto Superior de Ciências Sociais e Políticas;9238;Serviço Social;Licenciatura;762;2;9;;4;1;1;17;47
