CodigoUniversidade;NomeUniversidade;CodigoCurso;NomeCurso;Grau;CodigoArea;1ºEmp<6;1ºEmp6a12;1ºEmp>=12;NovoEmp<6;NovoEmp6a12;NovoEmp>=12;TotalDesempregados;TotalDiplomados
0130;Universidade dos Açores - Ponta Delgada;5244;Educação;Doutoramento;142;;;;;;1;1;9
0130;Universidade dos Açores - Ponta Delgada;9011;Biologia;Licenciatura;421;1;;;3;;;4;46
0130;Universidade dos Açores - Ponta Delgada;9219;Psicologia;Licenciatura;311;;;;1;;;1;50
0130;Universidade dos Açores - Ponta Delgada;9238;Serviço Social;Licenciatura;762;1;;1;;;;2;68
0130;Universidade dos Açores - Ponta Delgada;9240;Sociologia;Licenciatura;312;1;;;;;;1;67
0130;Universidade dos Açores - Ponta Delgada;9699;Ciências Biológicas e da Saúde;Licenciatura;421;;;;1;;;1;46
0130;Universidade dos Açores - Ponta Delgada;9798;Relações Públicas e Comunicação;Licenciatura;342;;;;1;;;1;108
0200;Universidade do Algarve;0054;Biologia e Geologia (Ensino de);Licenciatura;145;;;;2;;;2;100
0200;Universidade do Algarve;0057;Biologia Marinha e Pescas;Licenciatura;421;;;;7;2;4;13;313
0200;Universidade do Algarve;0156;Economia;Licenciatura;314;;;;6;2;2;10;263
0200;Universidade do Algarve;0213;Engenharia do Ambiente;Licenciatura;851;;;;2;1;1;4;54
0200;Universidade do Algarve;0219;Engenharia de Sistemas e Computação;Licenciatura;523;;;;1;;;1;30
0200;Universidade do Algarve;0289;Engenharia Hortofrutícola;Licenciatura;621;;;;;;2;2;104
0200;Universidade do Algarve;0441;Gestão de Empresas;Licenciatura;345;1;;;14;2;6;23;482
0200;Universidade do Algarve;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;222;;;;5;1;;6;56
0200;Universidade do Algarve;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;222;;;;8;1;4;13;130
0200;Universidade do Algarve;0539;Línguas e Lit. Modernas, var. de Estudos Portugueses e Ingleses (ensino de);Licenciatura;145;;;;1;;;1;32
0200;Universidade do Algarve;0867;Estudos Portugueses;Licenciatura;223;;;;4;1;;5;83
0200;Universidade do Algarve;0890;Engenharia Agronómica, ramo de Hortofruticultura;Licenciatura;621;;;;1;;;1;17
0200;Universidade do Algarve;8063;Estudos Básicos de Medicina;Licenciatura;721;1;;;;;;1;
0200;Universidade do Algarve;9351;Ciências Biomédicas;Licenciatura;421;1;;;;;;1;
0200;Universidade do Algarve;9817;Artes Visuais;Licenciatura;211;1;2;1;3;2;;9;57
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0522;Línguas e Literaturas Modernas, variante de Estudos Franceses e Espanhóis;Licenciatura;222;;;;1;;;1;6
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0530;Línguas e Literaturas Modernas, variante de Estudos Portugueses;Licenciatura;223;;;;11;3;4;18;152
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0534;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Espanhóis;Licenciatura;222;;;;1;;1;2;17
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0536;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Franceses;Licenciatura;222;;;;8;;;8;74
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0538;Línguas e Literaturas Modernas, variante de Estudos Portugueses e Ingleses;Licenciatura;222;;;;9;2;4;15;180
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0695;Psicologia;Licenciatura;311;4;;1;21;4;7;37;302
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0756;Património Cultural;Licenciatura;225;;1;;5;2;3;11;102
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;0867;Estudos Portugueses;Licenciatura;223;;;;6;1;1;8;91
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;1529;Línguas e Literaturas Modernas, variante de Estudos Ingleses e Espanhóis;Licenciatura;222;;;;1;;;1;12
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4078;Ciências da Educação;Mestrado;142;;;;1;;;1;77
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4296;Educação Artística;Mestrado;142;;;;2;;;2;16
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4471;Gestão Cultural;Mestrado;312;;;;1;;;1;9
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4576;Linguística;Mestrado;222;;;;1;;;1;6
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;4756;Psicologia;Mestrado;311;;;1;1;;;2;69
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;6811;Ciências da Educação e da Formação;Mestrado;142;;;;1;;;1;2
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;8369;Património Cultural (Artístico, Histórico e Arqueológico);Licenciatura;225;;1;;;;;1;10
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;8418;Arqueologia (regime pós-laboral);Licenciatura;225;1;;;;;;1;
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9132;Estudos Artísticos;Licenciatura;212;2;;;5;1;2;10;22
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9219;Psicologia;Licenciatura;311;2;;3;6;1;1;13;102
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9787;Património Cultural;Licenciatura;225;1;;1;2;1;;5;18
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9817;Artes Visuais;Licenciatura;211;1;;;;;;1;
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9821;Ciências da Educação e da Formação;Licenciatura;142;8;;1;11;;1;21;81
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9825;Ciências Documentais e Editoriais;Licenciatura;322;1;;;1;;;2;21
0201;Universidade do Algarve - Faculdade de Ciências Humanas e Sociais;9834;Línguas e Comunicação;Licenciatura;222;;;;;;1;1;19
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0054;Biologia e Geologia (Ensino de);Licenciatura;145;;;;12;;;12;146
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0057;Biologia Marinha e Pescas;Licenciatura;421;1;;;4;2;4;11;207
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0213;Engenharia do Ambiente;Licenciatura;851;2;1;1;7;6;2;19;264
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;0744;Oceanografia;Licenciatura;443;1;;;1;;;2;21
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;1127;Biologia e Geologia;Licenciatura;421;;1;;8;;;9;47
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;4657;Estudos Marinhos e Costeiros;Mestrado;443;;;;2;;;2;37
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;5240;Ecologia;Doutoramento;422;;;;;;1;1;10
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9011;Biologia;Licenciatura;421;2;;;;;;2;9
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9013;Biologia Marinha;Licenciatura;421;2;1;;1;;;4;184
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9099;Engenharia do Ambiente;Licenciatura;851;;;1;;;;1;30
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9391;Biologia Marinha;Mestrado;421;;1;;1;1;;3;77
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9417;Engenharia do Ambiente;Mestrado;851;1;;;;;;1;10
0202;Universidade do Algarve - Faculdade de Ciências do Mar e do Ambiente;9595;Ciências de Engenharia do Ambiente;Licenciatura;851;;;;2;;;2;10
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0063;Bioquímica;Licenciatura;421;;;;4;;;4;137
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0219;Engenharia de Sistemas e Computação;Licenciatura;523;;;;1;1;;2;68
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0340;Engenharia de Sistemas e Informática;Licenciatura;523;;;;3;;;3;58
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0381;Física e Química;Licenciatura;441;;1;;8;1;3;13;142
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0479;Informática;Licenciatura;481;;;;8;1;1;10;72
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0480;Informática (Ensino de);Licenciatura;146;;;;1;;;1;93
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0487;Informática - Gestão;Licenciatura;481;;;;2;;1;3;25
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0559;Matemática;Licenciatura;461;;;;12;1;;13;200
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;0705;Química;Licenciatura;442;;;;2;;;2;64
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;4369;Aquacultura e Pescas;Mestrado;624;;;1;;;;1;1
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;4547;Gestão da Água e da Costa;Mestrado;851;;;;1;;;1;76
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;8258;Arquitectura Paisagista;Licenciatura;581;;1;;4;;;5;51
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;8419;Agronomia (regime pós-laboral);Licenciatura;621;2;;;2;;;4;
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9003;Agronomia;Licenciatura;621;1;;;;;1;2;7
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9011;Biologia;Licenciatura;421;2;;;;;;2;15
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9013;Biologia Marinha;Licenciatura;421;2;;;;1;;3;20
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9015;Bioquímica;Licenciatura;421;;1;2;3;;1;7;36
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9016;Biotecnologia;Licenciatura;524;1;1;;1;;;3;6
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9041;Ciências do Mar;Licenciatura;443;1;;;;;;1;2
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9119;Engenharia Informática;Licenciatura;523;1;;;3;;1;5;55
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9141;Física;Licenciatura;441;;;;2;;;2;3
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9358;Engenharia Biológica;Mestrado;421;;;;;;1;1;6
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9365;Engenharia Electrónica e Telecomunicações;Mestrado;523;;1;;;;;1;6
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9494;Ciências Farmacêuticas;Mestrado;727;1;;;;;;1;1
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9578;Ciências de Engenharia Electrónica e Telecomunicações;Licenciatura;523;;;;1;;;1;9
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9592;Ciências de Engenharia Biológica;Licenciatura;421;;;;2;;;2;1
0203;Universidade do Algarve - Faculdade de Ciências e Tecnologia;9595;Ciências de Engenharia do Ambiente;Licenciatura;851;;;;1;;;1;3
0204;Universidade do Algarve - Faculdade de Economia;0156;Economia;Licenciatura;314;;;1;5;8;1;15;239
0204;Universidade do Algarve - Faculdade de Economia;0441;Gestão de Empresas;Licenciatura;345;;;;7;3;5;15;210
0204;Universidade do Algarve - Faculdade de Economia;0759;Sociologia;Licenciatura;312;;;;4;2;;6;25
0204;Universidade do Algarve - Faculdade de Economia;4061;Ciências Económicas e Empresariais;Mestrado;314;;;;;;1;1;25
0204;Universidade do Algarve - Faculdade de Economia;4394;Finanças Empresariais;Mestrado;343;;;;1;;;1;11
0204;Universidade do Algarve - Faculdade de Economia;4431;Gestão Empresarial;Mestrado;345;;;;1;;;1;24
0204;Universidade do Algarve - Faculdade de Economia;6287;Economia da Inovação e Empreendedorismo;Mestrado;314;;1;;;;;1;
0204;Universidade do Algarve - Faculdade de Economia;9081;Economia;Licenciatura;314;8;5;1;5;1;3;23;130
0204;Universidade do Algarve - Faculdade de Economia;9152;Gestão de Empresas;Licenciatura;345;15;6;1;18;4;1;45;250
0204;Universidade do Algarve - Faculdade de Economia;9240;Sociologia;Licenciatura;312;2;1;1;3;1;;8;101
0204;Universidade do Algarve - Faculdade de Economia;M148;Gestão Empresarial;Mestrado;345;;;;;1;;1;
0205;Universidade do Algarve - Faculdade de Engenharia de Recursos Naturais;0025;Arquitectura Paisagista;Licenciatura;581;1;;1;9;3;2;16;109
0205;Universidade do Algarve - Faculdade de Engenharia de Recursos Naturais;0205;Engenharia Agronómica;Licenciatura;621;;;;11;1;5;17;211
0205;Universidade do Algarve - Faculdade de Engenharia de Recursos Naturais;0226;Engenharia Biotecnológica;Licenciatura;524;;;;7;1;2;10;256
0205;Universidade do Algarve - Faculdade de Engenharia de Recursos Naturais;9358;Engenharia Biológica;Mestrado;421;1;;;;;;1;28
0205;Universidade do Algarve - Faculdade de Engenharia de Recursos Naturais;9592;Ciências de Engenharia Biológica;Licenciatura;421;;;;;;1;1;55
0300;Universidade de Aveiro;0003;Administração Pública;Licenciatura;345;;;;3;1;3;7;80
0300;Universidade de Aveiro;0048;Biologia;Licenciatura;421;;;1;8;3;7;19;645
0300;Universidade de Aveiro;0054;Biologia e Geologia (Ensino de);Licenciatura;145;1;;;29;3;1;34;644
0300;Universidade de Aveiro;0136;Design;Licenciatura;214;3;1;1;17;3;7;32;277
0300;Universidade de Aveiro;0156;Economia;Licenciatura;314;;;2;5;3;7;17;272
0300;Universidade de Aveiro;0182;Educadores de Infância;Bacharelato;143;;;;3;;;3;202
0300;Universidade de Aveiro;0213;Engenharia do Ambiente;Licenciatura;851;1;1;;21;8;4;35;672
0300;Universidade de Aveiro;0228;Engenharia Cerâmica e do Vidro;Licenciatura;543;;;;9;5;8;22;267
0300;Universidade de Aveiro;0231;Engenharia de Computadores e Telemática;Licenciatura;523;;;1;;1;;2;70
0300;Universidade de Aveiro;0233;Engenharia Civil;Licenciatura;582;;;;10;3;1;14;258
0300;Universidade de Aveiro;0244;Engenharia Electrónica e de Telecomunicações;Licenciatura;523;1;;1;16;10;13;41;1521
0300;Universidade de Aveiro;0264;Engenharia Física;Licenciatura;441;;;;2;1;1;4;93
0300;Universidade de Aveiro;0284;Engenharia Geológica;Licenciatura;443;;;1;6;4;2;13;225
0300;Universidade de Aveiro;0290;Engenharia e Gestão Industrial;Licenciatura;529;1;;;22;5;17;45;671
0300;Universidade de Aveiro;0302;Engenharia de Materiais;Licenciatura;543;;;;5;1;;6;112
0300;Universidade de Aveiro;0304;Engenharia Mecânica;Licenciatura;521;;;;5;1;2;8;219
0300;Universidade de Aveiro;0331;Engenharia Química;Licenciatura;524;;;2;3;2;1;8;170
0300;Universidade de Aveiro;0374;Física;Licenciatura;441;;;2;;;;2;69
0300;Universidade de Aveiro;0383;Física e Química (Ensino de);Licenciatura;145;;;;35;3;;38;409
0300;Universidade de Aveiro;0416;Gestão;Licenciatura;345;;;;4;;3;7;67
0300;Universidade de Aveiro;0448;Gestão e Planeamento em Turismo;Licenciatura;812;;;1;12;5;6;24;286
0300;Universidade de Aveiro;0494;Inglês e Alemão (Ensino de);Licenciatura;145;;;;19;1;1;21;465
0300;Universidade de Aveiro;0559;Matemática;Licenciatura;461;;;;2;1;2;5;98
0300;Universidade de Aveiro;0560;Matemática (Ensino de);Licenciatura;145;2;;;41;5;7;55;631
0300;Universidade de Aveiro;0568;Matemática Aplicada e Computação;Licenciatura;461;;;;11;;3;14;176
0300;Universidade de Aveiro;0592;Música (Ensino de);Licenciatura;146;;;;4;;2;6;313
0300;Universidade de Aveiro;0596;Novas Tecnologias da Comunicação;Licenciatura;213;;;2;50;3;9;64;310
0300;Universidade de Aveiro;0623;Planeamento Regional e Urbano;Licenciatura;581;1;;;9;6;7;23;344
0300;Universidade de Aveiro;0625;Educação de Infância;Licenciatura;143;2;;2;26;8;3;41;448
0300;Universidade de Aveiro;0630;Português e Francês (Ensino de);Licenciatura;145;;;;18;4;4;26;867
0300;Universidade de Aveiro;0633;Português e Inglês (Ensino de);Licenciatura;145;;;;20;2;4;26;632
0300;Universidade de Aveiro;0636;Português, Latim e Grego (Ensino de);Licenciatura;145;;;;14;3;11;28;375
0300;Universidade de Aveiro;0656;Professores do 1.º ciclo do Ensino Básico;Bacharelato;144;;;;1;;1;2;28
0300;Universidade de Aveiro;0663;Electrónica e Informática (Ensino de);Licenciatura;146;;;;2;;;2;85
0300;Universidade de Aveiro;0705;Química;Licenciatura;442;1;;1;13;10;9;34;544
0300;Universidade de Aveiro;0707;Ensino Básico - 1.º Ciclo;Licenciatura;144;;;2;51;4;4;61;425
0300;Universidade de Aveiro;1043;Bioquímica e Química Alimentar;Licenciatura;442;;;;1;;;1;127
0300;Universidade de Aveiro;1497;Línguas e Administração Editorial;Licenciatura;347;;;1;;;;1;8
0300;Universidade de Aveiro;1525;Línguas e Relações Empresariais;Licenciatura;347;;;1;6;3;;10;134
0300;Universidade de Aveiro;1613;Línguas e Tradução Especializada;Licenciatura;222;1;;;;;;1;14
0300;Universidade de Aveiro;1615;Meteorologia e Oceanografia Física;Licenciatura;443;;;1;;;;1;26
0300;Universidade de Aveiro;1640;Línguas, Literaturas e Culturas;Licenciatura;222;;;1;1;1;;3;19
0300;Universidade de Aveiro;1700;Química Industrial e Gestão;Licenciatura;524;;;;3;;1;4;71
0300;Universidade de Aveiro;1772;Tecnologias de Informação e Comunicação;Licenciatura;481;2;;2;4;;2;10;85
0300;Universidade de Aveiro;1776;Técnicos Superiores de Justiça;Bacharelato;380;;;;;;1;1;56
0300;Universidade de Aveiro;2855;Educadores de Infância;Licenciatura;143;;;;2;1;;3;206
0300;Universidade de Aveiro;2857;Professores do 1.º Ciclo do Ensino Básico;Licenciatura;144;;;;3;;;3;205
0300;Universidade de Aveiro;4078;Ciências da Educação;Mestrado;142;;;;2;;;2;95
0300;Universidade de Aveiro;4084;Ciências das Zonas Costeiras;Mestrado;443;;;;3;;;3;98
0300;Universidade de Aveiro;4159;Economia de Empresa;Mestrado;314;1;;;1;;;2;15
0300;Universidade de Aveiro;4198;Engenharia Electrónica e de Telecomunicações;Mestrado;523;1;;;1;;2;4;223
0300;Universidade de Aveiro;4210;Engenharia Mecânica;Mestrado;521;1;;;1;;;2;26
0300;Universidade de Aveiro;4251;Comunicação e Educação em Ciências;Mestrado;321;;;;1;;;1;41
0300;Universidade de Aveiro;4269;Ensino de Física;Mestrado;145;;;;2;;;2;13
0300;Universidade de Aveiro;4272;Ensino de Geologia e Biologia;Mestrado;145;;;;2;;;2;57
0300;Universidade de Aveiro;4274;Gestão Ambiental, Materiais e Valorização de Resíduos;Mestrado;851;;;;;;1;1;27
0300;Universidade de Aveiro;4313;Estudos Clássicos;Mestrado;222;;;;1;;;1;17
0300;Universidade de Aveiro;4314;Estudos Chineses;Mestrado;222;;;;1;;;1;24
0300;Universidade de Aveiro;4334;Estudos Portugueses;Mestrado;223;;;;1;;;1;64
0300;Universidade de Aveiro;4397;Física Aplicada;Mestrado;441;;;1;;;;1;38
0300;Universidade de Aveiro;4460;Gestão e Desenvolvimento em Turismo;Mestrado;812;;;;1;;;1;73
0300;Universidade de Aveiro;4468;Geoquímica;Mestrado;443;;;;1;;;1;48
0300;Universidade de Aveiro;4491;Gestão da Informação;Mestrado;481;;;;1;;;1;74
0300;Universidade de Aveiro;4623;Educação em Línguas no 1.º Ciclo do Ensino Básico;Mestrado;144;;;;1;;;1;16
0300;Universidade de Aveiro;4626;Multimédia em Educação;Mestrado;213;;;;1;;;1;103
0300;Universidade de Aveiro;4660;Matemática;Mestrado;461;;;;2;;;2;79
0300;Universidade de Aveiro;4670;Música;Mestrado;212;;;;;;1;1;48
0300;Universidade de Aveiro;4675;Métodos Biomoleculares Avançados;Mestrado;421;;;;1;;;1;33
0300;Universidade de Aveiro;4741;Políticas e Gestão do Ensino Superior;Mestrado;142;;;;;1;;1;29
0300;Universidade de Aveiro;4775;Química de Produtos Naturais e Alimentos;Mestrado;442;;;;1;;1;2;43
0300;Universidade de Aveiro;4785;Planeamento do Território - Ordenamento da Cidade;Mestrado;581;;;;;1;;1;20
0300;Universidade de Aveiro;4886;Toxicologia;Mestrado;421;;;;2;;;2;43
0300;Universidade de Aveiro;4970;Energia e Gestão do Ambiente;Mestrado;851;;;;;;1;1;12
0300;Universidade de Aveiro;5140;Ciências da Educação;Doutoramento;142;;;;1;;;1;40
0300;Universidade de Aveiro;5188;Ciências e Tecnologia da Comunicação;Doutoramento;321;;;;1;;;1;16
0300;Universidade de Aveiro;5226;Cultura;Doutoramento;312;;;;1;;;1;5
0300;Universidade de Aveiro;6005;Administração e Gestão Pública;Mestrado;345;1;;1;;;;2;17
0300;Universidade de Aveiro;6137;Gerontologia;Mestrado;723;1;1;1;1;;1;5;49
0300;Universidade de Aveiro;6183;Línguas, Literaturas e Culturas;Mestrado;222;;;;2;1;;3;27
0300;Universidade de Aveiro;6408;Comunicação Multimédia;Mestrado;213;1;;;1;;;2;55
0300;Universidade de Aveiro;6431;Planeamento Regional e Urbano;Mestrado;581;;;;1;;;1;4
0300;Universidade de Aveiro;6432;Meteorologia e Oceanografia Física;Mestrado;443;1;;;1;;;2;22
0300;Universidade de Aveiro;6434;Biomedicina Molecular;Mestrado;721;1;;;;;;1;
0300;Universidade de Aveiro;6435;Línguas e Relações Empresariais;Mestrado;347;;;;1;;;1;34
0300;Universidade de Aveiro;6449;Ensino de Biologia e de Geologia no 3.º C do Ens Básico e no Ens Secundário;Mestrado;145;;;;1;;;1;5
0300;Universidade de Aveiro;6451;Ensino de Matemática no 3.º C. do Ensino Básico e no Secundário;Mestrado;145;;;;1;;;1;2
0300;Universidade de Aveiro;6452;Ensino de Física e Química no 3º C. do Ensino Básico e no Ensino Secundário;Mestrado;145;;;;;;1;1;
0300;Universidade de Aveiro;8230;Ciências do Ambiente;Bacharelato;422;;;;;;1;1;
0300;Universidade de Aveiro;9002;Administração Pública;Licenciatura;345;13;2;2;4;;2;23;119
0300;Universidade de Aveiro;9011;Biologia;Licenciatura;421;2;1;1;6;;;10;138
0300;Universidade de Aveiro;9012;Biologia e Geologia;Licenciatura;421;2;;;2;;;4;28
0300;Universidade de Aveiro;9015;Bioquímica;Licenciatura;421;2;1;;3;;;6;93
0300;Universidade de Aveiro;9016;Biotecnologia;Licenciatura;524;;;1;;;;1;43
0300;Universidade de Aveiro;9069;Design;Licenciatura;214;5;;4;2;1;;12;153
0300;Universidade de Aveiro;9081;Economia;Licenciatura;314;13;1;;7;3;;24;168
0300;Universidade de Aveiro;9096;Engenharia de Materiais;Licenciatura;543;1;;;;;;1;57
0300;Universidade de Aveiro;9099;Engenharia do Ambiente;Licenciatura;851;2;1;;2;;;5;147
0300;Universidade de Aveiro;9104;Engenharia e Gestão Industrial;Licenciatura;529;4;;1;;;;5;238
0300;Universidade de Aveiro;9141;Física;Licenciatura;441;1;;;;;;1;16
0300;Universidade de Aveiro;9147;Gestão;Licenciatura;345;8;;2;4;2;;16;124
0300;Universidade de Aveiro;9194;Línguas e Estudos Editoriais;Licenciatura;222;4;;;;;2;6;36
0300;Universidade de Aveiro;9196;Línguas e Relações Empresariais;Licenciatura;347;7;;;2;2;;11;132
0300;Universidade de Aveiro;9204;Línguas, Literaturas e Culturas;Licenciatura;222;3;1;;1;;;5;53
0300;Universidade de Aveiro;9209;Matemática;Licenciatura;461;;;;1;;1;2;47
0300;Universidade de Aveiro;9212;Meteorologia, Oceanografia e Geofísica;Licenciatura;443;;;;1;;1;2;31
0300;Universidade de Aveiro;9214;Música;Licenciatura;212;;;;;;1;1;55
0300;Universidade de Aveiro;9215;Novas Tecnologias da Comunicação;Licenciatura;213;11;1;3;6;1;1;23;219
0300;Universidade de Aveiro;9219;Psicologia;Licenciatura;311;3;;;1;;;4;33
0300;Universidade de Aveiro;9223;Química;Licenciatura;442;1;;;2;1;;4;34
0300;Universidade de Aveiro;9250;Tecnologias de Informação e Comunicação;Licenciatura;481;2;;;3;;;5;36
0300;Universidade de Aveiro;9252;Tradução;Licenciatura;222;2;;2;3;1;1;9;71
0300;Universidade de Aveiro;9254;Turismo;Licenciatura;812;3;;2;5;3;1;14;63
0300;Universidade de Aveiro;9266;Bioquímica e Química dos Alimentos;Mestrado;442;1;;;1;;;2;15
0300;Universidade de Aveiro;9267;Ciência Política;Mestrado;313;2;;1;;;;3;9
0300;Universidade de Aveiro;9277;Design;Mestrado;214;2;;;;;;2;19
0300;Universidade de Aveiro;9280;Economia;Mestrado;314;2;;;4;;;6;53
